,labels_a1_DBSCAN_params13,labels_a1_DBSCAN_params14,labels_a1_DBSCAN_params15,labels_a1_DBSCAN_params17,labels_a1_DBSCAN_params18,labels_a1_DBSCAN_params19,labels_a1_DBSCAN_params20,labels_a1_DBSCAN_params21,labels_a1_DBSCAN_params22,labels_a1_DBSCAN_params23,labels_a1_DBSCAN_params24,labels_a1_DBSCAN_params9
ARI_nn,0.689332766433291,0.7084009497247599,1.0,0.2631041329946248,0.7724426293487212,0.8397389066353126,0.8425611498305104,0.11355291788193146,0.11357734304719057,0.11357734304719057,0.11360172974206101,0.5825588494066919
