,labels_wine_KMeans_params1,labels_wine_KMeans_params10,labels_wine_KMeans_params11,labels_wine_KMeans_params12,labels_wine_KMeans_params13,labels_wine_KMeans_params14,labels_wine_KMeans_params15,labels_wine_KMeans_params16,labels_wine_KMeans_params17,labels_wine_KMeans_params18,labels_wine_KMeans_params19,labels_wine_KMeans_params2,labels_wine_KMeans_params20,labels_wine_KMeans_params21,labels_wine_KMeans_params22,labels_wine_KMeans_params23,labels_wine_KMeans_params24,labels_wine_KMeans_params25,labels_wine_KMeans_params26,labels_wine_KMeans_params27,labels_wine_KMeans_params28,labels_wine_KMeans_params29,labels_wine_KMeans_params3,labels_wine_KMeans_params30,labels_wine_KMeans_params31,labels_wine_KMeans_params32,labels_wine_KMeans_params33,labels_wine_KMeans_params34,labels_wine_KMeans_params35,labels_wine_KMeans_params36,labels_wine_KMeans_params37,labels_wine_KMeans_params38,labels_wine_KMeans_params39,labels_wine_KMeans_params4,labels_wine_KMeans_params40,labels_wine_KMeans_params41,labels_wine_KMeans_params42,labels_wine_KMeans_params43,labels_wine_KMeans_params44,labels_wine_KMeans_params45,labels_wine_KMeans_params46,labels_wine_KMeans_params47,labels_wine_KMeans_params48,labels_wine_KMeans_params49,labels_wine_KMeans_params5,labels_wine_KMeans_params50,labels_wine_KMeans_params51,labels_wine_KMeans_params52,labels_wine_KMeans_params53,labels_wine_KMeans_params54,labels_wine_KMeans_params55,labels_wine_KMeans_params56,labels_wine_KMeans_params57,labels_wine_KMeans_params58,labels_wine_KMeans_params59,labels_wine_KMeans_params6,labels_wine_KMeans_params60,labels_wine_KMeans_params61,labels_wine_KMeans_params62,labels_wine_KMeans_params63,labels_wine_KMeans_params64,labels_wine_KMeans_params65,labels_wine_KMeans_params66,labels_wine_KMeans_params67,labels_wine_KMeans_params68,labels_wine_KMeans_params69,labels_wine_KMeans_params7,labels_wine_KMeans_params70,labels_wine_KMeans_params71,labels_wine_KMeans_params72,labels_wine_KMeans_params8,labels_wine_KMeans_params9
cSIL,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6696128476231125,0.6831766591808682,0.6696128476231125,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6696128476231125,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.6831766591808682,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.6696128476231125,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.6696128476231125,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5986542073134657,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.6696128476231125,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.6696128476231125,0.5406979385049046,0.5406979385049046,0.5406979385049046,0.6696128476231125,0.6696128476231125
GD43,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.5787291396319624,0.559374309262685,0.5787291396319624,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.5787291396319624,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.559374309262685,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.5787291396319624,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.5787291396319624,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.36114682713534096,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.5787291396319624,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.5787291396319624,0.37097247072814304,0.37097247072814304,0.37097247072814304,0.5787291396319624,0.5787291396319624
GD53,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.49072219119200394,0.3706922237839212,0.49072219119200394,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.49072219119200394,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.3706922237839212,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.49072219119200394,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.49072219119200394,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.29501296686506095,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.49072219119200394,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.49072219119200394,0.32939537680838643,0.32939537680838643,0.32939537680838643,0.49072219119200394,0.49072219119200394
PS,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,1.6115168703706797,2.543997888244043,1.6115168703706797,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,1.6115168703706797,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.543997888244043,2.199474617857515,2.199474617857515,2.199474617857515,1.6115168703706797,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,1.6115168703706797,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,2.199474617857515,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.6115168703706797,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.6115168703706797,1.0234973483150553,1.0234973483150553,1.0234973483150553,1.6115168703706797,1.6115168703706797
rCIP,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.00011383912095694449,0.0004126462169416817,0.00011383912095694449,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.00011383912095694449,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0004126462169416817,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.00011383912095694449,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.00011383912095694449,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.0014882224969958017,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.00011383912095694449,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.00011383912095694449,0.004147522442012481,0.004147522442012481,0.004147522442012481,0.00011383912095694449,0.00011383912095694449
WB,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,4.155426923307324,3.1493275238021257,4.155426923307324,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,4.155426923307324,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.1493275238021257,3.523049223546882,3.523049223546882,3.523049223546882,4.155426923307324,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,4.155426923307324,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.523049223546882,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,4.155426923307324,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,3.973386636946218,4.155426923307324,3.973386636946218,3.973386636946218,3.973386636946218,4.155426923307324,4.155426923307324
XB,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.49575538978985234,0.502037217760616,0.49575538978985234,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.49575538978985234,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.502037217760616,0.914573445653984,0.914573445653984,0.914573445653984,0.49575538978985234,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.49575538978985234,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,0.914573445653984,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,0.49575538978985234,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,1.1595976454769599,0.49575538978985234,1.1595976454769599,1.1595976454769599,1.1595976454769599,0.49575538978985234,0.49575538978985234
SSE,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,258.1506680955772,195.84206854670595,258.1506680955772,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,258.1506680955772,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,195.84206854670595,179.0773221632991,179.0773221632991,179.0773221632991,258.1506680955772,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,258.1506680955772,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,179.0773221632991,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,258.1506680955772,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,169.3246669515064,258.1506680955772,169.3246669515064,169.3246669515064,169.3246669515064,258.1506680955772,258.1506680955772
RS,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.34323821011320865,-0.5359817531009862,-0.34323821011320865,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.34323821011320865,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.5359817531009862,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.34323821011320865,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.34323821011320865,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-0.9777617039041762,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-0.34323821011320865,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-0.34323821011320865,-1.2000735014715744,-1.2000735014715744,-1.2000735014715744,-0.34323821011320865,-0.34323821011320865
DH,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.6828739384747171,0.30879786503046863,0.6828739384747171,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.6828739384747171,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.30879786503046863,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.6828739384747171,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.6828739384747171,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.21113961314530558,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.6828739384747171,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.6828739384747171,0.15137467588672732,0.15137467588672732,0.15137467588672732,0.6828739384747171,0.6828739384747171
