,labels_zigzag_noisy_MeanShift_params1,labels_zigzag_noisy_MeanShift_params10,labels_zigzag_noisy_MeanShift_params11,labels_zigzag_noisy_MeanShift_params12,labels_zigzag_noisy_MeanShift_params13,labels_zigzag_noisy_MeanShift_params14,labels_zigzag_noisy_MeanShift_params15,labels_zigzag_noisy_MeanShift_params16,labels_zigzag_noisy_MeanShift_params17,labels_zigzag_noisy_MeanShift_params18,labels_zigzag_noisy_MeanShift_params19,labels_zigzag_noisy_MeanShift_params2,labels_zigzag_noisy_MeanShift_params20,labels_zigzag_noisy_MeanShift_params21,labels_zigzag_noisy_MeanShift_params22,labels_zigzag_noisy_MeanShift_params23,labels_zigzag_noisy_MeanShift_params24,labels_zigzag_noisy_MeanShift_params25,labels_zigzag_noisy_MeanShift_params26,labels_zigzag_noisy_MeanShift_params27,labels_zigzag_noisy_MeanShift_params28,labels_zigzag_noisy_MeanShift_params3,labels_zigzag_noisy_MeanShift_params4,labels_zigzag_noisy_MeanShift_params5,labels_zigzag_noisy_MeanShift_params6,labels_zigzag_noisy_MeanShift_params7,labels_zigzag_noisy_MeanShift_params8,labels_zigzag_noisy_MeanShift_params9
BARI,0.5028823941605722,0.5318402213104275,0.5002291372229755,0.4993892954967122,0.5300909968866183,0.5318402213104275,0.5300909968866183,0.5318402213104275,0.5008139079263355,0.5085904810968047,0.3009282413704606,0.5040275159257913,0.3009282413704606,0.5008139079263355,0.4894228955959308,0.4437319943256265,0.4676972095941643,0.5281963337450906,0.5286610716719545,0.2944867342293059,0.2975048429726971,0.4953382115916347,0.49889738882136775,0.5300854732611244,0.532586437266787,0.5300909968866183,0.5318402213104275,0.5300909968866183
