,labels_sonar_MeanShift_params1,labels_sonar_MeanShift_params11,labels_sonar_MeanShift_params13,labels_sonar_MeanShift_params15,labels_sonar_MeanShift_params17,labels_sonar_MeanShift_params19,labels_sonar_MeanShift_params2,labels_sonar_MeanShift_params21,labels_sonar_MeanShift_params23,labels_sonar_MeanShift_params25,labels_sonar_MeanShift_params3,labels_sonar_MeanShift_params4,labels_sonar_MeanShift_params5,labels_sonar_MeanShift_params7,labels_sonar_MeanShift_params8,labels_sonar_MeanShift_params9
FMI,0.3589842020302152,0.564575985001437,0.5406114481847916,0.5812443321159907,0.5978163947831879,0.6319140989536288,0.36300879239374106,0.5842746757755857,0.6586817103798634,0.6956306942148035,0.4972991462056824,0.43008596456461096,0.5406114481847916,0.5444860355193418,0.43008596456461096,0.5406114481847916
