,labels_ring_outliers_DBSCAN_params1,labels_ring_outliers_DBSCAN_params11,labels_ring_outliers_DBSCAN_params12,labels_ring_outliers_DBSCAN_params13,labels_ring_outliers_DBSCAN_params16,labels_ring_outliers_DBSCAN_params17,labels_ring_outliers_DBSCAN_params18,labels_ring_outliers_DBSCAN_params2,labels_ring_outliers_DBSCAN_params20,labels_ring_outliers_DBSCAN_params21,labels_ring_outliers_DBSCAN_params22,labels_ring_outliers_DBSCAN_params23,labels_ring_outliers_DBSCAN_params26,labels_ring_outliers_DBSCAN_params27,labels_ring_outliers_DBSCAN_params28,labels_ring_outliers_DBSCAN_params29,labels_ring_outliers_DBSCAN_params31,labels_ring_outliers_DBSCAN_params32,labels_ring_outliers_DBSCAN_params33,labels_ring_outliers_DBSCAN_params34,labels_ring_outliers_DBSCAN_params36,labels_ring_outliers_DBSCAN_params37,labels_ring_outliers_DBSCAN_params38,labels_ring_outliers_DBSCAN_params39,labels_ring_outliers_DBSCAN_params41,labels_ring_outliers_DBSCAN_params42,labels_ring_outliers_DBSCAN_params43,labels_ring_outliers_DBSCAN_params44,labels_ring_outliers_DBSCAN_params45,labels_ring_outliers_DBSCAN_params46,labels_ring_outliers_DBSCAN_params47,labels_ring_outliers_DBSCAN_params48,labels_ring_outliers_DBSCAN_params49,labels_ring_outliers_DBSCAN_params50,labels_ring_outliers_DBSCAN_params51,labels_ring_outliers_DBSCAN_params52,labels_ring_outliers_DBSCAN_params53,labels_ring_outliers_DBSCAN_params54,labels_ring_outliers_DBSCAN_params55,labels_ring_outliers_DBSCAN_params6,labels_ring_outliers_DBSCAN_params7
cSIL,0.9722567952434567,0.9347299489405609,0.9284350329916907,0.8470799148063498,0.6174257060050842,0.6174257060050842,0.9503471546843127,0.9998916091223629,0.9846846713402464,0.5992144315935825,0.5992144315935825,0.5992144315935825,0.5992144315935825,0.5992144315935825,0.5992144315935825,0.9396185966206034,0.5992144315935825,0.5992144315935825,0.5992144315935825,2.00603118888365e-06,0.5992144315935825,0.5992144315935825,0.5992144315935825,2.00603118888365e-06,0.5992144315935825,0.5992144315935825,0.5992144315935825,2.00603118888365e-06,0.8694225193718722,0.5992144315935825,0.5992144315935825,0.5992144315935825,2.00603118888365e-06,2.00603118888365e-06,0.3340924333047717,0.3340924333047717,0.3340924333047717,0.001224354351593071,0.001224354351593071,0.9036408792811604,0.9331866141374039
GD43,297.6705796534908,0.4242779382270503,0.8745498764946493,4.289238909434158,0.08927828869315803,0.08927828869315803,1.746152360248187,11517.980934521212,81.2091210442868,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,2.2261074044295843,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,2.7680708839641106,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.0011093661797040388,0.026981357188492393,0.026981357188492393,0.026981357188492393,0.026981357188492393,0.026981357188492393,17.633049931201803,53.72543212267023
GD53,0.054155777884085196,0.00037920454356754987,0.001964918921697808,0.011695443012666217,0.00026144697820742725,0.00026144697820742725,0.006347172343205388,0.4184642337281928,0.41853115870104096,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.03216295028636556,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.2602146147208239,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.2602146147208239,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.2602146147208239,0.1605629066164093,0.00025933568021004906,0.00025933568021004906,0.00025933568021004906,0.2602146147208239,0.2602146147208239,0.019389942239267183,0.019389942239267183,0.019389942239267183,0.26459463061142613,0.26459463061142613,0.0029681816728743746,0.05328152389457351
PS,-11.217054602331237,-72.31575937206875,-14.682515498393638,-6.261040437612647,-1.9271577950241214,-1.9271577950241214,-23.301086232958006,1.677654436508246,1.6483002290718467,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,-6.064246011999721,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,1.9633687222225316,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,1.9633687222225316,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,1.9633687222225316,0.8406660755833519,-1.2270883405491835,-1.2270883405491835,-1.2270883405491835,1.9633687222225316,1.9633687222225316,-0.023488091240465053,-0.023488091240465053,-0.023488091240465053,1.9249071837609932,1.9249071837609932,-49.8118970341133,-19.182495237062653
rCIP,465.67164997891007,74.78824140331959,4.0908294968066174,142.4539918163514,0.5284396732898198,0.5284396732898198,31.67373628110886,0.0,1.3136452979926515e-18,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.5068177773057517,2.943043350213239,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.3963246060691265,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.3963246060691265,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.3963246060691265,2.1389371018387926e-05,0.5068177773057517,0.5068177773057517,0.5068177773057517,0.3963246060691265,0.3963246060691265,0.4065945258738129,0.4065945258738129,0.4065945258738129,0.3797477019075104,0.3797477019075104,1701.5814854787136,487.6832814676827
WB,0.0024429642721918335,4.146918736753787,2.6605109009381906,0.822394699373745,19.69124654696421,19.69124654696421,1.5421399898657897,0.0009281626552444451,0.1348461425396967,40.10808874540192,40.10808874540192,40.10808874540192,40.10808874540192,40.10808874540192,40.10808874540192,0.987635739370599,40.10808874540192,40.10808874540192,40.10808874540192,1080128.9366984891,40.10808874540192,40.10808874540192,40.10808874540192,1080128.9366984891,40.10808874540192,40.10808874540192,40.10808874540192,1080128.9366984891,0.8103727190425085,40.10808874540192,40.10808874540192,40.10808874540192,1080128.9366984891,1080128.9366984891,60.530746127579235,60.530746127579235,60.530746127579235,1797.7769539369556,1797.7769539369556,0.04922585786168915,0.0630649374863164
XB,0.10246399340254948,26.20148648103981,7.9916902123032365,1.3051317818674952,17.732782180334915,17.732782180334915,1.6031144842801068,0.00011279754490817908,0.016266389724036392,131088.78844895642,131088.78844895642,131088.78844895642,131088.78844895642,131088.78844895642,131088.78844895642,0.46343266279282735,131088.78844895642,131088.78844895642,131088.78844895642,135016.11708731114,131088.78844895642,131088.78844895642,131088.78844895642,135016.11708731114,131088.78844895642,131088.78844895642,131088.78844895642,135016.11708731114,0.09563600259786362,131088.78844895642,131088.78844895642,131088.78844895642,135016.11708731114,135016.11708731114,222.45672634326414,222.45672634326414,222.45672634326414,224.6357208879318,224.6357208879318,0.5526711854994262,0.1838094788071269
SSE,0.0007048196093172921,15.534289570720244,14.310201948008554,0.8298207823282007,351.28173092275676,351.28173092275676,16.529711495159034,0.0001404253702243834,0.20084448445214576,407.5163821984959,407.5163821984959,407.5163821984959,407.5163821984959,407.5163821984959,407.5163821984959,23.534766579994553,407.5163821984959,407.5163821984959,407.5163821984959,407.50028026784435,407.5163821984959,407.5163821984959,407.5163821984959,407.50028026784435,407.5163821984959,407.5163821984959,407.5163821984959,407.50028026784435,51.44144324735129,407.5163821984959,407.5163821984959,407.5163821984959,407.50028026784435,407.50028026784435,436.6762805162981,436.6762805162981,436.6762805162981,436.67248258919716,436.67248258919716,0.047832200423458066,0.014105796647289483
RS,0.9976745797418959,0.8769595732051525,0.8163651981202583,0.6040130418676731,-0.9546700606650923,-0.9546700606650923,0.8143830161363268,0.9991084207260974,0.8793271179404594,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,0.5253586838088219,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.99999629674527,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.99999629674527,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.99999629674527,0.051837062911163245,-0.8352058641406344,-0.8352058641406344,-0.8352058641406344,-0.99999629674527,-0.99999629674527,-0.8908372964393405,-0.8908372964393405,-0.8908372964393405,-0.9622297250240234,-0.9622297250240234,0.972633898453495,0.9494868408897376
DH,0.00986271363896718,0.016824388401100558,0.028856807143549497,0.13335264566949195,0.23947330613285941,0.23947330613285941,0.04752515066259609,0.012288132267198023,0.15043751637354524,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.12587876488321484,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.7581088009333561,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.7581088009333561,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.7581088009333561,0.3443645139696653,0.2381998462952542,0.2381998462952542,0.2381998462952542,0.7581088009333561,0.7581088009333561,0.4133675881770126,0.4133675881770126,0.4133675881770126,0.7581556734702494,0.7581556734702494,0.01648388315064751,0.035945820117641594
