,labels_x3_MeanShift_params1,labels_x3_MeanShift_params10,labels_x3_MeanShift_params11,labels_x3_MeanShift_params12,labels_x3_MeanShift_params13,labels_x3_MeanShift_params14,labels_x3_MeanShift_params15,labels_x3_MeanShift_params16,labels_x3_MeanShift_params17,labels_x3_MeanShift_params18,labels_x3_MeanShift_params19,labels_x3_MeanShift_params2,labels_x3_MeanShift_params20,labels_x3_MeanShift_params21,labels_x3_MeanShift_params22,labels_x3_MeanShift_params23,labels_x3_MeanShift_params24,labels_x3_MeanShift_params25,labels_x3_MeanShift_params26,labels_x3_MeanShift_params27,labels_x3_MeanShift_params28,labels_x3_MeanShift_params29,labels_x3_MeanShift_params3,labels_x3_MeanShift_params30,labels_x3_MeanShift_params4,labels_x3_MeanShift_params5,labels_x3_MeanShift_params6,labels_x3_MeanShift_params7,labels_x3_MeanShift_params8,labels_x3_MeanShift_params9
AMI,0.6412861384582462,0.7438469049227753,0.7438469049227753,0.7438469049227753,0.7438469049227753,0.7438469049227753,0.7438469049227753,0.7438469049227753,0.7673567169752548,0.7673567169752548,0.7531907430999203,0.6339376317341449,0.7136957479885975,0.7673567169752548,0.6908620676120935,0.40725807096962957,0.45259737245695636,0.40725807096962957,0.40623913834654884,0.4047359039384534,0.4044140205941395,0.40725807096962957,0.7129216604727855,0.4044140205941395,0.6742998498188439,0.7425413747539983,0.7425413747539983,0.7438469049227753,0.7438469049227753,0.7438469049227753
