,labels_spiral_DBSCAN_params11,labels_spiral_DBSCAN_params16,labels_spiral_DBSCAN_params17,labels_spiral_DBSCAN_params21,labels_spiral_DBSCAN_params22,labels_spiral_DBSCAN_params23,labels_spiral_DBSCAN_params26,labels_spiral_DBSCAN_params27,labels_spiral_DBSCAN_params28,labels_spiral_DBSCAN_params31,labels_spiral_DBSCAN_params32,labels_spiral_DBSCAN_params33,labels_spiral_DBSCAN_params34,labels_spiral_DBSCAN_params36,labels_spiral_DBSCAN_params37,labels_spiral_DBSCAN_params38,labels_spiral_DBSCAN_params39,labels_spiral_DBSCAN_params41,labels_spiral_DBSCAN_params42,labels_spiral_DBSCAN_params43,labels_spiral_DBSCAN_params44
ARI_nn,0.8370582321552857,0.867465612424241,0.9098980782562641,1.0,0.9459545632896551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
