,labels_target_DBSCAN_params1,labels_target_DBSCAN_params11,labels_target_DBSCAN_params12,labels_target_DBSCAN_params13,labels_target_DBSCAN_params16,labels_target_DBSCAN_params17,labels_target_DBSCAN_params18,labels_target_DBSCAN_params21,labels_target_DBSCAN_params22,labels_target_DBSCAN_params23,labels_target_DBSCAN_params24,labels_target_DBSCAN_params26,labels_target_DBSCAN_params27,labels_target_DBSCAN_params28,labels_target_DBSCAN_params29,labels_target_DBSCAN_params31,labels_target_DBSCAN_params32,labels_target_DBSCAN_params33,labels_target_DBSCAN_params34,labels_target_DBSCAN_params36,labels_target_DBSCAN_params37,labels_target_DBSCAN_params38,labels_target_DBSCAN_params39,labels_target_DBSCAN_params40,labels_target_DBSCAN_params41,labels_target_DBSCAN_params42,labels_target_DBSCAN_params43,labels_target_DBSCAN_params44,labels_target_DBSCAN_params45,labels_target_DBSCAN_params46,labels_target_DBSCAN_params47,labels_target_DBSCAN_params48,labels_target_DBSCAN_params49,labels_target_DBSCAN_params50,labels_target_DBSCAN_params51,labels_target_DBSCAN_params6,labels_target_DBSCAN_params7
cSIL,0.9930613983869966,0.9816540674791752,0.6938472903057796,0.9352873959193735,0.8543459248638107,0.8902298911749209,0.9863197126836358,0.6667713604743288,0.0006818290360096069,0.8798732121278641,0.9795158644306244,0.6667713604743288,0.0006818290360096069,0.0008110609585220141,0.9561431782910453,0.6667713604743288,0.0006818290360096069,0.0006818290360096069,0.0006818290360096069,0.6667713604743288,0.0006818290360096069,0.0006818290360096069,0.0006818290360096069,0.9508194576900612,0.6667713604743288,0.0006818290360096069,0.0006818290360096069,0.0006818290360096069,0.30133313753766583,0.6667713604743288,0.0006818290360096069,0.0006818290360096069,0.0006818290360096069,0.0006818290360096069,0.9823022864732527,0.9317304130396418,0.975510376436197
GD43,579.3093361744587,2.6469647520425252,2.9771872175675314,40.170305453768705,2.9640371075188128,3.38553758833915,19.87252562682588,0.03117722607395973,0.03117722607395973,2.3221484947206847,20.75436066810379,0.03117722607395973,0.03117722607395973,0.034030839556687696,13.254861445852711,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,14.541684034179113,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.3774889380547833,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,0.03117722607395973,4.1082032814844505,45.37959290188351,128.7978770886804
GD53,0.1344028727157868,0.002487081928507413,0.002105868815459575,0.13482291011199138,0.009651204427434262,0.017216283126115096,0.04434318602132209,0.0005318311387955114,0.2501704587649448,0.03540033219231772,0.13011309953485029,0.0005318311387955114,0.2501704587649448,0.2491955352643004,0.20908613302635262,0.0005318311387955114,0.2501704587649448,0.2501704587649448,0.2501704587649448,0.0005318311387955114,0.2501704587649448,0.2501704587649448,0.2501704587649448,0.36631443568449934,0.0005318311387955114,0.2501704587649448,0.2501704587649448,0.2501704587649448,0.04377095006772742,0.0005318311387955114,0.2501704587649448,0.2501704587649448,0.2501704587649448,0.2501704587649448,0.001062243570785061,0.03181592081541643,0.15466111618593273
PS,0.703618687758137,-18.064560491268693,-2.156162505709176,-0.748772767416565,-19.13877250754231,-19.092931530945602,0.20814369718659495,-0.9565150816464054,1.8823560639946835,-6.289248450659215,0.5030718121873969,-0.9565150816464054,1.8823560639946835,1.8747611272858227,-1.7393102340235158,-0.9565150816464054,1.8823560639946835,1.8823560639946835,1.8823560639946835,-0.9565150816464054,1.8823560639946835,1.8823560639946835,1.8823560639946835,0.6443576020625412,-0.9565150816464054,1.8823560639946835,1.8823560639946835,1.8823560639946835,0.6601154666517457,-0.9565150816464054,1.8823560639946835,1.8823560639946835,1.8823560639946835,1.8823560639946835,-0.41939456568816214,-28.04031355164481,-4.0410922284760895
rCIP,11.93705194760517,0.027409716097070012,21.92446005522462,22.31112441041811,27.834436545944197,14.493483471061657,3.2747761801910566e-08,0.9164640230389505,0.904059356972628,6.529581615479267,2.8147563707648443e-07,0.9164640230389505,0.904059356972628,0.9051899005504964,0.044453024244011714,0.9164640230389505,0.904059356972628,0.904059356972628,0.904059356972628,0.9164640230389505,0.904059356972628,0.904059356972628,0.904059356972628,2.124278745123794e-06,0.9164640230389505,0.904059356972628,0.904059356972628,0.904059356972628,0.9239341173369935,0.9164640230389505,0.904059356972628,0.904059356972628,0.904059356972628,0.904059356972628,8.306268635833203e-05,526.6097931082033,0.898667870916664
WB,0.007756118760110327,4.615364413226955,10.13606349404164,0.2754487167221795,1.5267133099107988,1.6346636211191024,1.5174431950085991,32.89705296858449,3061.402708345715,1.14424722745286,1.0172020073502965,32.89705296858449,3061.402708345715,2564.6633156103235,0.770813962151094,32.89705296858449,3061.402708345715,3061.402708345715,3061.402708345715,32.89705296858449,3061.402708345715,3061.402708345715,3061.402708345715,0.6344254198951854,32.89705296858449,3061.402708345715,3061.402708345715,3061.402708345715,7.105535262552076,32.89705296858449,3061.402708345715,3061.402708345715,3061.402708345715,3061.402708345715,27.530729193016732,0.1383750775931623,0.06737266399874842
XB,0.032059923552062115,2.1858365003843963,1.9870591843117682,0.14212653440011247,1.1019562680632058,1.1382834562921564,0.041835220741353124,376.0528394229069,381.9933265364262,0.659877562782034,0.038377532561480125,376.0528394229069,381.9933265364262,319.89397261505013,0.09106405105081374,376.0528394229069,381.9933265364262,381.9933265364262,381.9933265364262,376.0528394229069,381.9933265364262,381.9933265364262,381.9933265364262,0.046900293507523394,376.0528394229069,381.9933265364262,381.9933265364262,381.9933265364262,2.4452938380683347,376.0528394229069,381.9933265364262,381.9933265364262,381.9933265364262,381.9933265364262,0.08645782094465562,0.22648600622316856,0.08313251109450882
SSE,0.0003820393873421122,5.393036263287194,4.9885416337943145,0.05075488940522059,8.395066822711229,6.953633430649095,5.55267797350011,127.76889868797095,127.76459876859441,10.37276654823873,5.65755302678957,127.76889868797095,127.76459876859441,126.55405970488367,7.444329367658027,127.76889868797095,127.76459876859441,127.76459876859441,127.76459876859441,127.76889868797095,127.76459876859441,127.76459876859441,127.76459876859441,7.444535380177259,127.76889868797095,127.76459876859441,127.76459876859441,127.76459876859441,89.02189122158346,127.76889868797095,127.76459876859441,127.76459876859441,127.76459876859441,127.76459876859441,127.85236669982073,0.013321632278199498,0.004574406452851129
RS,0.992356858652254,0.7381581279469035,0.2702279355750531,0.7585293773853689,0.4133115697276798,0.4999598521660055,0.5965101021664252,-0.7950228726939162,-1.0795437028339254,0.2544266017956237,0.5831994296052454,-0.7950228726939162,-1.0795437028339254,-1.0875517549884326,0.4704887948298001,-0.7950228726939162,-1.0795437028339254,-1.0795437028339254,-1.0795437028339254,-0.7950228726939162,-1.0795437028339254,-1.0795437028339254,-1.0795437028339254,0.41897286128653705,-0.7950228726939162,-1.0795437028339254,-1.0795437028339254,-1.0795437028339254,-1.2505662847529775,-0.7950228726939162,-1.0795437028339254,-1.0795437028339254,-1.0795437028339254,-1.0795437028339254,0.13302644919586512,0.8888764596734,0.9407170691430748
DH,0.02008547726989597,0.03281894779861282,0.1358351602855759,0.1286993161148903,0.08534323118318025,0.09476022035647165,0.11965357017011341,0.14012718418184564,0.7617772495464168,0.1759093440289989,0.16352102690880793,0.14012718418184564,0.7617772495464168,0.761680668484706,0.1830767229519807,0.14012718418184564,0.7617772495464168,0.7617772495464168,0.7617772495464168,0.14012718418184564,0.7617772495464168,0.7617772495464168,0.7617772495464168,0.251054340498616,0.14012718418184564,0.7617772495464168,0.7617772495464168,0.7617772495464168,0.5858028710778573,0.14012718418184564,0.7617772495464168,0.7617772495464168,0.7617772495464168,0.7617772495464168,0.08184983501659934,0.04346576724695194,0.056530875213066996
