,labels_mk1_HDBSCAN_params1,labels_mk1_HDBSCAN_params10,labels_mk1_HDBSCAN_params11,labels_mk1_HDBSCAN_params12,labels_mk1_HDBSCAN_params13,labels_mk1_HDBSCAN_params14,labels_mk1_HDBSCAN_params15,labels_mk1_HDBSCAN_params16,labels_mk1_HDBSCAN_params17,labels_mk1_HDBSCAN_params18,labels_mk1_HDBSCAN_params19,labels_mk1_HDBSCAN_params2,labels_mk1_HDBSCAN_params20,labels_mk1_HDBSCAN_params21,labels_mk1_HDBSCAN_params22,labels_mk1_HDBSCAN_params23,labels_mk1_HDBSCAN_params24,labels_mk1_HDBSCAN_params25,labels_mk1_HDBSCAN_params26,labels_mk1_HDBSCAN_params27,labels_mk1_HDBSCAN_params28,labels_mk1_HDBSCAN_params29,labels_mk1_HDBSCAN_params3,labels_mk1_HDBSCAN_params30,labels_mk1_HDBSCAN_params31,labels_mk1_HDBSCAN_params32,labels_mk1_HDBSCAN_params33,labels_mk1_HDBSCAN_params34,labels_mk1_HDBSCAN_params35,labels_mk1_HDBSCAN_params36,labels_mk1_HDBSCAN_params37,labels_mk1_HDBSCAN_params38,labels_mk1_HDBSCAN_params39,labels_mk1_HDBSCAN_params4,labels_mk1_HDBSCAN_params40,labels_mk1_HDBSCAN_params41,labels_mk1_HDBSCAN_params42,labels_mk1_HDBSCAN_params43,labels_mk1_HDBSCAN_params44,labels_mk1_HDBSCAN_params45,labels_mk1_HDBSCAN_params46,labels_mk1_HDBSCAN_params47,labels_mk1_HDBSCAN_params48,labels_mk1_HDBSCAN_params49,labels_mk1_HDBSCAN_params5,labels_mk1_HDBSCAN_params50,labels_mk1_HDBSCAN_params51,labels_mk1_HDBSCAN_params52,labels_mk1_HDBSCAN_params53,labels_mk1_HDBSCAN_params54,labels_mk1_HDBSCAN_params55,labels_mk1_HDBSCAN_params56,labels_mk1_HDBSCAN_params57,labels_mk1_HDBSCAN_params58,labels_mk1_HDBSCAN_params59,labels_mk1_HDBSCAN_params6,labels_mk1_HDBSCAN_params60,labels_mk1_HDBSCAN_params61,labels_mk1_HDBSCAN_params62,labels_mk1_HDBSCAN_params63,labels_mk1_HDBSCAN_params7,labels_mk1_HDBSCAN_params8,labels_mk1_HDBSCAN_params9
cSIL,0.9449322552490714,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.8710065633469846,0.8710065633469846,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.9449322552490714,0.8682389252620613,0.8682389252620613,0.9449322552490714,0.9449322552490714,0.9449322552490714,0.9449322552490714,0.8671278189867071,0.8671278189867071,0.8671278189867071,0.9484997411555968,0.9449322552490714,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.8710065633469846,0.8710065633469846,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.9449322552490714,0.9500846184044903,0.8682389252620613,0.8682389252620613,0.9449322552490714,0.9449322552490714,0.9449322552490714,0.9449322552490714,0.8671278189867071,0.8671278189867071,0.8671278189867071,0.8671278189867071,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.9484997411555968,0.8710065633469846,0.8710065633469846,0.9500846184044903,0.9500846184044903,0.9500846184044903,0.8671278189867071,0.9500846184044903,0.9500846184044903,0.8682389252620613,0.8682389252620613,0.8671278189867071,0.9484997411555968,0.9484997411555968
GD43,6.951353596055218,7.365084290384065,7.365084290384065,7.365084290384065,1.8260306901763792,1.8260306901763792,7.066673747380407,7.066673747380407,7.066673747380407,7.066673747380407,7.066673747380407,6.951353596055218,1.8023856975935546,1.8023856975935546,6.951353596055218,6.951353596055218,6.951353596055218,6.951353596055218,1.7878462461914526,1.7878462461914526,1.7878462461914526,7.365084290384065,6.951353596055218,7.365084290384065,7.365084290384065,7.365084290384065,7.365084290384065,1.8260306901763792,1.8260306901763792,7.066673747380407,7.066673747380407,7.066673747380407,7.066673747380407,6.951353596055218,7.066673747380407,1.8023856975935546,1.8023856975935546,6.951353596055218,6.951353596055218,6.951353596055218,6.951353596055218,1.7878462461914526,1.7878462461914526,1.7878462461914526,1.7878462461914526,7.365084290384065,7.365084290384065,7.365084290384065,7.365084290384065,7.365084290384065,1.8260306901763792,1.8260306901763792,7.066673747380407,7.066673747380407,7.066673747380407,1.7878462461914526,7.066673747380407,7.066673747380407,1.8023856975935546,1.8023856975935546,1.7878462461914526,7.365084290384065,7.365084290384065
GD53,0.45550899003142437,0.44684983217956,0.44684983217956,0.44684983217956,0.3705343478887348,0.3705343478887348,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.45550899003142437,0.3701886027045329,0.3701886027045329,0.45550899003142437,0.45550899003142437,0.45550899003142437,0.45550899003142437,0.37082725949664014,0.37082725949664014,0.37082725949664014,0.44684983217956,0.45550899003142437,0.44684983217956,0.44684983217956,0.44684983217956,0.44684983217956,0.3705343478887348,0.3705343478887348,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.45550899003142437,0.3972029967851904,0.3701886027045329,0.3701886027045329,0.45550899003142437,0.45550899003142437,0.45550899003142437,0.45550899003142437,0.37082725949664014,0.37082725949664014,0.37082725949664014,0.37082725949664014,0.44684983217956,0.44684983217956,0.44684983217956,0.44684983217956,0.44684983217956,0.3705343478887348,0.3705343478887348,0.3972029967851904,0.3972029967851904,0.3972029967851904,0.37082725949664014,0.3972029967851904,0.3972029967851904,0.3701886027045329,0.3701886027045329,0.37082725949664014,0.44684983217956,0.44684983217956
PS,2.6452515039485354,2.5965953237240607,2.5965953237240607,2.5965953237240607,1.4482172070710164,1.4482172070710164,2.4990243214109427,2.4990243214109427,2.4990243214109427,2.4990243214109427,2.4990243214109427,2.6452515039485354,1.455754509024562,1.455754509024562,2.6452515039485354,2.6452515039485354,2.6452515039485354,2.6452515039485354,1.4558310337803206,1.4558310337803206,1.4558310337803206,2.5965953237240607,2.6452515039485354,2.5965953237240607,2.5965953237240607,2.5965953237240607,2.5965953237240607,1.4482172070710164,1.4482172070710164,2.4990243214109427,2.4990243214109427,2.4990243214109427,2.4990243214109427,2.6452515039485354,2.4990243214109427,1.455754509024562,1.455754509024562,2.6452515039485354,2.6452515039485354,2.6452515039485354,2.6452515039485354,1.4558310337803206,1.4558310337803206,1.4558310337803206,1.4558310337803206,2.5965953237240607,2.5965953237240607,2.5965953237240607,2.5965953237240607,2.5965953237240607,1.4482172070710164,1.4482172070710164,2.4990243214109427,2.4990243214109427,2.4990243214109427,1.4558310337803206,2.4990243214109427,2.4990243214109427,1.455754509024562,1.455754509024562,1.4558310337803206,2.5965953237240607,2.5965953237240607
rCIP,0.0014610431212425444,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,2.584227461033826e-05,2.584227461033826e-05,0.000499231213509533,0.000499231213509533,0.000499231213509533,0.000499231213509533,0.000499231213509533,0.0014610431212425444,3.616650743358681e-05,3.616650743358681e-05,0.0014610431212425444,0.0014610431212425444,0.0014610431212425444,0.0014610431212425444,3.723917168689322e-05,3.723917168689322e-05,3.723917168689322e-05,0.0008154308624723555,0.0014610431212425444,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,2.584227461033826e-05,2.584227461033826e-05,0.000499231213509533,0.000499231213509533,0.000499231213509533,0.000499231213509533,0.0014610431212425444,0.000499231213509533,3.616650743358681e-05,3.616650743358681e-05,0.0014610431212425444,0.0014610431212425444,0.0014610431212425444,0.0014610431212425444,3.723917168689322e-05,3.723917168689322e-05,3.723917168689322e-05,3.723917168689322e-05,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,0.0008154308624723555,2.584227461033826e-05,2.584227461033826e-05,0.000499231213509533,0.000499231213509533,0.000499231213509533,3.723917168689322e-05,0.000499231213509533,0.000499231213509533,3.616650743358681e-05,3.616650743358681e-05,3.723917168689322e-05,0.0008154308624723555,0.0008154308624723555
WB,0.42066797304168946,0.3891721392324371,0.3891721392324371,0.3891721392324371,1.5484103935140567,1.5484103935140567,0.382720529568073,0.382720529568073,0.382720529568073,0.382720529568073,0.382720529568073,0.42066797304168946,1.5687618148067832,1.5687618148067832,0.42066797304168946,0.42066797304168946,0.42066797304168946,0.42066797304168946,1.5820715096387972,1.5820715096387972,1.5820715096387972,0.3891721392324371,0.42066797304168946,0.3891721392324371,0.3891721392324371,0.3891721392324371,0.3891721392324371,1.5484103935140567,1.5484103935140567,0.382720529568073,0.382720529568073,0.382720529568073,0.382720529568073,0.42066797304168946,0.382720529568073,1.5687618148067832,1.5687618148067832,0.42066797304168946,0.42066797304168946,0.42066797304168946,0.42066797304168946,1.5820715096387972,1.5820715096387972,1.5820715096387972,1.5820715096387972,0.3891721392324371,0.3891721392324371,0.3891721392324371,0.3891721392324371,0.3891721392324371,1.5484103935140567,1.5484103935140567,0.382720529568073,0.382720529568073,0.382720529568073,1.5820715096387972,0.382720529568073,0.382720529568073,1.5687618148067832,1.5687618148067832,1.5820715096387972,0.3891721392324371,0.3891721392324371
XB,0.06765308583008786,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.17025420403486505,0.17025420403486505,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.06765308583008786,0.17340847285357266,0.17340847285357266,0.06765308583008786,0.06765308583008786,0.06765308583008786,0.06765308583008786,0.17488894886562495,0.17488894886562495,0.17488894886562495,0.06347707066997747,0.06765308583008786,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.17025420403486505,0.17025420403486505,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.06765308583008786,0.06207955654308443,0.17340847285357266,0.17340847285357266,0.06765308583008786,0.06765308583008786,0.06765308583008786,0.06765308583008786,0.17488894886562495,0.17488894886562495,0.17488894886562495,0.17488894886562495,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.06347707066997747,0.17025420403486505,0.17025420403486505,0.06207955654308443,0.06207955654308443,0.06207955654308443,0.17488894886562495,0.06207955654308443,0.06207955654308443,0.17340847285357266,0.17340847285357266,0.17488894886562495,0.06347707066997747,0.06347707066997747
SSE,19.451175173480422,17.41477029012779,17.41477029012779,17.41477029012779,71.10338653013301,71.10338653013301,16.41467237040758,16.41467237040758,16.41467237040758,16.41467237040758,16.41467237040758,19.451175173480422,71.5200219630384,71.5200219630384,19.451175173480422,19.451175173480422,19.451175173480422,19.451175173480422,73.05955978517012,73.05955978517012,73.05955978517012,17.41477029012779,19.451175173480422,17.41477029012779,17.41477029012779,17.41477029012779,17.41477029012779,71.10338653013301,71.10338653013301,16.41467237040758,16.41467237040758,16.41467237040758,16.41467237040758,19.451175173480422,16.41467237040758,71.5200219630384,71.5200219630384,19.451175173480422,19.451175173480422,19.451175173480422,19.451175173480422,73.05955978517012,73.05955978517012,73.05955978517012,73.05955978517012,17.41477029012779,17.41477029012779,17.41477029012779,17.41477029012779,17.41477029012779,71.10338653013301,71.10338653013301,16.41467237040758,16.41467237040758,16.41467237040758,73.05955978517012,16.41467237040758,16.41467237040758,71.5200219630384,71.5200219630384,73.05955978517012,17.41477029012779,17.41477029012779
RS,0.6316453056563761,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.2892624354039497,0.2892624354039497,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.6316453056563761,0.2797492123480932,0.2797492123480932,0.6316453056563761,0.6316453056563761,0.6316453056563761,0.6316453056563761,0.27522964104598596,0.27522964104598596,0.27522964104598596,0.6560939112185316,0.6316453056563761,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.2892624354039497,0.2892624354039497,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.6316453056563761,0.6628611399866077,0.2797492123480932,0.2797492123480932,0.6316453056563761,0.6316453056563761,0.6316453056563761,0.6316453056563761,0.27522964104598596,0.27522964104598596,0.27522964104598596,0.27522964104598596,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.6560939112185316,0.2892624354039497,0.2892624354039497,0.6628611399866077,0.6628611399866077,0.6628611399866077,0.27522964104598596,0.6628611399866077,0.6628611399866077,0.2797492123480932,0.2797492123480932,0.27522964104598596,0.6560939112185316,0.6560939112185316
DH,0.2675627191704044,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.38524659597464617,0.38524659597464617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.2675627191704044,0.3890699098920204,0.3890699098920204,0.2675627191704044,0.2675627191704044,0.2675627191704044,0.2675627191704044,0.3912639051941137,0.3912639051941137,0.3912639051941137,0.2581831899740882,0.2675627191704044,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.38524659597464617,0.38524659597464617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.2675627191704044,0.2550549326916617,0.3890699098920204,0.3890699098920204,0.2675627191704044,0.2675627191704044,0.2675627191704044,0.2675627191704044,0.3912639051941137,0.3912639051941137,0.3912639051941137,0.3912639051941137,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.2581831899740882,0.38524659597464617,0.38524659597464617,0.2550549326916617,0.2550549326916617,0.2550549326916617,0.3912639051941137,0.2550549326916617,0.2550549326916617,0.3890699098920204,0.3890699098920204,0.3912639051941137,0.2581831899740882,0.2581831899740882
