,labels_zigzag_noisy_DBSCAN_params11,labels_zigzag_noisy_DBSCAN_params16,labels_zigzag_noisy_DBSCAN_params17,labels_zigzag_noisy_DBSCAN_params18,labels_zigzag_noisy_DBSCAN_params21,labels_zigzag_noisy_DBSCAN_params22,labels_zigzag_noisy_DBSCAN_params23,labels_zigzag_noisy_DBSCAN_params24,labels_zigzag_noisy_DBSCAN_params26,labels_zigzag_noisy_DBSCAN_params27,labels_zigzag_noisy_DBSCAN_params28,labels_zigzag_noisy_DBSCAN_params29,labels_zigzag_noisy_DBSCAN_params31,labels_zigzag_noisy_DBSCAN_params32,labels_zigzag_noisy_DBSCAN_params33,labels_zigzag_noisy_DBSCAN_params34,labels_zigzag_noisy_DBSCAN_params38,labels_zigzag_noisy_DBSCAN_params39,labels_zigzag_noisy_DBSCAN_params40,labels_zigzag_noisy_DBSCAN_params44,labels_zigzag_noisy_DBSCAN_params45,labels_zigzag_noisy_DBSCAN_params49,labels_zigzag_noisy_DBSCAN_params50,labels_zigzag_noisy_DBSCAN_params6
B,0.001346499229899115,0.00820452007884492,0.018877748275869122,0.009212371651158457,0.011534692241893173,0.012333932865848742,0.01303375654745431,0.009471421724423555,0.05482625250585506,0.0328157724361739,0.013537405091197675,0.012846486056959188,0.5245268678501419,1.1974567301771815,0.027965918071424057,0.015416048460729508,0.8010748522824708,0.026753345918158474,0.016843156863328455,0.212470204016778,0.023048548085144154,0.29429797936321245,0.11049818080911357,6.90170855795442e-05
BH,0.0023529539367957864,0.033921667827251485,0.24998531767945972,0.2567598299313585,0.07134299070151233,0.07421896522467497,0.42135567930458273,0.28063753944704695,0.8232824958733733,0.2928210301014321,0.3224833862231638,0.4151077506387388,73.94030350430113,37.55942287768435,0.38166208244806027,0.5229895596203931,45.44742545295929,0.6220667083124322,0.578405842131417,7.662260410626267,0.8401388805117325,13.849299039405793,5.053711241949314,6.148767224661648e-05
D,0.21018944788432553,0.19667075461689068,1.2083991185792065,3.6096044401374936,0.1780410807931433,0.31764925421146545,2.7379389596186843,3.6184351313960565,0.15133539519251743,0.23825705454533186,1.517166494030714,2.7365495850032135,0.345430661488591,0.13356521506779487,0.3484127369823157,2.2714359628118714,0.2039316451204735,0.9161859754201203,2.0810885179285137,0.33776399129218293,1.6443335430811765,0.31339952854149894,0.7043502003352079,4.66001527514122
H,1.3531063214941825,1.1777059047509977,0.04561174569097159,0.008926794695937245,1.697851743777439,0.8799325255345016,0.012694567442395121,0.00917816480851558,1.1362904353594743,1.3727505917112341,0.02991964383506933,0.012509411784180654,0.34366012342925145,0.7378143599321119,0.7830596126414684,0.015015272733602786,0.5702288327871281,0.13525553958668698,0.01639983012528575,0.29786699676137113,0.022358229952814612,0.386274740850733,0.10275584134096244,0.017718392051241247
DBCV,0.5334190014453215,0.9378322601133848,0.9884800148037112,0.9973736219144775,0.8000188168319634,0.8636676859345152,0.9949246663643698,0.9974986011432032,0.6187565242981963,0.6469311624107633,0.9817877540040998,0.9953862878056182,-0.5299845054945965,0.7289711525502681,0.7681614224696955,0.9917087837367085,-0.4422399629709107,0.9327150539375152,0.9800173218419572,0.5533869718507544,0.975601311520215,-0.39993095122735356,0.5711463178837887,0.9999999997648623
I,23.430011851479797,1.2950800219664287,8.322351570188028,22.787105529630054,0.9895050692553865,1.618152750237288,16.906908878878777,21.972942995637368,0.9606655152318431,0.7769387655119022,10.160698595553814,17.047994494963273,0.25536746522276993,0.27294247765115504,1.9829300402792376,14.753430527479837,0.3251505369725507,4.941893261251233,13.615483280908483,0.5711950629756254,11.200560771890538,0.43119186142858523,2.7099452511800135,2325.172493227326
C,0.00533883382341077,0.006494587369370733,1.1988606928684038e-17,-1.4820309742276507e-17,0.006447395487327233,0.004498455735454133,2.2243045285367353e-17,1.3219024950674249e-17,0.01613111010435514,0.009999985750808172,0.0,2.2238076573692938e-17,0.45040882273541943,0.45367033009554497,0.005961080915206232,0.0,0.20414169409644478,0.0003254621654792816,1.973601018774284e-17,0.0549615241786831,0.0,0.0876153200058937,0.010958734602275824,0.0
CDbw,126.80109739935395,17.57171698905102,11.738055321518333,4.714738953379298,3.6575843382378466,6.0817497309506425,2.459784292425622,3.809425285070364,0.8161932879622146,1.8162346992705827,3.792376651234754,2.326713815343823,1.1153370167803767,0.4120891671237179,1.7621632728663663,1.2977090205803667,0.04097595508826696,1.0268649365985631,0.7242183206701285,0.06964950434479183,0.4514320743100653,0.05199940519958732,0.13452908302547914,674.5268619966567
VIASCKDE,0.36587178800249803,0.5700560947443223,0.7244392407896051,0.7183151969265843,0.5776614599671124,0.6145535036841545,0.7509045884852236,0.7007721982222098,0.6469592599604812,0.6367949623099713,0.7457757696708709,0.7554147964659026,0.5027569329530761,0.6512939628299792,0.6861284617001234,0.8017010471539506,0.491441365653208,0.7450435221464599,0.7917398895610919,0.6020725110149783,0.7615763269633814,0.5510492086068729,0.6357909103140852,0.39199764497017
COP,0.24893773710973252,0.1625723337572508,0.12704925698022473,0.19303620201284827,0.13449756602808438,0.14450112944617252,0.19244464111388596,0.174333699868667,0.13042725107510716,0.12903463858832695,0.12108645324905742,0.19082330529729113,0.24418734741361053,0.19380323882318976,0.11965022286294166,0.17096587707062594,0.2279296264911445,0.12845386469379502,0.2002337256888069,0.2030594811518492,0.15846420933424984,0.2036890292704666,0.15611431942645698,0.23220922488789095
Sym,11.566042951701185,0.43127301581218547,2.424517375776742,5.398848991955421,0.20815985689729,0.36331742657757626,3.3014097875458903,4.792354748006723,0.11075941521936311,0.11617324695824996,2.0948972605357596,3.41663069376066,0.06422718830065728,0.05620608590388269,0.21459221964096561,2.3274646853940895,0.020342616918126204,0.4385270921798839,1.7453710269591614,0.05780163243949269,0.9488929838956294,0.02998171464413709,0.1992437765480686,2436.766543977649
CS,0.20643432358562513,0.3960500253319612,0.29234181330511183,0.1710890002105604,0.6004827058947521,0.4537910461599405,0.22437747246821516,0.1764616586139763,0.8267115367930301,0.7212626647922086,0.2579207393399676,0.22351842854180887,1.024849082123929,1.5309976559492928,0.6861041348650071,0.24955790504049216,1.6647938277167325,0.5034535457664573,0.2552903221577452,0.8878568520276904,0.33540629403073297,1.0023170843372649,0.5984107960934033,0.0208827325161444
SF,0.5829692206196453,0.36921004367501975,0.6055459534011685,0.6418858020837007,0.2340046312849673,0.33008357733075666,0.6334618024245959,0.6410143241530352,0.21885768010370188,0.2244165770292883,0.5942752214438933,0.6337318102598155,0.3851325620508739,0.3429415264083844,0.33100459550092487,0.629194027673445,0.32292154042321086,0.5017855733768799,0.6265537800716461,0.40360173845984615,0.61943983279485,0.337700481539411,0.5443096993084018,0.6638668341093543
SD,6216.117725265121,4094.930171920445,8730.07622244943,8476.084357357917,11306.70891919897,9508.938989119317,13395.789236738334,8688.895026000071,82906.84409797333,34752.488614584305,10158.871505516188,13085.591093634417,566521.7058615375,478593.64167474525,33836.5560665336,15865.84881991447,810438.6327041206,22963.827966502166,14803.431449977139,173074.67198638245,21246.248255935065,272559.0798059529,161618.85858330748,885.437807469696
SDbw,0.36045794338904563,0.07191976237149136,0.026329491483336024,0.020409387681885483,0.08046356919677639,0.062240373872045715,0.029394932110593075,0.020501050343571206,0.23493920500397264,0.15981623483015725,0.02190777899758719,0.028682878086006506,1.3283256582770715,1.457880047090788,0.12365870881886602,0.03249594754448587,1.7303219456629761,0.06671586199476043,0.032391263161350894,0.6932155753832773,0.04334065336842005,1.0417256324544615,0.4636821464520843,0.6667181143742216
XB*,1.2910526752712552,1.342864110191306,0.03551952788285952,0.005237530521386327,0.6882386651124244,0.2483384867851215,0.006450947126415928,0.0052470895772358,0.7144658558087956,0.7923636769409067,0.017268438862905938,0.006453959520059243,0.5156016272928,2.0280695344549895,0.29291965554467747,0.007838700218569417,0.409666876045458,0.04697904149422379,0.008580111350743986,0.2390404817595458,0.012191997272486526,0.23106439289156547,0.06239575901138617,0.010523910048063637
S,0.45646328560211374,0.7149539066201364,0.8315058141519626,0.9162440556902895,0.61128749746824,0.6939513052451562,0.9011628240813281,0.9144917686200644,0.568351876705225,0.5615724799863986,0.8725578433891573,0.9015729659827713,0.15971006088547707,0.09718151715176454,0.6360564070975295,0.892863441621989,0.3783198714544693,0.780211451256134,0.8879452346395084,0.5733417809612646,0.8737376292208185,0.4929637900243906,0.727184519974974,0.8928874002686558
DB,0.5751767869169077,0.38287527105891495,0.18556178765909528,0.12083803178324548,0.4814508449922779,0.3999032679380361,0.14032679577606036,0.12261263953092114,0.6352405126568262,0.5316332192788874,0.17591524750186013,0.1396533327199285,0.7286643105958447,1.448094014640836,0.5135768481367752,0.15038825224552135,1.1757269386395015,0.3326066028851026,0.15618396566036888,0.583771059867916,0.17379392726617474,0.7198057453174996,0.35553864970282784,0.12302460652362428
CH,3689.612443595152,702.0571888609696,2115.2279268488705,4662.5901711327615,724.3562999914802,806.2882118124181,3833.124841000694,4775.006638831101,463.9366455815799,507.314533455823,2346.7472427102434,3889.0024690088903,5.778188805410573,44.66215689662035,747.7015553932824,3404.924237747986,181.64055501771006,1313.0143646358836,3175.8093483232883,335.3918329474822,2428.10509765736,299.01427178087346,678.4317578530187,43467.4975740958
AD-S,0.5095472598773079,0.8272482123832381,0.9484244097853721,0.9733123101376777,0.667647884775528,0.739854711799544,0.966976064108836,0.9725898315589782,0.5561315573810972,0.5683520319435151,0.958670551603483,0.9671379563829787,0.1965806039995521,0.33403764757165194,0.6494103031527262,0.9604569174673111,0.07895784939315195,0.8672524443679226,0.9552575082308312,0.4133576627841023,0.9456183433132909,-0.022861025705430593,0.823170523688689,0.9255167841081029
AD-DB,0.8109546338894585,0.5540420676924841,0.10665325986132007,0.05333570552150439,0.9729447144440931,0.7461108970929589,0.06609308674539707,0.054683604522566154,1.1023867367333247,1.1057085694328836,0.10471588724321255,0.06571303922683366,1.1251433786861105,1.119727759119329,0.88499970753163,0.07911452878209731,1.7206854203842767,0.30147063605204044,0.08954528668387779,1.2054698265260297,0.10874027879215005,1.6860163679774363,0.3523479761807965,0.15005478276927423
AD-CH,202.8503188065072,106.49373011030043,1097.1058354388235,1588.4965820295372,103.73335463651638,107.2921024402225,1540.860453025163,1588.881095957798,120.96238346628495,79.0040091809869,875.0879829075591,1648.0498269679479,3.7084641839949555,85.75031295525619,123.0247500366063,1429.374808438077,300.67825103231934,484.3750676095803,1436.37829933075,189.4284771363863,1170.1229224827414,148.32783416489931,613.452446830255,277.37295381579565
AD-idea,7027.057816211532,757375661.4090637,3207.4233311596668,1407.5649894511955,30360873.86476638,788278.019536801,909.895111406873,1340.4359337061787,3345.87115024558,39161.139003222874,9894.831012291226,919.4382255386944,1.356012685180824,18.295677751022417,15241.018828134009,639.975522501385,1.2076438453186207,2244.568706759582,498.43737520224016,12.898800075650138,336.6712729929334,1.0960220534309602,32.34536979381035,3137.3613610143925
