,labels_flame_DBSCAN_params21,labels_flame_DBSCAN_params26,labels_flame_DBSCAN_params27,labels_flame_DBSCAN_params33,labels_flame_DBSCAN_params38,labels_flame_DBSCAN_params44
FMI,0.6581141838623366,0.4649654022915013,0.4616522313322033,0.6244512365066525,0.9737474513547367,0.7436955648478337
