,labels_a2_DBSCAN_params13,labels_a2_DBSCAN_params14,labels_a2_DBSCAN_params15,labels_a2_DBSCAN_params16,labels_a2_DBSCAN_params17,labels_a2_DBSCAN_params18,labels_a2_DBSCAN_params19,labels_a2_DBSCAN_params20,labels_a2_DBSCAN_params23,labels_a2_DBSCAN_params24,labels_a2_DBSCAN_params5,labels_a2_DBSCAN_params9
VMI,0.7602680973581303,0.5238848313744717,0.20894471642001805,0.015305699318182861,0.7361948456526327,0.8640863433737588,0.8727891787353953,0.8914436492270811,0.18098086944950872,0.18098086944950872,0.011703964069577837,0.25074259509828173
