,labels_ionosphere_MeanShift_params10,labels_ionosphere_MeanShift_params12,labels_ionosphere_MeanShift_params14,labels_ionosphere_MeanShift_params16,labels_ionosphere_MeanShift_params18,labels_ionosphere_MeanShift_params2,labels_ionosphere_MeanShift_params20,labels_ionosphere_MeanShift_params22,labels_ionosphere_MeanShift_params24,labels_ionosphere_MeanShift_params26,labels_ionosphere_MeanShift_params28,labels_ionosphere_MeanShift_params30,labels_ionosphere_MeanShift_params32,labels_ionosphere_MeanShift_params4,labels_ionosphere_MeanShift_params6,labels_ionosphere_MeanShift_params8
BARI,0.3116448129638309,0.23305595507939184,0.3181751632408764,0.3116448129638309,0.19751838811419206,0.26840692698108637,0.205947653733373,0.24769155548437458,0.19959495134957023,0.21934328414675175,0.16128329377602094,0.20605823357038433,0.15510592203115955,0.2866287037531281,0.30528988127329787,0.3181751632408764
