,labels_wine_MeanShift_params1,labels_wine_MeanShift_params10,labels_wine_MeanShift_params11,labels_wine_MeanShift_params12,labels_wine_MeanShift_params13,labels_wine_MeanShift_params14,labels_wine_MeanShift_params15,labels_wine_MeanShift_params16,labels_wine_MeanShift_params17,labels_wine_MeanShift_params18,labels_wine_MeanShift_params2,labels_wine_MeanShift_params21,labels_wine_MeanShift_params22,labels_wine_MeanShift_params25,labels_wine_MeanShift_params26,labels_wine_MeanShift_params3,labels_wine_MeanShift_params4,labels_wine_MeanShift_params5,labels_wine_MeanShift_params6,labels_wine_MeanShift_params7,labels_wine_MeanShift_params8,labels_wine_MeanShift_params9
VMI,0.7429437546839465,0.48281652698964983,0.48950719238854723,0.48281652698964983,0.5599249361074548,0.5128941428954875,0.5023791711201566,0.48281652698964983,0.4934107511379643,0.48981437660527527,0.7222691082617474,0.4934107511379643,0.48981437660527527,0.4934107511379643,0.48981437660527527,0.8304693667283605,0.7674241597284831,0.5703332893927953,0.49767800063530926,0.5599249361074548,0.5128941428954875,0.5023791711201566
