,labels_mk1_KMeans_params1,labels_mk1_KMeans_params10,labels_mk1_KMeans_params11,labels_mk1_KMeans_params12,labels_mk1_KMeans_params13,labels_mk1_KMeans_params14,labels_mk1_KMeans_params15,labels_mk1_KMeans_params16,labels_mk1_KMeans_params17,labels_mk1_KMeans_params18,labels_mk1_KMeans_params19,labels_mk1_KMeans_params2,labels_mk1_KMeans_params20,labels_mk1_KMeans_params21,labels_mk1_KMeans_params22,labels_mk1_KMeans_params23,labels_mk1_KMeans_params24,labels_mk1_KMeans_params25,labels_mk1_KMeans_params26,labels_mk1_KMeans_params27,labels_mk1_KMeans_params28,labels_mk1_KMeans_params29,labels_mk1_KMeans_params3,labels_mk1_KMeans_params30,labels_mk1_KMeans_params31,labels_mk1_KMeans_params32,labels_mk1_KMeans_params33,labels_mk1_KMeans_params34,labels_mk1_KMeans_params35,labels_mk1_KMeans_params36,labels_mk1_KMeans_params37,labels_mk1_KMeans_params38,labels_mk1_KMeans_params39,labels_mk1_KMeans_params4,labels_mk1_KMeans_params40,labels_mk1_KMeans_params41,labels_mk1_KMeans_params42,labels_mk1_KMeans_params43,labels_mk1_KMeans_params44,labels_mk1_KMeans_params45,labels_mk1_KMeans_params46,labels_mk1_KMeans_params47,labels_mk1_KMeans_params48,labels_mk1_KMeans_params49,labels_mk1_KMeans_params5,labels_mk1_KMeans_params50,labels_mk1_KMeans_params51,labels_mk1_KMeans_params52,labels_mk1_KMeans_params53,labels_mk1_KMeans_params54,labels_mk1_KMeans_params55,labels_mk1_KMeans_params56,labels_mk1_KMeans_params57,labels_mk1_KMeans_params58,labels_mk1_KMeans_params59,labels_mk1_KMeans_params6,labels_mk1_KMeans_params60,labels_mk1_KMeans_params61,labels_mk1_KMeans_params62,labels_mk1_KMeans_params63,labels_mk1_KMeans_params64,labels_mk1_KMeans_params65,labels_mk1_KMeans_params66,labels_mk1_KMeans_params67,labels_mk1_KMeans_params68,labels_mk1_KMeans_params69,labels_mk1_KMeans_params7,labels_mk1_KMeans_params70,labels_mk1_KMeans_params71,labels_mk1_KMeans_params72,labels_mk1_KMeans_params8,labels_mk1_KMeans_params9
cSIL,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.8617056098046509,0.9378442013951099,0.8617056098046509,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.8617056098046509,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.9378442013951099,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8617056098046509,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8617056098046509,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.8418238218919893,0.7763331092513676,0.7763331092513676,0.7726701056288896,0.7726701056288896,0.7726701056288896,0.8617056098046509,0.7726701056288896,0.7763331092513676,0.7763331092513676,0.7726701056288896,0.7726701056288896,0.7726701056288896,0.7726701056288896,0.7763331092513676,0.7763331092513676,0.7726701056288896,0.8617056098046509,0.7726701056288896,0.7726701056288896,0.7726701056288896,0.8617056098046509,0.8617056098046509
GD43,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,1.7492573033998813,6.307234825589055,1.7492573033998813,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,1.7492573033998813,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,6.307234825589055,2.5809516618055395,2.5809516618055395,2.5809516618055395,1.7492573033998813,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,1.7492573033998813,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.5809516618055395,2.302375711603232,2.302375711603232,2.3517627642390098,2.3517627642390098,2.3517627642390098,1.7492573033998813,2.3517627642390098,2.302375711603232,2.302375711603232,2.3517627642390098,2.3517627642390098,2.3517627642390098,2.3517627642390098,2.302375711603232,2.302375711603232,2.3517627642390098,1.7492573033998813,2.3517627642390098,2.3517627642390098,2.3517627642390098,1.7492573033998813,1.7492573033998813
GD53,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.3733258684741977,0.4732097702507078,0.3733258684741977,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.3733258684741977,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.4732097702507078,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.3733258684741977,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.3733258684741977,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31737090553519237,0.31650802135755746,0.31650802135755746,0.30199506761398165,0.30199506761398165,0.30199506761398165,0.3733258684741977,0.30199506761398165,0.31650802135755746,0.31650802135755746,0.30199506761398165,0.30199506761398165,0.30199506761398165,0.30199506761398165,0.31650802135755746,0.31650802135755746,0.30199506761398165,0.3733258684741977,0.30199506761398165,0.30199506761398165,0.30199506761398165,0.3733258684741977,0.3733258684741977
PS,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,1.4633687222225316,2.675541512449863,1.4633687222225316,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,1.4633687222225316,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,2.675541512449863,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.4633687222225316,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.4633687222225316,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,1.3624729117643433,0.004376672612602106,0.004376672612602106,-0.04768441029909842,-0.04768441029909842,-0.04768441029909842,1.4633687222225316,-0.04768441029909842,0.004376672612602106,0.004376672612602106,-0.04768441029909842,-0.04768441029909842,-0.04768441029909842,-0.04768441029909842,0.004376672612602106,0.004376672612602106,-0.04768441029909842,1.4633687222225316,-0.04768441029909842,-0.04768441029909842,-0.04768441029909842,1.4633687222225316,1.4633687222225316
rCIP,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,6.771178163898676e-05,0.0040697978665455645,6.771178163898676e-05,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,6.771178163898676e-05,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.0040697978665455645,0.45494095126741696,0.45494095126741696,0.45494095126741696,6.771178163898676e-05,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,6.771178163898676e-05,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.45494095126741696,0.9039916781914598,0.9039916781914598,0.9179735060561509,0.9179735060561509,0.9179735060561509,6.771178163898676e-05,0.9179735060561509,0.9039916781914598,0.9039916781914598,0.9179735060561509,0.9179735060561509,0.9179735060561509,0.9179735060561509,0.9039916781914598,0.9039916781914598,0.9179735060561509,6.771178163898676e-05,0.9179735060561509,0.9179735060561509,0.9179735060561509,6.771178163898676e-05,6.771178163898676e-05
WB,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,1.6333584334118187,0.48697822085939935,1.6333584334118187,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,1.6333584334118187,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.48697822085939935,0.5425400283761574,0.5425400283761574,0.5425400283761574,1.6333584334118187,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,1.6333584334118187,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5425400283761574,0.5699253529845469,0.5699253529845469,0.5682652279725651,0.5682652279725651,0.5682652279725651,1.6333584334118187,0.5682652279725651,0.5699253529845469,0.5699253529845469,0.5682652279725651,0.5682652279725651,0.5682652279725651,0.5682652279725651,0.5699253529845469,0.5699253529845469,0.5682652279725651,1.6333584334118187,0.5682652279725651,0.5682652279725651,0.5682652279725651,1.6333584334118187,1.6333584334118187
XB,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.18148427037909093,0.0750020115913483,0.18148427037909093,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.18148427037909093,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.0750020115913483,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.18148427037909093,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.18148427037909093,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4231989454239028,0.4806015347235449,0.4806015347235449,0.4594233782001428,0.4594233782001428,0.4594233782001428,0.18148427037909093,0.4594233782001428,0.4806015347235449,0.4806015347235449,0.4594233782001428,0.4594233782001428,0.4594233782001428,0.4594233782001428,0.4806015347235449,0.4806015347235449,0.4594233782001428,0.18148427037909093,0.4594233782001428,0.4594233782001428,0.4594233782001428,0.18148427037909093,0.18148427037909093
SSE,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,75.29238276852594,23.390423735801946,75.29238276852594,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,75.29238276852594,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,23.390423735801946,20.003721912162398,20.003721912162398,20.003721912162398,75.29238276852594,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,75.29238276852594,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,20.003721912162398,17.1374573757951,17.1374573757951,17.092632479395913,17.092632479395913,17.092632479395913,75.29238276852594,17.092632479395913,17.1374573757951,17.1374573757951,17.092632479395913,17.092632479395913,17.092632479395913,17.092632479395913,17.1374573757951,17.1374573757951,17.092632479395913,75.29238276852594,17.092632479395913,17.092632479395913,17.092632479395913,75.29238276852594,75.29238276852594
RS,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.2534460904931861,0.5811864631862523,0.2534460904931861,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.2534460904931861,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5811864631862523,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.2534460904931861,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.2534460904931861,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5521198994890927,0.5183535236041572,0.5183535236041572,0.5225730522762343,0.5225730522762343,0.5225730522762343,0.2534460904931861,0.5225730522762343,0.5183535236041572,0.5183535236041572,0.5225730522762343,0.5225730522762343,0.5225730522762343,0.5225730522762343,0.5183535236041572,0.5183535236041572,0.5225730522762343,0.2534460904931861,0.5225730522762343,0.5225730522762343,0.5225730522762343,0.2534460904931861,0.2534460904931861
DH,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.4003444288342839,0.28432236594103094,0.4003444288342839,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.4003444288342839,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.28432236594103094,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.4003444288342839,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.4003444288342839,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.2726198639200921,0.26150726349362363,0.26150726349362363,0.2597634733947607,0.2597634733947607,0.2597634733947607,0.4003444288342839,0.2597634733947607,0.26150726349362363,0.26150726349362363,0.2597634733947607,0.2597634733947607,0.2597634733947607,0.2597634733947607,0.26150726349362363,0.26150726349362363,0.2597634733947607,0.4003444288342839,0.2597634733947607,0.2597634733947607,0.2597634733947607,0.4003444288342839,0.4003444288342839
