,labels_coil20_HDBSCAN_params1,labels_coil20_HDBSCAN_params10,labels_coil20_HDBSCAN_params11,labels_coil20_HDBSCAN_params12,labels_coil20_HDBSCAN_params13,labels_coil20_HDBSCAN_params14,labels_coil20_HDBSCAN_params15,labels_coil20_HDBSCAN_params16,labels_coil20_HDBSCAN_params17,labels_coil20_HDBSCAN_params18,labels_coil20_HDBSCAN_params19,labels_coil20_HDBSCAN_params2,labels_coil20_HDBSCAN_params20,labels_coil20_HDBSCAN_params21,labels_coil20_HDBSCAN_params22,labels_coil20_HDBSCAN_params23,labels_coil20_HDBSCAN_params24,labels_coil20_HDBSCAN_params25,labels_coil20_HDBSCAN_params26,labels_coil20_HDBSCAN_params27,labels_coil20_HDBSCAN_params28,labels_coil20_HDBSCAN_params29,labels_coil20_HDBSCAN_params3,labels_coil20_HDBSCAN_params30,labels_coil20_HDBSCAN_params31,labels_coil20_HDBSCAN_params32,labels_coil20_HDBSCAN_params33,labels_coil20_HDBSCAN_params34,labels_coil20_HDBSCAN_params35,labels_coil20_HDBSCAN_params36,labels_coil20_HDBSCAN_params37,labels_coil20_HDBSCAN_params38,labels_coil20_HDBSCAN_params39,labels_coil20_HDBSCAN_params4,labels_coil20_HDBSCAN_params40,labels_coil20_HDBSCAN_params41,labels_coil20_HDBSCAN_params42,labels_coil20_HDBSCAN_params43,labels_coil20_HDBSCAN_params44,labels_coil20_HDBSCAN_params45,labels_coil20_HDBSCAN_params46,labels_coil20_HDBSCAN_params47,labels_coil20_HDBSCAN_params48,labels_coil20_HDBSCAN_params49,labels_coil20_HDBSCAN_params5,labels_coil20_HDBSCAN_params50,labels_coil20_HDBSCAN_params51,labels_coil20_HDBSCAN_params52,labels_coil20_HDBSCAN_params53,labels_coil20_HDBSCAN_params54,labels_coil20_HDBSCAN_params55,labels_coil20_HDBSCAN_params56,labels_coil20_HDBSCAN_params57,labels_coil20_HDBSCAN_params58,labels_coil20_HDBSCAN_params59,labels_coil20_HDBSCAN_params6,labels_coil20_HDBSCAN_params60,labels_coil20_HDBSCAN_params61,labels_coil20_HDBSCAN_params62,labels_coil20_HDBSCAN_params63,labels_coil20_HDBSCAN_params7,labels_coil20_HDBSCAN_params8,labels_coil20_HDBSCAN_params9
cSIL,0.5296798850358981,0.6693339518108915,0.6693339518108915,0.6693339518108915,0.6693339518108915,0.6693339518108915,0.7232095628539555,0.7232095628539555,0.7232095628539555,0.7232095628539555,0.7232095628539555,0.5296798850358981,0.7232095628539555,0.7232095628539555,0.5299118239643833,0.5299118239643833,0.5299118239643833,0.5299118239643833,0.5299118239643833,0.5299118239643833,0.5299118239643833,0.6692870192549999,0.5296798850358981,0.6692870192549999,0.6692870192549999,0.6692870192549999,0.6692870192549999,0.6692870192549999,0.6692870192549999,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.5296798850358981,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.500892090309899,0.500892090309899,0.500892090309899,0.500892090309899,0.500892090309899,0.500892090309899,0.500892090309899,0.5296798850358981,0.5978286680212378,0.5978286680212378,0.5978286680212378,0.5978286680212378,0.5978286680212378,0.5978286680212378,0.5978286680212378,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.5296798850358981,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.7104896504329639,0.5296798850358981,0.6693339518108915,0.6693339518108915
GD43,0.005447873377936845,0.015234459212979853,0.015234459212979853,0.015234459212979853,0.015234459212979853,0.015234459212979853,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.005447873377936845,0.02093771239234145,0.02093771239234145,0.009182644691222827,0.009182644691222827,0.009182644691222827,0.009182644691222827,0.009182644691222827,0.009182644691222827,0.009182644691222827,0.015472479440181515,0.005447873377936845,0.015472479440181515,0.015472479440181515,0.015472479440181515,0.015472479440181515,0.015472479440181515,0.015472479440181515,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.005447873377936845,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.008525389060682982,0.008525389060682982,0.008525389060682982,0.008525389060682982,0.008525389060682982,0.008525389060682982,0.008525389060682982,0.005447873377936845,0.009975145253729173,0.009975145253729173,0.009975145253729173,0.009975145253729173,0.009975145253729173,0.009975145253729173,0.009975145253729173,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.005447873377936845,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.02093771239234145,0.005447873377936845,0.015234459212979853,0.015234459212979853
GD53,0.017770918919915047,0.03686288837175613,0.03686288837175613,0.03686288837175613,0.03686288837175613,0.03686288837175613,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.017770918919915047,0.050122238473928285,0.050122238473928285,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.04044072078681115,0.017770918919915047,0.04044072078681115,0.04044072078681115,0.04044072078681115,0.04044072078681115,0.04044072078681115,0.04044072078681115,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.017770918919915047,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.022226225878903303,0.017770918919915047,0.02607223138176058,0.02607223138176058,0.02607223138176058,0.02607223138176058,0.02607223138176058,0.02607223138176058,0.02607223138176058,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.017770918919915047,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.050122238473928285,0.017770918919915047,0.03686288837175613,0.03686288837175613
PS,-5.185668776847391,-3.6583569074271236,-3.6583569074271236,-3.6583569074271236,-3.6583569074271236,-3.6583569074271236,0.5004476227180147,0.5004476227180147,0.5004476227180147,0.5004476227180147,0.5004476227180147,-5.185668776847391,0.5004476227180147,0.5004476227180147,-4.182136079966706,-4.182136079966706,-4.182136079966706,-4.182136079966706,-4.182136079966706,-4.182136079966706,-4.182136079966706,-1.8754987228312054,-5.185668776847391,-1.8754987228312054,-1.8754987228312054,-1.8754987228312054,-1.8754987228312054,-1.8754987228312054,-1.8754987228312054,1.4251492983703589,1.4251492983703589,1.4251492983703589,1.4251492983703589,-5.185668776847391,1.4251492983703589,1.4251492983703589,1.4251492983703589,-2.182761460497393,-2.182761460497393,-2.182761460497393,-2.182761460497393,-2.182761460497393,-2.182761460497393,-2.182761460497393,-5.185668776847391,-0.2567528444854126,-0.2567528444854126,-0.2567528444854126,-0.2567528444854126,-0.2567528444854126,-0.2567528444854126,-0.2567528444854126,1.4251492983703589,1.4251492983703589,1.4251492983703589,-5.185668776847391,1.4251492983703589,1.4251492983703589,1.4251492983703589,1.4251492983703589,-5.185668776847391,-3.6583569074271236,-3.6583569074271236
WB,11.716017666775059,7.640883006471722,7.640883006471722,7.640883006471722,7.640883006471722,7.640883006471722,3.9783580840502837,3.9783580840502837,3.9783580840502837,3.9783580840502837,3.9783580840502837,11.716017666775059,3.9783580840502837,3.9783580840502837,11.232464984098602,11.232464984098602,11.232464984098602,11.232464984098602,11.232464984098602,11.232464984098602,11.232464984098602,6.772219868773841,11.716017666775059,6.772219868773841,6.772219868773841,6.772219868773841,6.772219868773841,6.772219868773841,6.772219868773841,3.477656233649646,3.477656233649646,3.477656233649646,3.477656233649646,11.716017666775059,3.477656233649646,3.477656233649646,3.477656233649646,10.198763962192603,10.198763962192603,10.198763962192603,10.198763962192603,10.198763962192603,10.198763962192603,10.198763962192603,11.716017666775059,5.705762945369672,5.705762945369672,5.705762945369672,5.705762945369672,5.705762945369672,5.705762945369672,5.705762945369672,3.477656233649646,3.477656233649646,3.477656233649646,11.716017666775059,3.477656233649646,3.477656233649646,3.477656233649646,3.477656233649646,11.716017666775059,7.640883006471722,7.640883006471722
XB,3.787234631278108,0.9822466170635118,0.9822466170635118,0.9822466170635118,0.9822466170635118,0.9822466170635118,0.6408561031572226,0.6408561031572226,0.6408561031572226,0.6408561031572226,0.6408561031572226,3.787234631278108,0.6408561031572226,0.6408561031572226,1.3311920490622025,1.3311920490622025,1.3311920490622025,1.3311920490622025,1.3311920490622025,1.3311920490622025,1.3311920490622025,0.9647431115871643,3.787234631278108,0.9647431115871643,0.9647431115871643,0.9647431115871643,0.9647431115871643,0.9647431115871643,0.9647431115871643,0.6383776572497163,0.6383776572497163,0.6383776572497163,0.6383776572497163,3.787234631278108,0.6383776572497163,0.6383776572497163,0.6383776572497163,1.5842425275333614,1.5842425275333614,1.5842425275333614,1.5842425275333614,1.5842425275333614,1.5842425275333614,1.5842425275333614,3.787234631278108,1.0403663611376932,1.0403663611376932,1.0403663611376932,1.0403663611376932,1.0403663611376932,1.0403663611376932,1.0403663611376932,0.6383776572497163,0.6383776572497163,0.6383776572497163,3.787234631278108,0.6383776572497163,0.6383776572497163,0.6383776572497163,0.6383776572497163,3.787234631278108,0.9822466170635118,0.9822466170635118
SSE,467387.46618529694,293316.505275515,293316.505275515,293316.505275515,293316.505275515,293316.505275515,185109.30209038168,185109.30209038168,185109.30209038168,185109.30209038168,185109.30209038168,467387.46618529694,185109.30209038168,185109.30209038168,468569.7452606604,468569.7452606604,468569.7452606604,468569.7452606604,468569.7452606604,468569.7452606604,468569.7452606604,296617.82758638205,467387.46618529694,296617.82758638205,296617.82758638205,296617.82758638205,296617.82758638205,296617.82758638205,296617.82758638205,181817.4840852378,181817.4840852378,181817.4840852378,181817.4840852378,467387.46618529694,181817.4840852378,181817.4840852378,181817.4840852378,490419.54368064646,490419.54368064646,490419.54368064646,490419.54368064646,490419.54368064646,490419.54368064646,490419.54368064646,467387.46618529694,306369.7383303507,306369.7383303507,306369.7383303507,306369.7383303507,306369.7383303507,306369.7383303507,306369.7383303507,181817.4840852378,181817.4840852378,181817.4840852378,467387.46618529694,181817.4840852378,181817.4840852378,181817.4840852378,181817.4840852378,467387.46618529694,293316.505275515,293316.505275515
RS,-6.157593463848778,-4.470231502295069,-4.470231502295069,-4.470231502295069,-4.470231502295069,-4.470231502295069,-2.2516411560930174,-2.2516411560930174,-2.2516411560930174,-2.2516411560930174,-2.2516411560930174,-6.157593463848778,-2.2516411560930174,-2.2516411560930174,-6.161690265404292,-6.161690265404292,-6.161690265404292,-6.161690265404292,-6.161690265404292,-6.161690265404292,-6.161690265404292,-4.167630314384652,-6.157593463848778,-4.167630314384652,-4.167630314384652,-4.167630314384652,-4.167630314384652,-4.167630314384652,-4.167630314384652,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-6.157593463848778,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-5.94436426250785,-5.94436426250785,-5.94436426250785,-5.94436426250785,-5.94436426250785,-5.94436426250785,-5.94436426250785,-6.157593463848778,-3.2589694748693336,-3.2589694748693336,-3.2589694748693336,-3.2589694748693336,-3.2589694748693336,-3.2589694748693336,-3.2589694748693336,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-6.157593463848778,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-1.7241089778045127,-6.157593463848778,-4.470231502295069,-4.470231502295069
DH,0.4770614947678058,0.42972879544498005,0.42972879544498005,0.42972879544498005,0.42972879544498005,0.42972879544498005,0.4045220275311988,0.4045220275311988,0.4045220275311988,0.4045220275311988,0.4045220275311988,0.4770614947678058,0.4045220275311988,0.4045220275311988,0.49094335824975555,0.49094335824975555,0.49094335824975555,0.49094335824975555,0.49094335824975555,0.49094335824975555,0.49094335824975555,0.4492994058421232,0.4770614947678058,0.4492994058421232,0.4492994058421232,0.4492994058421232,0.4492994058421232,0.4492994058421232,0.4492994058421232,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.4770614947678058,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.5234436494585727,0.5234436494585727,0.5234436494585727,0.5234436494585727,0.5234436494585727,0.5234436494585727,0.5234436494585727,0.4770614947678058,0.46986386477279163,0.46986386477279163,0.46986386477279163,0.46986386477279163,0.46986386477279163,0.46986386477279163,0.46986386477279163,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.4770614947678058,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.40894692168670477,0.4770614947678058,0.42972879544498005,0.42972879544498005
B,0.47012356063760463,0.30591095071892105,0.30591095071892105,0.30591095071892105,0.30591095071892105,0.30591095071892105,0.23760840607663772,0.23760840607663772,0.23760840607663772,0.23760840607663772,0.23760840607663772,0.47012356063760463,0.23760840607663772,0.23760840607663772,0.46443584265479165,0.46443584265479165,0.46443584265479165,0.46443584265479165,0.46443584265479165,0.46443584265479165,0.46443584265479165,0.31002207188487907,0.47012356063760463,0.31002207188487907,0.31002207188487907,0.31002207188487907,0.31002207188487907,0.31002207188487907,0.31002207188487907,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.47012356063760463,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.4891662921210163,0.4891662921210163,0.4891662921210163,0.4891662921210163,0.4891662921210163,0.4891662921210163,0.4891662921210163,0.47012356063760463,0.3771607371607791,0.3771607371607791,0.3771607371607791,0.3771607371607791,0.3771607371607791,0.3771607371607791,0.3771607371607791,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.47012356063760463,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.26313072890204314,0.47012356063760463,0.30591095071892105,0.30591095071892105
