,labels_aggregation_DBSCAN_params16,labels_aggregation_DBSCAN_params17,labels_aggregation_DBSCAN_params21,labels_aggregation_DBSCAN_params22,labels_aggregation_DBSCAN_params23,labels_aggregation_DBSCAN_params26,labels_aggregation_DBSCAN_params27,labels_aggregation_DBSCAN_params28,labels_aggregation_DBSCAN_params29,labels_aggregation_DBSCAN_params31,labels_aggregation_DBSCAN_params32,labels_aggregation_DBSCAN_params33,labels_aggregation_DBSCAN_params34,labels_aggregation_DBSCAN_params36,labels_aggregation_DBSCAN_params37,labels_aggregation_DBSCAN_params38,labels_aggregation_DBSCAN_params39,labels_aggregation_DBSCAN_params40,labels_aggregation_DBSCAN_params41,labels_aggregation_DBSCAN_params42,labels_aggregation_DBSCAN_params43,labels_aggregation_DBSCAN_params44,labels_aggregation_DBSCAN_params45,labels_aggregation_DBSCAN_params50
BARI_nn,0.5039532525082097,0.4731162196762535,0.6845213518846095,0.8352686468720937,0.7700966117634169,0.6848240262424833,0.6848240262424833,0.9938441913951995,1.0,0.6848240262424833,0.6848240262424833,0.6848240262424833,0.9919277789006061,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.5222588288246666,1.0,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.5222588288246666,0.6429499698907603,0.36817561881041344
