,labels_ring_MeanShift_params1,labels_ring_MeanShift_params10,labels_ring_MeanShift_params11,labels_ring_MeanShift_params12,labels_ring_MeanShift_params13,labels_ring_MeanShift_params14,labels_ring_MeanShift_params15,labels_ring_MeanShift_params16,labels_ring_MeanShift_params17,labels_ring_MeanShift_params18,labels_ring_MeanShift_params19,labels_ring_MeanShift_params2,labels_ring_MeanShift_params20,labels_ring_MeanShift_params21,labels_ring_MeanShift_params22,labels_ring_MeanShift_params23,labels_ring_MeanShift_params24,labels_ring_MeanShift_params3,labels_ring_MeanShift_params4,labels_ring_MeanShift_params5,labels_ring_MeanShift_params6,labels_ring_MeanShift_params7,labels_ring_MeanShift_params8,labels_ring_MeanShift_params9
FMI,0.5253989799917324,0.7416333596057828,0.7565743913319023,0.7456863256037252,0.7359396812435498,0.733432919697085,0.7560311940208985,0.7416333596057828,0.7569054178847225,0.7460087520372883,0.7574638625083128,0.4366294660019664,0.7502357678855559,0.7657367076292096,0.7558085028537136,0.7559781782644418,0.7558085028537136,0.7304595418533247,0.7251259306013411,0.7360513182422624,0.7335258142972755,0.7359396812435498,0.733432919697085,0.7560311940208985
