,labels_line_MeanShift_params1,labels_line_MeanShift_params10,labels_line_MeanShift_params11,labels_line_MeanShift_params12,labels_line_MeanShift_params13,labels_line_MeanShift_params14,labels_line_MeanShift_params15,labels_line_MeanShift_params16,labels_line_MeanShift_params17,labels_line_MeanShift_params18,labels_line_MeanShift_params19,labels_line_MeanShift_params2,labels_line_MeanShift_params20,labels_line_MeanShift_params21,labels_line_MeanShift_params22,labels_line_MeanShift_params23,labels_line_MeanShift_params24,labels_line_MeanShift_params25,labels_line_MeanShift_params26,labels_line_MeanShift_params27,labels_line_MeanShift_params28,labels_line_MeanShift_params29,labels_line_MeanShift_params3,labels_line_MeanShift_params30,labels_line_MeanShift_params31,labels_line_MeanShift_params32,labels_line_MeanShift_params4,labels_line_MeanShift_params5,labels_line_MeanShift_params6,labels_line_MeanShift_params7,labels_line_MeanShift_params8,labels_line_MeanShift_params9
FMI,0.3046775383366222,0.3815880861028307,0.4740359260347233,0.4586060691129359,0.4559663643776665,0.42535053417514,0.40047309300982015,0.3815880861028307,0.47348637690267925,0.44231772563871,0.4747842861165429,0.2972059234718339,0.4622558527187958,0.5026792123537082,0.5080185432016103,0.5431008929118574,0.558188108523499,0.49594807897744714,0.4410316040145479,0.6010518019113348,0.5976993884341658,0.5990382921408305,0.3350174419198686,0.600305484692221,0.5990382921408305,0.600305484692221,0.3346640106136302,0.3674315135637706,0.36916666110124174,0.4559663643776665,0.42535053417514,0.40047309300982015
