,labels_ecoli_DBSCAN_params26,labels_ecoli_DBSCAN_params31,labels_ecoli_DBSCAN_params32,labels_ecoli_DBSCAN_params36,labels_ecoli_DBSCAN_params37,labels_ecoli_DBSCAN_params41,labels_ecoli_DBSCAN_params42,labels_ecoli_DBSCAN_params43,labels_ecoli_DBSCAN_params46,labels_ecoli_DBSCAN_params47,labels_ecoli_DBSCAN_params48,labels_ecoli_DBSCAN_params51,labels_ecoli_DBSCAN_params55
FMI,0.5002334219223641,0.41490090290217807,0.48484338553342793,0.38304908470486865,0.36802241748210623,0.5465511992668207,0.4998251738276706,0.4145018306755677,0.4892893089893702,0.6161141271125155,0.5463813954423922,0.5253740013335441,0.6755418193390521
