,labels_dense_HDBSCAN_params1,labels_dense_HDBSCAN_params10,labels_dense_HDBSCAN_params11,labels_dense_HDBSCAN_params12,labels_dense_HDBSCAN_params13,labels_dense_HDBSCAN_params14,labels_dense_HDBSCAN_params15,labels_dense_HDBSCAN_params16,labels_dense_HDBSCAN_params17,labels_dense_HDBSCAN_params18,labels_dense_HDBSCAN_params19,labels_dense_HDBSCAN_params2,labels_dense_HDBSCAN_params20,labels_dense_HDBSCAN_params21,labels_dense_HDBSCAN_params22,labels_dense_HDBSCAN_params23,labels_dense_HDBSCAN_params24,labels_dense_HDBSCAN_params25,labels_dense_HDBSCAN_params26,labels_dense_HDBSCAN_params27,labels_dense_HDBSCAN_params28,labels_dense_HDBSCAN_params29,labels_dense_HDBSCAN_params3,labels_dense_HDBSCAN_params30,labels_dense_HDBSCAN_params31,labels_dense_HDBSCAN_params32,labels_dense_HDBSCAN_params33,labels_dense_HDBSCAN_params34,labels_dense_HDBSCAN_params35,labels_dense_HDBSCAN_params36,labels_dense_HDBSCAN_params37,labels_dense_HDBSCAN_params38,labels_dense_HDBSCAN_params39,labels_dense_HDBSCAN_params4,labels_dense_HDBSCAN_params40,labels_dense_HDBSCAN_params41,labels_dense_HDBSCAN_params42,labels_dense_HDBSCAN_params43,labels_dense_HDBSCAN_params44,labels_dense_HDBSCAN_params45,labels_dense_HDBSCAN_params46,labels_dense_HDBSCAN_params47,labels_dense_HDBSCAN_params48,labels_dense_HDBSCAN_params49,labels_dense_HDBSCAN_params5,labels_dense_HDBSCAN_params50,labels_dense_HDBSCAN_params51,labels_dense_HDBSCAN_params52,labels_dense_HDBSCAN_params53,labels_dense_HDBSCAN_params54,labels_dense_HDBSCAN_params55,labels_dense_HDBSCAN_params56,labels_dense_HDBSCAN_params57,labels_dense_HDBSCAN_params58,labels_dense_HDBSCAN_params59,labels_dense_HDBSCAN_params6,labels_dense_HDBSCAN_params60,labels_dense_HDBSCAN_params61,labels_dense_HDBSCAN_params62,labels_dense_HDBSCAN_params63,labels_dense_HDBSCAN_params7,labels_dense_HDBSCAN_params8,labels_dense_HDBSCAN_params9
cSIL,0.9164496498079948,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9386042722112364,0.9164496498079948,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9164496498079948,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9386042722112364,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9632473971203162,0.9164496498079948,0.9386042722112364,0.9386042722112364
GD43,2.580318605354198,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,5.891156990445865,5.891156990445865,5.891156990445865,5.891156990445865,5.891156990445865,2.580318605354198,5.891156990445865,5.891156990445865,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,3.451559848665156,2.580318605354198,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,5.891156990445865,5.891156990445865,5.891156990445865,5.891156990445865,2.580318605354198,5.891156990445865,5.891156990445865,5.891156990445865,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,2.580318605354198,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,3.451559848665156,5.891156990445865,5.891156990445865,5.891156990445865,2.580318605354198,5.891156990445865,5.891156990445865,5.891156990445865,5.891156990445865,2.580318605354198,3.451559848665156,3.451559848665156
GD53,0.2332871515479477,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.20565137227558167,0.2332871515479477,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.2332871515479477,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.20565137227558167,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.1925280647939334,0.2332871515479477,0.20565137227558167,0.20565137227558167
PS,1.804952880638373,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.804952880638373,1.4293881396982597,1.4293881396982597,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.6104275457519432,1.804952880638373,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.804952880638373,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.804952880638373,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.6104275457519432,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.804952880638373,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.4293881396982597,1.804952880638373,1.6104275457519432,1.6104275457519432
rCIP,0.0038697070535178286,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0009065609338893836,0.0038697070535178286,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0038697070535178286,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,0.0009065609338893836,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,1.8244925742875275e-05,0.0038697070535178286,0.0009065609338893836,0.0009065609338893836
WB,0.6207674800282555,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.4137600225625263,0.6207674800282555,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.6207674800282555,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.4137600225625263,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.2404767859779748,0.6207674800282555,0.4137600225625263,0.4137600225625263
XB,0.07702174841083616,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.04934510473162782,0.07702174841083616,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.07702174841083616,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.04934510473162782,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.02607160277784105,0.07702174841083616,0.04934510473162782,0.04934510473162782
SSE,19.739427114884602,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,6.185803433326994,6.185803433326994,6.185803433326994,6.185803433326994,6.185803433326994,19.739427114884602,6.185803433326994,6.185803433326994,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,12.086418106065286,19.739427114884602,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,6.185803433326994,6.185803433326994,6.185803433326994,6.185803433326994,19.739427114884602,6.185803433326994,6.185803433326994,6.185803433326994,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,19.739427114884602,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,12.086418106065286,6.185803433326994,6.185803433326994,6.185803433326994,19.739427114884602,6.185803433326994,6.185803433326994,6.185803433326994,6.185803433326994,19.739427114884602,12.086418106065286,12.086418106065286
RS,0.48337096859125916,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.5705716944857788,0.48337096859125916,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.48337096859125916,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.5705716944857788,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.6938029798817194,0.48337096859125916,0.5705716944857788,0.5705716944857788
DH,0.2780114584923826,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2441591280525242,0.2780114584923826,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2780114584923826,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.2441591280525242,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.1987408123365826,0.2780114584923826,0.2441591280525242,0.2441591280525242
