,labels_x1_DBSCAN_params11,labels_x1_DBSCAN_params16,labels_x1_DBSCAN_params17,labels_x1_DBSCAN_params21,labels_x1_DBSCAN_params22,labels_x1_DBSCAN_params26,labels_x1_DBSCAN_params27,labels_x1_DBSCAN_params28,labels_x1_DBSCAN_params31,labels_x1_DBSCAN_params32,labels_x1_DBSCAN_params33,labels_x1_DBSCAN_params36,labels_x1_DBSCAN_params37,labels_x1_DBSCAN_params38,labels_x1_DBSCAN_params39,labels_x1_DBSCAN_params41,labels_x1_DBSCAN_params42,labels_x1_DBSCAN_params43,labels_x1_DBSCAN_params44,labels_x1_DBSCAN_params46,labels_x1_DBSCAN_params47,labels_x1_DBSCAN_params48,labels_x1_DBSCAN_params49
cSIL,,,,,,,,,,,,,,,,0.9593422711859748,0.9593422711859748,0.9593422711859748,,0.9208127016017342,0.9208127016017342,0.9593422711859748,
GD43,,,,,,,,,,,,,,,,6.856792571588086,6.856792571588086,6.856792571588086,,2.0630893750829036,2.0630893750829036,6.856792571588086,
GD53,,,,,,,,,,,,,,,,0.23831401088648665,0.23831401088648665,0.23831401088648665,,0.3784071000756579,0.3784071000756579,0.23831401088648665,
PS,,,,,,,,,,,,,,,,1.6339956859644424,1.6339956859644424,1.6339956859644424,,1.296702055555865,1.296702055555865,1.6339956859644424,
rCIP,,,,,,,,,,,,,,,,0.00041055496104145295,0.00041055496104145295,0.00041055496104145295,,0.05118649924991675,0.05118649924991675,0.00041055496104145295,
WB,,,,,,,,,,,,,,,,0.18859816251038417,0.18859816251038417,0.18859816251038417,,1.2542083696136448,1.2542083696136448,0.18859816251038417,
XB,,,,,,,,,,,,,,,,0.051335642705118395,0.051335642705118395,0.051335642705118395,,0.1175820346512792,0.1175820346512792,0.051335642705118395,
SSE,260.7252671429746,235.3181477275616,280.77721889425106,194.47036260903764,250.7607989922252,205.36985595910224,257.99607480793236,297.05801315875317,219.1970901985402,213.86851950671974,231.83047725435915,212.15910243871468,212.15910243871468,209.08006813573624,233.86745502598646,5.269095523013269,5.269095523013269,5.269095523013269,203.2342582766094,34.333868793360296,34.333868793360296,5.269095523013269,212.15910243871468
RS,,,,,,,,,,,,,,,,0.8343243760152184,0.8343243760152184,0.8343243760152184,,0.47686462349244796,0.47686462349244796,0.8343243760152184,
DH,0.2673259937971624,0.12672495174483486,0.2309473087771501,0.1609626082941428,0.23200410486067938,0.17619877612986667,0.23745999357598335,0.2643409520340121,0.294490425595886,0.2973313268083073,0.244823146866037,0.14087652651993793,0.14087652651993793,0.21386333536743615,0.19424128594122103,0.17049143996010255,0.17049143996010255,0.17049143996010255,0.23414584908932826,0.26914591378741726,0.26914591378741726,0.17049143996010255,0.14087652651993793
B,0.02826957524773819,1.0794905213433463,0.6608979661899863,2.2907795084191145,0.842976489413517,4.409774955523702,2.0499831344283574,0.995486408408868,2.300516570683967,2.2897067953312047,2.2562065980087285,2.358842766810479,2.358842766810479,2.333010597003524,1.424988019411838,0.04028428066493812,0.04028428066493812,0.04028428066493812,2.229157814980065,0.19131992078852209,0.19131992078852209,0.04028428066493812,2.358842766810479
