,labels_x1_DBSCAN_params11,labels_x1_DBSCAN_params16,labels_x1_DBSCAN_params17,labels_x1_DBSCAN_params21,labels_x1_DBSCAN_params22,labels_x1_DBSCAN_params26,labels_x1_DBSCAN_params27,labels_x1_DBSCAN_params28,labels_x1_DBSCAN_params31,labels_x1_DBSCAN_params32,labels_x1_DBSCAN_params33,labels_x1_DBSCAN_params36,labels_x1_DBSCAN_params37,labels_x1_DBSCAN_params38,labels_x1_DBSCAN_params39,labels_x1_DBSCAN_params41,labels_x1_DBSCAN_params42,labels_x1_DBSCAN_params43,labels_x1_DBSCAN_params44,labels_x1_DBSCAN_params46,labels_x1_DBSCAN_params47,labels_x1_DBSCAN_params48,labels_x1_DBSCAN_params49
BH,0.0002928887433163723,0.014200599550478846,0.01754052856297761,0.07547174196320822,0.10208044007325315,0.2167455497085912,0.3712011627756976,0.14654064020306704,1.0439818219188164,1.0006050553073162,0.6883268902141811,1.2549600409445023,1.2549600409445023,1.1303527589981182,0.6933477987029336,1.7563651743377564,1.7563651743377564,1.7563651743377564,1.087482141064292,17.166934396680144,17.166934396680144,1.7563651743377564,1.2549600409445023
D,38.05829499411306,0.47695491312349764,2.777702919701006,0.25935005480653084,1.7318559661838813,0.014737953141713889,1.2888948175849693,4.082718141017974,0.37259936976326213,0.5728162535890897,1.0401024604130638,0.331810440420424,0.331810440420424,0.7160767915888595,1.3506545924081201,0.8479175246346566,0.8479175246346566,0.8479175246346566,0.9677069358283235,0.7358144638479023,0.7358144638479023,0.8479175246346566,0.331810440420424
H,,,,,,,,,,,,,,,,0.11842598902974627,0.11842598902974627,0.11842598902974627,,0.13868913727024065,0.13868913727024065,0.11842598902974627,
DBCV,0.055064518725867484,0.38054299563295635,0.23068056889205452,0.3508088709210326,0.34229579190828036,0.5164048379073363,0.6388812446926536,0.3987874472652304,0.8866460877229462,0.883693319654791,0.8011546371737659,0.8980263229246574,0.8980263229246574,0.8866330155124283,0.6381318880023142,0.8450448571690441,0.8450448571690441,0.8450448571690441,0.878564742702748,0.5956036226422669,0.5956036226422669,0.8450448571690441,0.8980263229246574
I,219.56840799556147,114.77514557167034,1694.5472561430024,9.333410148993512,173.2343543381212,2.305210575020564,27.604722950418857,251.56603279163394,6.4601635516654605,6.742197573389431,11.323397470266794,5.297134663132166,5.297134663132166,5.97781156482613,35.32567076903278,8.968504656412035,8.968504656412035,8.968504656412035,6.215198892095641,1.7444687399030128,1.7444687399030128,8.968504656412035,5.297134663132166
C,0.45303047842749194,0.3448914381894147,0.3745504098191237,0.18065609755896245,0.28251057820343617,0.031634781192874765,0.11163247001742653,0.23050837744753466,0.009562422989806309,0.010686795740753135,0.032730592019788306,0.0030203569077562075,0.0030203569077562075,0.006023427628099419,0.027362162451080287,0.002459031824672656,0.002459031824672656,0.002459031824672656,0.006975769453787045,0.12412250449124322,0.12412250449124322,0.002459031824672656,0.0030203569077562075
CDbw,0.058301252287682764,0.6938011276050114,1.0572899210959088,0.6014577708498235,1.053915962207483,0.47631966163026707,1.2284512512874823,1.4546143176655177,0.5002844967714285,0.5238905148308188,0.9672706069140414,0.0,0.0,0.7566446069661329,1.7047621187511572,0.2256276315621977,0.2256276315621977,0.2256276315621977,0.6717847179625671,0.2541034495616103,0.2541034495616103,0.2256276315621977,0.0
VIASCKDE,0.31369065972792787,0.275207759949153,0.28141271405236334,0.38081368061797277,0.44956088893916685,0.4542546857989007,0.425524937235022,0.395314929581359,0.5043579824354695,0.4955068056689023,0.45671108057952653,,,0.5445175900722152,0.536953514003048,0.5725118494263874,0.5725118494263874,0.5725118494263874,0.523106991946537,0.5178066797090575,0.5178066797090575,0.5725118494263874,
COP,0.4705222006380793,0.2989233012132087,0.39707757638211216,0.2694551537025865,0.2955434386055513,0.253190963181617,0.20841232663188874,0.27095259243547026,0.21630179460585355,0.21493969315410283,0.18954111272894647,0.20826762218209924,0.20826762218209924,0.21719509071929916,0.14093677576752678,0.20809618191163484,0.20809618191163484,0.20809618191163484,0.22288381480909994,0.308830275423335,0.308830275423335,0.20809618191163484,0.20826762218209924
Sym,0.027789239009395932,0.03126243516497666,0.041965155346734916,0.0492752942304601,0.07066221816943877,0.05199723870957269,0.11727633765277706,0.12569446063964052,0.19634526286186518,0.17835463896276738,0.15139824419557435,0.3754078765986624,0.3754078765986624,0.29851591670535454,0.1690228079958196,0.4701048460358776,0.4701048460358776,0.4701048460358776,0.29643694752501615,0.17855514554822088,0.17855514554822088,0.4701048460358776,0.3754078765986624
CS,1.600164290459795,1.0221801824463925,0.9186973980383061,1.2736063252978271,1.0052337926078474,1.5309191575944434,1.0596981346686218,0.8417864881309612,1.114000708307975,1.1858291458854329,1.121130009874552,0.5700207906181528,0.5700207906181528,0.9352553779847589,0.7346650609093811,0.5034509649946578,0.5034509649946578,0.5034509649946578,1.0457394583795971,0.5753800438127671,0.5753800438127671,0.5034509649946578,0.5700207906181528
SF,0.3766201701853503,0.3435646120049305,0.3800058413211125,0.268209871079522,0.3801241593263852,0.2356316382506457,0.3985478348972765,0.4154057910598301,0.32616606191886977,0.32012552444432285,0.39270954432808647,0.512579690616818,0.512579690616818,0.4090565925858589,0.5064016536855556,0.5303645382540405,0.5303645382540405,0.5303645382540405,0.3801877097896321,0.4737020404413559,0.4737020404413559,0.5303645382540405,0.512579690616818
SD,35266.50841099124,9291.67440172934,21905.347124337368,9208.704457806463,19011.591238798952,12993.117442847793,14332.617193870241,21490.73410654046,21527.696702570145,22689.60704056194,13368.586112553934,4194.832396130833,4194.832396130833,9004.089941733298,9769.032002928361,5792.1132777586545,5792.1132777586545,5792.1132777586545,19971.32171885955,27596.826519045277,27596.826519045277,5792.1132777586545,4194.832396130833
SDbw,1.584531651070769,0.9265928980259948,1.146106100953044,0.6480989343141428,0.7561691110549196,0.7259120040962315,0.5537106026526708,1.1350833114877479,0.5877167585111234,0.6067308729991504,0.4553826284037068,0.2220178155485295,0.2220178155485295,0.32483509653851905,0.2950245031799967,0.1876556526914152,0.1876556526914152,0.1876556526914152,0.35480302493317595,1.3834235830589776,1.3834235830589776,0.1876556526914152,0.2220178155485295
XB*,615.8617366568717,41.35929815713066,10.508997134809551,28.098510481424753,11.656492190760494,212.78505191107845,2.873172099168602,0.9392418651296063,1.9217534212273726,3.726622693909239,3.7576262777966276,0.24556548781556733,0.24556548781556733,1.9569507297361985,0.15688434551533104,0.07884625706098959,0.07884625706098959,0.07884625706098959,329.5254232498089,0.155364466771065,0.155364466771065,0.07884625706098959,0.24556548781556733
S,0.09815744284770224,-0.10564186129441885,-0.1336324891118341,0.13882572603293175,0.12998775084194178,0.3112761205993365,0.34749324782996166,0.22230116816480242,0.6438375903804198,0.6460881366655059,0.5377527402835149,0.5501643367114916,0.5501643367114916,0.6066228125852763,0.6810420140918879,0.7327978734142281,0.7327978734142281,0.7327978734142281,0.6265689123728284,0.550763285679637,0.550763285679637,0.7327978734142281,0.5501643367114916
DB,0.6216723636008755,1.0056893723158016,0.9351985343022018,1.9584113595765313,0.8130593801447301,4.508985961915634,1.148820381661773,0.8576137545768648,1.2514074571354135,1.5467420062337056,1.3646737168325203,0.40450546792253395,0.40450546792253395,1.2884031094561932,0.43501599030962734,0.36547732282820505,0.36547732282820505,0.36547732282820505,13.762012814185267,0.43045120050266855,0.43045120050266855,0.36547732282820505,0.40450546792253395
CH,7.524427380679554,18.640805145650845,22.66162813678421,38.75080763473187,56.718067024245336,110.20555760699204,172.3075351018766,105.91893084874303,439.79976600103083,407.69522558219614,350.00883229221586,647.5247032928237,647.5247032928237,645.6544966176323,528.3288571062561,930.5498932967442,930.5498932967442,930.5498932967442,615.3664689848986,188.16650065307658,188.16650065307658,930.5498932967442,647.5247032928237
AD-S,0.28437669542380445,0.11239811596402051,0.06797815369636775,0.3096287126575712,0.2560858299582298,0.48611821814609196,0.42732296356207194,0.2515689548139674,0.680095655848062,0.6736687610743909,0.542804308095666,0.6978028262948696,0.6978028262948696,0.6660665305680562,0.706002474715158,0.7303496942359567,0.7303496942359567,0.7303496942359567,0.697319474755197,0.689351546628231,0.689351546628231,0.7303496942359567,0.6978028262948696
AD-DB,0.7066975262075897,1.1961401968667702,0.8301506290844897,1.7258311948792102,1.1050666228235615,1.3590066835636336,1.5220909507566172,0.9194730411323748,1.0917695807628984,1.09467164061873,1.4913511390271175,0.5374450524760841,0.5374450524760841,0.9922691751417718,0.5822748924778179,0.5557920729088219,0.5557920729088219,0.5557920729088219,0.9705356497257219,0.4770244019890991,0.4770244019890991,0.5557920729088219,0.5374450524760841
AD-CH,16.13222516046431,17.7453541192893,26.43741500475767,29.742796042128706,49.68397011582797,44.355732281008564,79.98250679295435,100.14249106329446,130.41879276663582,129.74926697764155,113.75668456253005,133.54383332499944,133.54383332499944,133.2849617581278,185.79728257532742,196.91576988592294,196.91576988592294,196.91576988592294,132.9146545786729,264.5353783731406,264.5353783731406,196.91576988592294,133.54383332499944
AD-idea,0.9880573706084456,7.29070416236598,1.7263720412358177,5.829081003433449,2.4332239928864534,11.936840264912789,29.975477710974047,6.250205001926575,84.2641239602876,81.72722049305348,53.627762303835226,90.39564373783,90.39564373783,84.65158124398712,14.443548865354431,91.65191582134743,91.65191582134743,91.65191582134743,84.2620732261752,25.984135197888303,25.984135197888303,91.65191582134743,90.39564373783
