,labels_data3_DBSCAN_params13,labels_data3_DBSCAN_params14,labels_data3_DBSCAN_params17,labels_data3_DBSCAN_params18,labels_data3_DBSCAN_params19,labels_data3_DBSCAN_params20,labels_data3_DBSCAN_params21,labels_data3_DBSCAN_params22,labels_data3_DBSCAN_params23,labels_data3_DBSCAN_params24,labels_data3_DBSCAN_params25,labels_data3_DBSCAN_params26,labels_data3_DBSCAN_params27,labels_data3_DBSCAN_params28,labels_data3_DBSCAN_params29,labels_data3_DBSCAN_params30,labels_data3_DBSCAN_params31,labels_data3_DBSCAN_params32,labels_data3_DBSCAN_params33,labels_data3_DBSCAN_params34,labels_data3_DBSCAN_params35,labels_data3_DBSCAN_params36,labels_data3_DBSCAN_params37,labels_data3_DBSCAN_params38,labels_data3_DBSCAN_params39,labels_data3_DBSCAN_params40,labels_data3_DBSCAN_params41,labels_data3_DBSCAN_params42,labels_data3_DBSCAN_params43,labels_data3_DBSCAN_params44,labels_data3_DBSCAN_params9
DBCV,-0.016343734652090203,0.07362500405244493,0.026371292059877077,0.8737678775491097,0.8069581664279567,0.7156000883923125,0.9730115424604111,0.9677708494373128,0.9628231345045453,0.9616100438491162,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.052962494174488256
I,4.2125394334608215,2195.4029815756144,3.490260096122275,10.386550870832181,14.173386705761757,22.357998442965524,6.444833654417876,6.485464189973781,6.558017033197212,6.664460070129271,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,89925.10379894837
C,0.46945369410032206,0.4425044237302558,0.008671298743718013,0.036503938831971,0.08572101171751656,0.18065928393662728,0.0013531970419599136,0.0014075936210418674,0.0017292265187136948,0.002325021391541248,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.4735389930615956
CDbw,0.3026544525344918,0.5716296858627681,0.5470205340375,0.6922126570604485,0.6812926605856184,0.8095610627513793,0.5589970253446567,0.5883468011800043,0.569389318316052,0.558922877043959,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,0.5938659682491371
VIASCKDE,0.4198911546810196,0.5894987939415677,0.6558184879491601,0.6059202154055707,0.5490032143092346,0.5420235428769679,0.7377568592820012,0.72290966911715,0.7092529492630631,0.704871348349425,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.6241248290804382
COP,0.4184006466585821,0.44745600798915597,0.37600315780229143,0.310732203602289,0.338767804197779,0.3522100308625794,0.2681315692277399,0.2681513495403314,0.26756005265806054,0.27506885810131665,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.46941819245528216
Sym,0.00043021742974783345,0.0005092790139623262,0.02051589454580377,0.014025532353418435,0.006365653083063109,0.003880997893241616,0.061625343116471124,0.062377119840385624,0.06952016111274925,0.05580891530083397,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.00045946020280347624
CS,1.3261989258257803,1.9370170206828117,1.2508225651995233,0.9078094939799577,0.9028553317796333,0.8673670350435752,1.093955584757845,1.0811257533922038,0.9875578958584077,0.9999359756255787,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,1.8969487322390277
SF,0.22960120320965272,0.3230096785746466,0.28207228634258186,0.29547850276287013,0.30444532243575206,0.31478238001292436,0.2882990635255447,0.29862594559793354,0.29110462441155704,0.29030453976011494,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.34220104448886546
SD,1391034.882210962,3195420.402713949,6704068.0332168555,10519703.622932123,10003655.700860607,9457414.670207163,11320588.934161477,10513976.566813085,10866784.031316597,11391245.509723704,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,3188765.7650090526
SDbw,0.5260710929389303,0.6869230428917332,0.5662050814753672,0.6657168183463289,0.6815247552327983,0.6930855759973726,0.6745011770447548,0.6195793340248166,0.6426781755731934,0.6226808791889755,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,1.0820023395380425
XB*,356.09737553516175,481.0396290992563,13.814283527330337,1.3850928807574683,1.6410297422011368,1.5877760359032902,3.088618549583374,3.604069942819018,1.8813959309165313,2.3900015092166225,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,1418.28555472219
S,-0.3116634523615569,-0.669344072203289,0.4197550837985662,0.6602104794207189,0.5543855828970222,0.4077047366615384,0.8171891127597934,0.8123447197058418,0.809532402262958,0.7980398463044236,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,-0.7962086379933264
DB,1.1793324885466798,1.115203252172254,1.2130971100102153,1.22362418020367,1.2492861407750322,1.2230266724099974,1.5095578338072304,1.5354224339776086,1.3105302502032614,1.3328341960619,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,1.1026581003517537
CH,46.799253081064286,16.746961967239518,2652.06068905836,1833.771496920929,1177.9251848081556,762.223625434777,8265.478014248785,8209.653467133377,7775.8165964220525,6933.891384261036,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,5.457362979741828
AD-S,-0.18809635965214766,-0.6309271484272403,0.5980061620978819,0.6657391294115066,0.5608195488369061,0.4128511078143777,0.8682924639248953,0.8786741968181803,0.8749673522632389,0.8305969229817015,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,-0.7289279572142633
AD-DB,4.2260392180313096,5.330136452651443,5.470957428240388,6.026875359184239,5.702181420067545,5.475615373821894,3.4693769831767747,2.591039577076907,3.376309018269578,3.8185623332494925,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,5.194991031560036
AD-CH,51.62039735076091,17.945773462989525,2205.7401818761746,1700.7566838997652,1209.9860383846653,802.3521601941438,5963.955052372124,5991.274779300432,5571.117799491172,5400.826986383762,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,5.314196440149848
AD-idea,61.442467489460874,1.931146002900369,88.0680930984872,5104.740401022147,2891.894132382178,1287.8956186995078,10250.219227511165,10245.968968960664,10183.078250007442,9871.668069246038,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,1.2852807548489729
