,labels_x1_KMeans_params1,labels_x1_KMeans_params10,labels_x1_KMeans_params11,labels_x1_KMeans_params12,labels_x1_KMeans_params13,labels_x1_KMeans_params14,labels_x1_KMeans_params15,labels_x1_KMeans_params16,labels_x1_KMeans_params17,labels_x1_KMeans_params18,labels_x1_KMeans_params19,labels_x1_KMeans_params2,labels_x1_KMeans_params20,labels_x1_KMeans_params21,labels_x1_KMeans_params22,labels_x1_KMeans_params23,labels_x1_KMeans_params24,labels_x1_KMeans_params25,labels_x1_KMeans_params26,labels_x1_KMeans_params27,labels_x1_KMeans_params28,labels_x1_KMeans_params29,labels_x1_KMeans_params3,labels_x1_KMeans_params30,labels_x1_KMeans_params31,labels_x1_KMeans_params32,labels_x1_KMeans_params33,labels_x1_KMeans_params34,labels_x1_KMeans_params35,labels_x1_KMeans_params36,labels_x1_KMeans_params37,labels_x1_KMeans_params38,labels_x1_KMeans_params39,labels_x1_KMeans_params4,labels_x1_KMeans_params40,labels_x1_KMeans_params41,labels_x1_KMeans_params42,labels_x1_KMeans_params43,labels_x1_KMeans_params44,labels_x1_KMeans_params45,labels_x1_KMeans_params46,labels_x1_KMeans_params47,labels_x1_KMeans_params48,labels_x1_KMeans_params49,labels_x1_KMeans_params5,labels_x1_KMeans_params50,labels_x1_KMeans_params51,labels_x1_KMeans_params52,labels_x1_KMeans_params53,labels_x1_KMeans_params54,labels_x1_KMeans_params55,labels_x1_KMeans_params56,labels_x1_KMeans_params57,labels_x1_KMeans_params58,labels_x1_KMeans_params59,labels_x1_KMeans_params6,labels_x1_KMeans_params60,labels_x1_KMeans_params61,labels_x1_KMeans_params62,labels_x1_KMeans_params63,labels_x1_KMeans_params64,labels_x1_KMeans_params65,labels_x1_KMeans_params66,labels_x1_KMeans_params67,labels_x1_KMeans_params68,labels_x1_KMeans_params69,labels_x1_KMeans_params7,labels_x1_KMeans_params70,labels_x1_KMeans_params71,labels_x1_KMeans_params72,labels_x1_KMeans_params8,labels_x1_KMeans_params9
AMI,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,0.7281735342991879,1.0,0.7281735342991879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7281735342991879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.7281735342991879,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.7281735342991879,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.9069272419832649,0.8061079485484696,0.8061079485484696,0.802563558786519,0.802563558786519,0.802563558786519,0.7281735342991879,0.802563558786519,0.8061079485484696,0.8061079485484696,0.802563558786519,0.802563558786519,0.802563558786519,0.802563558786519,0.8061079485484696,0.8061079485484696,0.802563558786519,0.7281735342991879,0.802563558786519,0.802563558786519,0.802563558786519,0.7281735342991879,0.7281735342991879
