,labels_trajectories_DBSCAN_params10,labels_trajectories_DBSCAN_params11,labels_trajectories_DBSCAN_params12,labels_trajectories_DBSCAN_params13,labels_trajectories_DBSCAN_params14,labels_trajectories_DBSCAN_params15,labels_trajectories_DBSCAN_params16,labels_trajectories_DBSCAN_params17,labels_trajectories_DBSCAN_params18,labels_trajectories_DBSCAN_params19,labels_trajectories_DBSCAN_params20,labels_trajectories_DBSCAN_params21,labels_trajectories_DBSCAN_params22,labels_trajectories_DBSCAN_params23,labels_trajectories_DBSCAN_params24,labels_trajectories_DBSCAN_params25,labels_trajectories_DBSCAN_params26,labels_trajectories_DBSCAN_params27,labels_trajectories_DBSCAN_params28,labels_trajectories_DBSCAN_params5,labels_trajectories_DBSCAN_params6,labels_trajectories_DBSCAN_params9
ARI,0.031772750168027476,0.005106785259017497,0.0014229733485677158,0.777182183227057,0.609224472601813,0.3150621155533895,0.22940439247488362,1.0,1.0,0.9067474668382922,0.9054687852666587,1.0,1.0,1.0,1.0,0.33326665333066613,0.33326665333066613,0.33326665333066613,0.33326665333066613,0.0017289920158195652,7.506318638055526e-05,0.18156129158238016
