,labels_jain_SpectralClustering_params1,labels_jain_SpectralClustering_params10,labels_jain_SpectralClustering_params11,labels_jain_SpectralClustering_params12,labels_jain_SpectralClustering_params13,labels_jain_SpectralClustering_params14,labels_jain_SpectralClustering_params15,labels_jain_SpectralClustering_params16,labels_jain_SpectralClustering_params17,labels_jain_SpectralClustering_params18,labels_jain_SpectralClustering_params19,labels_jain_SpectralClustering_params2,labels_jain_SpectralClustering_params20,labels_jain_SpectralClustering_params21,labels_jain_SpectralClustering_params22,labels_jain_SpectralClustering_params23,labels_jain_SpectralClustering_params24,labels_jain_SpectralClustering_params25,labels_jain_SpectralClustering_params26,labels_jain_SpectralClustering_params27,labels_jain_SpectralClustering_params28,labels_jain_SpectralClustering_params29,labels_jain_SpectralClustering_params3,labels_jain_SpectralClustering_params30,labels_jain_SpectralClustering_params31,labels_jain_SpectralClustering_params32,labels_jain_SpectralClustering_params33,labels_jain_SpectralClustering_params34,labels_jain_SpectralClustering_params35,labels_jain_SpectralClustering_params36,labels_jain_SpectralClustering_params4,labels_jain_SpectralClustering_params5,labels_jain_SpectralClustering_params6,labels_jain_SpectralClustering_params7,labels_jain_SpectralClustering_params8,labels_jain_SpectralClustering_params9
BARI_nn,-0.0665576090715784,0.6006012567205367,0.6746913038533225,0.6006012567205367,0.04419342192318516,0.04419342192318516,0.6807717157325536,0.6415612182733528,0.39833995793010013,0.3628637770556703,0.4857438277476915,-0.0665576090715784,0.42373437794616436,0.4857438277476915,0.42373437794616436,0.4857438277476915,0.42373437794616436,0.3755476837403423,0.23977007099472092,0.5642276091338518,0.5204217280933676,0.35721047127034883,0.7237628424657534,0.35623275462090437,0.3153794459924639,0.3436019700487259,0.3153794459924639,0.3436019700487259,0.3153794459924639,0.3436019700487259,0.5934534115071861,0.3365070864553129,0.3365070864553129,0.6746913038533225,0.6006012567205367,0.6746913038533225
