,labels_dense_DBSCAN_params1,labels_dense_DBSCAN_params11,labels_dense_DBSCAN_params12,labels_dense_DBSCAN_params16,labels_dense_DBSCAN_params21,labels_dense_DBSCAN_params22,labels_dense_DBSCAN_params26,labels_dense_DBSCAN_params27,labels_dense_DBSCAN_params31,labels_dense_DBSCAN_params32,labels_dense_DBSCAN_params36,labels_dense_DBSCAN_params37,labels_dense_DBSCAN_params38,labels_dense_DBSCAN_params41,labels_dense_DBSCAN_params42,labels_dense_DBSCAN_params43,labels_dense_DBSCAN_params46,labels_dense_DBSCAN_params49,labels_dense_DBSCAN_params55,labels_dense_DBSCAN_params6,labels_dense_DBSCAN_params7
CS,2.4726874019772724,3.32453361339298,1.7144218430409255,1.3683146908864,0.8927071483595769,1.435678687280343,1.0984617821341442,1.1054655740784602,1.1112814896999945,1.4367502813040578,1.2062942424761953,1.5308278739051924,1.688078976587846,0.8114070962650557,1.6244047355664828,1.9216237437958996,0.773869814937061,2.0045639211883595,2.773081152636114,1.8619142915696953,2.46959237144742
SF,0.39476118180598363,0.4112878442577007,0.4212553423304146,0.4264340566066579,0.31743040077456675,0.4554681305518602,0.2617032600684259,0.42402024970784014,0.21079690758868852,0.20662981751924359,0.2126215549333561,0.22163420493491348,0.3024137359512652,0.2699660059029091,0.263052091934185,0.2879504710697176,0.22876598806306125,0.3241476302351227,0.25910373791295216,0.38402199663053005,0.39109453335875355
SD,322238.73446553445,311483.1132876003,542123.822055329,237618.15711076724,135478.48929146118,390729.2228024099,146587.78998337494,301596.44638732256,372541.2408373871,299794.2865326481,725342.9605772251,633957.5853447693,511719.4859265517,698948.0990360935,1155392.9069959922,948541.2445435836,1136843.2255233228,717316.7187319418,948686.2111596036,195625.04210570882,365858.44364432845
SDbw,2.3059678138096515,0.7966679869621787,1.0061756355483884,0.9238653624809419,0.6541901456019745,0.6988750965353876,0.6861985701601225,0.9056799308993486,0.6182322182471996,0.8071351195483873,0.717103887875301,0.826216620987235,1.012389705006728,0.7164233341984978,1.0558880229871828,0.9574988141249493,1.5164827758347363,0.8423375757312406,1.0604233945458814,1.469017236960121,2.4467761758259297
XB*,2786.2412341979393,160.37149269344408,79.01250399634276,156.17693393134812,238.4074308900937,200.98084237302558,276.7375613452518,105.6280170106238,41.35058212148418,66.41556160992646,8.456408849617004,8.04398715274973,5.565093701421129,0.4686376252046948,2.2765199412948895,6.466993868364127,0.26116284037421417,11.303794488209489,320.5281218934037,1062.3152092020982,1058.1223634428472
S,-0.24169073522896517,-0.10154143070209502,0.18108328824591768,0.30001936190507855,0.3458471847719454,0.3335672708741139,0.4102020099669006,0.33751268513874016,0.4275961481375642,0.47528011855179614,0.5218639298620357,0.5019994080619828,0.5143964777492885,0.5630749357328093,0.607516064676039,0.5752668752702189,0.3630474783867252,0.5470860756649831,0.5403505523809854,0.0418096578198955,-0.14477473446324743
DB,1.0539621181477772,1.658982089622553,0.6918330383147953,5.449393666753809,4.092767364183665,9.31742620652725,4.190709251102461,5.45856236630377,2.8010445041272414,3.73606934972747,2.186430452805359,2.124474787004271,2.1389096261373757,0.8451202145472722,1.6382253040573973,2.6988837459582165,0.7649976334588787,3.353238287980376,16.922411366838915,0.8443582761922602,0.9898606951654388
CH,2.6748149273166915,46.806272554472656,70.81871113375655,113.60637753683403,52.88546112319697,211.27633059811714,54.70115041761556,150.10507211114356,117.76633146957337,94.0006813953015,154.44168370599698,146.22850922856887,192.8682185896321,189.22581177488698,249.2547563752573,242.58940952978702,11.75783405893134,247.16142800224787,218.12966113585077,7.690234665231725,6.794151191894433
AD-S,-0.15422716726746735,0.05509748394429769,0.23896457459598622,0.515964146411514,0.5756941759861927,0.4863567781764769,0.5965655551110315,0.5057262156942187,0.6045030473933338,0.5537519207762869,0.6558300303534833,0.5829429441529363,0.4882505220776487,0.7160870738468692,0.7029394171020259,0.5906947167351652,0.33556542755633845,0.5232228771579703,0.4383394057912626,0.10397831868146425,-0.08245883228103291
AD-DB,0.8314323635627835,1.2116013507085732,0.871053998422866,1.6555165897422301,1.5774204115979316,1.9923047884803438,1.651405142325265,1.4397000005158318,1.4307169403051205,1.8902880682456384,1.3914641527303484,1.8995832980681933,1.6427134364970812,0.7442816728780819,0.8829252720871548,1.647285036038262,1.0338178384880816,1.5689564560912224,2.061842070435788,1.0006152829042239,0.9852700298671285
AD-CH,4.376441539574613,76.68223197241424,136.43982239931444,131.63375601793152,57.602489526718315,253.21857239632456,53.12003994168217,172.93398828501037,97.79925830709041,78.6286183676019,144.23835227520695,134.961215163551,160.3079761228454,189.42111343120652,273.8811762278512,259.7647995728714,89.26715121715891,230.50943248755948,216.74096823814833,21.12561689736851,10.584858503605291
AD-idea,1.2510072313432616,6.608554208014478,1.8408872407761536,18.14030601278379,138.1473810555468,7.9681567916061615,70.14832886754972,8.203252861309624,22.17693578847161,43.53204215199859,72.80196015073436,28.180061774587188,11.67302763259256,49.39865743766448,24.944569463396487,20.85249068454891,3.2186158207728788,12.106975322136206,5.900378357284464,1.8728055592820156,1.2628652607147135
