,labels_data6_MeanShift_params1,labels_data6_MeanShift_params10,labels_data6_MeanShift_params11,labels_data6_MeanShift_params12,labels_data6_MeanShift_params13,labels_data6_MeanShift_params14,labels_data6_MeanShift_params15,labels_data6_MeanShift_params16,labels_data6_MeanShift_params17,labels_data6_MeanShift_params18,labels_data6_MeanShift_params19,labels_data6_MeanShift_params2,labels_data6_MeanShift_params20,labels_data6_MeanShift_params27,labels_data6_MeanShift_params28,labels_data6_MeanShift_params29,labels_data6_MeanShift_params3,labels_data6_MeanShift_params30,labels_data6_MeanShift_params37,labels_data6_MeanShift_params38,labels_data6_MeanShift_params4,labels_data6_MeanShift_params5,labels_data6_MeanShift_params6,labels_data6_MeanShift_params7,labels_data6_MeanShift_params8,labels_data6_MeanShift_params9
B,0.013298622851943592,0.11831610889026475,0.11926888436588277,0.11899678158714179,0.05070266984183863,0.05031034247997332,0.11870596020215346,0.11831610889026475,0.3718475749431402,0.3711405918383413,0.05040570727115616,0.011531233176152948,0.049190659434080686,0.23942062971612604,0.23942062971612604,0.24728340159890547,0.02081835213966412,0.3724716491781278,0.35531359297032605,0.3556010693070338,0.01821817395133738,0.04314662427243903,0.043846491533090746,0.05070266984183863,0.05031034247997332,0.11870596020215346
BH,0.3394526042277289,12.19852427599711,12.33529381167991,12.325760838027058,3.4499411166414924,3.4255487968677527,12.212512970215625,12.19852427599711,75.0199471913621,75.07314781273764,2.907145277326542,0.2777166241434988,2.837550053079577,38.346092197189684,38.346092197189684,36.675005196671464,0.7671182707789643,75.1165683069813,130.57515268376693,130.63510708140208,0.5946120974890088,2.4633755210406907,2.504219779941938,3.4499411166414924,3.4255487968677527,12.212512970215625
D,0.22343584300323935,0.327379383558721,0.34141923339745717,0.33880890289159366,0.18432162935849852,0.1746013194019633,0.3280029457301879,0.327379383558721,0.173523196958918,0.1740134418270822,0.18103677099707266,0.1683366042046909,0.15616212387854508,0.23165823022449336,0.23165823022449336,0.2814498180838317,0.21035324588332885,0.1759963246258126,0.40443037225962236,0.40381114868182966,0.20490538547624618,0.22423089161178827,0.2233915943610055,0.18432162935849852,0.1746013194019633,0.3280029457301879
H,2.6126834642867895,0.7903902190234056,0.7999373217463884,0.7958085717034441,1.1322843951975268,1.151678260424623,0.80030527885451,0.7903902190234056,0.7864085385455649,0.7842432201214715,1.3866259343238378,2.9672294469682794,1.3393171172305733,0.7776057349719203,0.7776057349719203,0.8363553830286721,1.8845032750422692,0.7849804319401817,0.3011845268354129,0.30139687157003725,2.220069956368101,1.0789901069830763,1.1047943061004164,1.1322843951975268,1.151678260424623,0.80030527885451
DBCV,-0.614470984998393,-0.789096539014536,-0.7474612358344958,-0.7867433832778196,-0.7201338624784106,-0.6642779189800947,-0.7771063701697901,-0.789096539014536,-0.9491045073386304,-0.9363298839143213,-0.6937469828432865,-0.6956482011917839,-0.5818365113712753,-0.920292617397434,-0.920292617397434,-0.9458733803623226,-0.5704821136392197,-0.9538835875309114,-0.9804233290762362,-0.967994021520468,-0.6505285190637472,-0.5969494227503263,-0.6859206719699994,-0.7201338624784106,-0.6642779189800947,-0.7771063701697901
I,0.6374857658802863,0.8336005400045613,0.829915056805378,0.8310652332751933,0.749776915835701,0.751040243951652,0.8334208800510787,0.8336005400045613,0.8632683846379469,0.8656777938440541,0.6859990319239357,0.6080784610108873,0.699307238215011,0.693139236633468,0.693139236633468,0.7287706990615849,0.7188452920160149,0.8619695153487036,0.880353075767514,0.8798113893743924,0.6597507864639088,0.760701636666187,0.7538686911008313,0.749776915835701,0.751040243951652,0.8334208800510787
C,0.014289972078066518,0.040069376927949214,0.04035931704471375,0.04045811703890077,0.034019436831277866,0.03358660840267007,0.03990465655703021,0.040069376927949214,0.11528168061743006,0.11574451971152626,0.03526420710373942,0.013287645957657088,0.03389182633534217,0.08362332388094405,0.08362332388094405,0.07404259708406034,0.01927422796176881,0.11537412713657984,0.08178668581972508,0.08190717023028757,0.018517023489724466,0.02795717631876723,0.028694265169163492,0.034019436831277866,0.03358660840267007,0.03990465655703021
CDbw,0.7769044113171115,0.289858348905543,0.30026359647340317,0.2987164508401067,0.6598727360235608,0.5654279022288198,0.3113357637678158,0.289858348905543,0.21547042913881942,0.2214719826790925,0.6487031833242536,0.9940314006999057,0.6686178838130559,0.17769025694190538,0.17769025694190538,0.20544877811297654,0.6811429015138819,0.22494582233040417,0.006084742033420544,0.005992913046768885,0.7563126080257033,0.6586969958574116,0.6269421998520244,0.6598727360235608,0.5654279022288198,0.3113357637678158
VIASCKDE,0.5973502004018173,0.7202932370112011,0.7303834151926778,0.7172618764265101,0.7025587832820301,0.6930506997095812,0.721366173789099,0.7202932370112011,0.7436361546676261,0.7434034486646897,0.6842038793913999,0.5552527797119077,0.6900890939475829,0.7208700625826474,0.7208700625826474,0.7045704645213607,0.6284527531085345,0.7468584137183553,0.7565238853031014,0.7536237251918487,0.599531906169288,0.679787588811487,0.6741807853027246,0.7025587832820301,0.6930506997095812,0.721366173789099
COP,0.3327427091196529,0.33043088609135957,0.3281891412238373,0.33121296724216037,0.2694731651362381,0.2698833936468261,0.33191795522162876,0.33043088609135957,0.40576123351318244,0.40521885263946344,0.27149517049114963,0.3491279393715116,0.2624342669459569,0.4443271099266053,0.4443271099266053,0.3717170955057978,0.2823428349286339,0.4052060758364165,0.47024468535619635,0.469946779991919,0.30962547245221744,0.28451026577344735,0.27816087654300303,0.2694731651362381,0.2698833936468261,0.33191795522162876
Sym,0.047077838878835716,0.027163150213688807,0.021779745538722105,0.021965007551537442,0.03934658758399363,0.04059344407153675,0.026970460681261382,0.027163150213688807,0.01469037995124109,0.014793231483620441,0.030659079890634613,0.044652105011115314,0.03952423978613785,0.009854691906788773,0.009854691906788773,0.010458032196984098,0.04796887231029613,0.014455882011048889,0.009487184809865552,0.00946758275127514,0.046234069535497954,0.04393285869316107,0.042326498319765093,0.03934658758399363,0.04059344407153675,0.026970460681261382
CS,0.8889608376320662,1.0139186481686042,1.01779706770167,1.0115883479459251,0.9328078476308019,0.9538570340544389,1.0218525914706085,1.0139186481686042,1.5269401976069699,1.5252169283948847,1.0356534232700185,0.900166422021486,0.9828959126455772,1.2970539288006147,1.2970539288006147,1.2575949504059836,0.9184904952668814,1.52636381814803,1.0425286398475306,1.0428562127110994,0.9505893443513247,0.8450146195489953,0.8615236205915461,0.9328078476308019,0.9538570340544389,1.0218525914706085
SF,0.1661158304684175,0.22757079171961758,0.2269792229638964,0.22693452083512466,0.2049275963608015,0.20432745575945144,0.22776036215813855,0.22757079171961758,0.2756523932306222,0.2759188419825894,0.19700393439649422,0.15757484836268332,0.20061574061236243,0.2548582787974847,0.2548582787974847,0.238955396764164,0.18299880334506102,0.2755486209409074,0.36398791745745496,0.36392695808610565,0.1714879404952545,0.20311069434721563,0.20223325909135348,0.2049275963608015,0.20432745575945144,0.22776036215813855
SD,87586.89580252874,1015033.1165084403,1001498.47060712,1001026.1963282786,414673.73049694166,417370.57581024244,1019015.4031761402,1015033.1165084403,2773654.903253299,2770508.662450856,367157.80383853515,77870.54961029331,362903.00897866354,1594721.498726594,1594721.498726594,1745700.0481451515,155281.2889732313,2783700.1061734045,2813967.500871939,2815885.77579227,132105.30886573554,338206.57086642226,340668.86939624016,414673.73049694166,417370.57581024244,1019015.4031761402
SDbw,0.1095012050011355,0.5056292797655629,0.48955382264117214,0.4997953099760578,0.2563050220692371,0.2604979960392559,0.5061555200894932,0.5056292797655629,0.9387204142185649,0.9377348149299235,0.23594208632323962,0.09954617453536597,0.2341590430813435,0.6171146211193305,0.6171146211193305,0.7263159271346821,0.1440257152343348,0.9448209611554068,1.0956816964596219,1.0978287542096548,0.130849506158756,0.20964493463766068,0.21261481590567916,0.2563050220692371,0.2604979960392559,0.5061555200894932
XB*,0.46002134192912675,0.25760035115925006,0.2323255719488563,0.22782359548195266,0.5238433166190679,0.509869101334789,0.2626939113498561,0.25760035115925006,0.6036495633217962,0.604667320640201,0.5837945938650577,0.5411886725564079,0.6144457599120109,0.44969806190833034,0.44969806190833034,0.3922205501809063,0.6343047301941129,0.6005007174149563,0.1795603245702145,0.17947289278972597,0.5549706253846713,0.31736615524722955,0.33328833615851156,0.5238433166190679,0.509869101334789,0.2626939113498561
S,0.4494652508688497,0.49082837847251115,0.48986091327062115,0.48920324436258217,0.47621664876861153,0.47302908869410876,0.4918718817900551,0.49082837847251115,0.3744388722897842,0.3742133689236406,0.46127627628776124,0.42830247109312714,0.4626350288893751,0.40865934602981874,0.40865934602981874,0.413651067582726,0.4652679542191218,0.37461239959509796,0.5000386061920021,0.4998639849657898,0.4407178386326046,0.49001883967095444,0.4838917128284056,0.47621664876861153,0.47302908869410876,0.4918718817900551
DB,0.6277321276897698,0.6854851918814261,0.6925781533206955,0.690513688806034,0.6176269861882442,0.6215544298937066,0.6893935364809308,0.6854851918814261,1.157877334942184,1.1563938964589324,0.6219251651667249,0.6474764711752337,0.6141741931789274,0.9378448138221546,0.9378448138221546,0.9465956568033886,0.5962523829380564,1.1583021915009108,0.8050183429647899,0.8052794278229427,0.6164881174914774,0.5706732639870205,0.573509327323923,0.6176269861882442,0.6215544298937066,0.6893935364809308
CH,3535.47809837656,1510.6731112912898,1491.7190557768472,1493.0265347901218,1896.7138205085257,1911.0030360785925,1508.715013339873,1510.6731112912898,895.5283083811115,894.5404295671586,1847.541298068156,3641.9866869019274,1895.28072683192,1030.2644378838665,1030.2644378838665,1092.335659992994,2903.5763499667373,893.7351943798158,1407.1626026920733,1406.0587640817591,2981.58271825351,2198.1868951728597,2160.7210095438913,1896.7138205085257,1911.0030360785925,1508.715013339873
AD-S,0.15825462129568277,0.10172884458235262,0.1012160435475544,0.09981214460078928,0.10220134173177561,0.0983236713442737,0.10346839678267679,0.10172884458235262,0.1934579945520126,0.19206209485146514,0.10900682289511696,0.15675144025326282,0.10308468700405035,-0.03083828116636363,-0.03083828116636363,0.19253522726672603,0.16645846987302645,0.203788006278193,-0.5770948546737636,-0.5785840821349746,0.13699650198542454,0.15443605181459635,0.15070154330950356,0.10220134173177561,0.0983236713442737,0.10346839678267679
AD-DB,1.8324515436134086,1.9666692281914109,2.0255732664288404,2.0377081844544414,1.9891567744406236,2.0143862355846838,1.943927093711632,1.9666692281914109,3.5379035335786297,3.5373246820353557,1.9742456455906996,1.8234760470297424,1.9367695544959005,3.15854996908074,3.15854996908074,4.864197987036649,1.71736422556571,3.470820144159939,1.808317824360603,1.8098123853151766,1.848107295740162,1.6900144307992604,1.71596996129309,1.9891567744406236,2.0143862355846838,1.943927093711632
AD-CH,284.71158577135475,979.1088764433173,973.7960762444221,968.0249558326419,590.3599395630446,588.8179102248832,996.560474423578,979.1088764433173,702.0772243108821,697.7981149554764,514.6926675068497,264.58123094762516,542.5264716474114,826.8297611059066,826.8297611059066,523.6261242070509,384.5778092443362,722.2671588528872,668.5820283711134,667.1587094455817,336.2146366890852,563.1121260164089,558.5492215003447,590.3599395630446,588.8179102248832,996.560474423578
AD-idea,101.69726086408359,1.8336221058962459,1.6382325756191614,1.6228845448143445,3.6445064212693827,3.3157929766653567,1.868504288376349,1.8336221058962459,6.6593952843187125,6.678362266829025,3.8678657217167114,161.74273802194142,4.395854109995005,0.9010533201181473,0.9010533201181473,8.165205617799316,27.169134479273072,6.966650158862344,0.12690582251850027,0.12606075815016066,23.714771472881427,6.974161669924008,6.651195903001208,3.6445064212693827,3.3157929766653567,1.868504288376349
