,labels_zigzag_MeanShift_params1,labels_zigzag_MeanShift_params10,labels_zigzag_MeanShift_params11,labels_zigzag_MeanShift_params12,labels_zigzag_MeanShift_params13,labels_zigzag_MeanShift_params14,labels_zigzag_MeanShift_params15,labels_zigzag_MeanShift_params16,labels_zigzag_MeanShift_params17,labels_zigzag_MeanShift_params18,labels_zigzag_MeanShift_params19,labels_zigzag_MeanShift_params2,labels_zigzag_MeanShift_params20,labels_zigzag_MeanShift_params21,labels_zigzag_MeanShift_params22,labels_zigzag_MeanShift_params23,labels_zigzag_MeanShift_params24,labels_zigzag_MeanShift_params25,labels_zigzag_MeanShift_params26,labels_zigzag_MeanShift_params27,labels_zigzag_MeanShift_params28,labels_zigzag_MeanShift_params29,labels_zigzag_MeanShift_params3,labels_zigzag_MeanShift_params30,labels_zigzag_MeanShift_params4,labels_zigzag_MeanShift_params5,labels_zigzag_MeanShift_params6,labels_zigzag_MeanShift_params7,labels_zigzag_MeanShift_params8,labels_zigzag_MeanShift_params9
FMI,0.470642738344026,0.48959822509722056,0.5102257100826632,0.49711091926756734,0.4949654792892868,0.4922891669062107,0.5107289268264015,0.48959822509722056,0.5512953886117561,0.5285951608146798,0.5512953886117561,0.4633345433728947,0.5386357213989549,0.5508958508938964,0.5189262025276087,0.5503121168207503,0.5522929683924827,0.5576681716071845,0.5708870073001047,0.49870912464214157,0.4791219410196109,0.5505492264939197,0.4659408947830107,0.5505492264939197,0.4646000548957935,0.4868170351251827,0.4795257596088456,0.4949654792892868,0.4922891669062107,0.5107289268264015
