,labels_data6_MeanShift_params1,labels_data6_MeanShift_params10,labels_data6_MeanShift_params11,labels_data6_MeanShift_params12,labels_data6_MeanShift_params13,labels_data6_MeanShift_params14,labels_data6_MeanShift_params15,labels_data6_MeanShift_params16,labels_data6_MeanShift_params17,labels_data6_MeanShift_params18,labels_data6_MeanShift_params19,labels_data6_MeanShift_params2,labels_data6_MeanShift_params20,labels_data6_MeanShift_params27,labels_data6_MeanShift_params28,labels_data6_MeanShift_params29,labels_data6_MeanShift_params3,labels_data6_MeanShift_params30,labels_data6_MeanShift_params37,labels_data6_MeanShift_params38,labels_data6_MeanShift_params4,labels_data6_MeanShift_params5,labels_data6_MeanShift_params6,labels_data6_MeanShift_params7,labels_data6_MeanShift_params8,labels_data6_MeanShift_params9
AMI,0.36188799816103806,0.5307451749815524,0.5292136471814068,0.5253403692090938,0.4499817892460068,0.44888831823377723,0.5402697080376972,0.5307451749815524,0.4880404585654065,0.4865087203219939,0.4257326590163512,0.35392135566761457,0.44126309261955365,0.49731664089140326,0.49731664089140326,0.3945096790184929,0.390393048129553,0.48806113633914566,0.45887626781150154,0.4616923464414939,0.3786159686496964,0.4531034451360354,0.44962770454972323,0.4499817892460068,0.44888831823377723,0.5402697080376972
