,labels_ring_SpectralClustering_params1,labels_ring_SpectralClustering_params10,labels_ring_SpectralClustering_params11,labels_ring_SpectralClustering_params12,labels_ring_SpectralClustering_params13,labels_ring_SpectralClustering_params14,labels_ring_SpectralClustering_params15,labels_ring_SpectralClustering_params16,labels_ring_SpectralClustering_params17,labels_ring_SpectralClustering_params18,labels_ring_SpectralClustering_params19,labels_ring_SpectralClustering_params2,labels_ring_SpectralClustering_params20,labels_ring_SpectralClustering_params21,labels_ring_SpectralClustering_params22,labels_ring_SpectralClustering_params23,labels_ring_SpectralClustering_params24,labels_ring_SpectralClustering_params25,labels_ring_SpectralClustering_params26,labels_ring_SpectralClustering_params27,labels_ring_SpectralClustering_params28,labels_ring_SpectralClustering_params29,labels_ring_SpectralClustering_params3,labels_ring_SpectralClustering_params30,labels_ring_SpectralClustering_params31,labels_ring_SpectralClustering_params32,labels_ring_SpectralClustering_params33,labels_ring_SpectralClustering_params34,labels_ring_SpectralClustering_params35,labels_ring_SpectralClustering_params36,labels_ring_SpectralClustering_params4,labels_ring_SpectralClustering_params5,labels_ring_SpectralClustering_params6,labels_ring_SpectralClustering_params7,labels_ring_SpectralClustering_params8,labels_ring_SpectralClustering_params9
AMI,0.024245977573110207,0.28469975020423344,0.27801499350276,0.28469975020423344,0.32021418566699167,0.07603218598302584,0.7998145913651263,0.7998145913651263,0.7997702277319615,0.7997702277319616,0.4052030207237078,0.2687363329611365,0.3620862933451199,0.4052030207237078,0.3620862933451199,0.4052030207237078,0.3620862933451199,0.28582328805156754,0.516578761061779,0.7157900288434152,0.7158034584575469,0.7157766007138647,1.0,0.7157699472043091,0.7157677294482934,0.7157810765921194,0.7157677294482934,0.7157810765921194,0.7157677294482934,0.7157810765921194,1.0,1.0,1.0,0.27801499350276,0.28469975020423344,0.27801499350276
