,labels_s4_MeanShift_params1,labels_s4_MeanShift_params10,labels_s4_MeanShift_params11,labels_s4_MeanShift_params12,labels_s4_MeanShift_params13,labels_s4_MeanShift_params14,labels_s4_MeanShift_params15,labels_s4_MeanShift_params16,labels_s4_MeanShift_params17,labels_s4_MeanShift_params18,labels_s4_MeanShift_params19,labels_s4_MeanShift_params2,labels_s4_MeanShift_params20,labels_s4_MeanShift_params3,labels_s4_MeanShift_params4,labels_s4_MeanShift_params5,labels_s4_MeanShift_params6,labels_s4_MeanShift_params7,labels_s4_MeanShift_params8,labels_s4_MeanShift_params9
FMI,0.600784042186672,0.41138925016903927,0.367573294893589,0.36328597167204835,0.38750047189076386,0.4102845421867835,0.36991859752352524,0.41138925016903927,0.37128152779139234,0.33221545602306657,0.3116473575432692,0.5906807105678724,0.3117105999216478,0.5811485822123306,0.552897646047073,0.38793449690854026,0.36562390395476224,0.38750047189076386,0.4102845421867835,0.36991859752352524
