,labels_data5_DBSCAN_params10,labels_data5_DBSCAN_params13,labels_data5_DBSCAN_params14,labels_data5_DBSCAN_params17,labels_data5_DBSCAN_params18,labels_data5_DBSCAN_params19,labels_data5_DBSCAN_params20,labels_data5_DBSCAN_params21,labels_data5_DBSCAN_params22,labels_data5_DBSCAN_params23,labels_data5_DBSCAN_params24,labels_data5_DBSCAN_params25,labels_data5_DBSCAN_params26,labels_data5_DBSCAN_params27,labels_data5_DBSCAN_params28,labels_data5_DBSCAN_params29,labels_data5_DBSCAN_params30,labels_data5_DBSCAN_params31,labels_data5_DBSCAN_params32,labels_data5_DBSCAN_params33,labels_data5_DBSCAN_params34,labels_data5_DBSCAN_params35,labels_data5_DBSCAN_params36,labels_data5_DBSCAN_params37,labels_data5_DBSCAN_params38,labels_data5_DBSCAN_params39,labels_data5_DBSCAN_params40,labels_data5_DBSCAN_params41,labels_data5_DBSCAN_params42,labels_data5_DBSCAN_params43,labels_data5_DBSCAN_params44,labels_data5_DBSCAN_params5,labels_data5_DBSCAN_params9
BARI_nn,1.0,0.49231172202482715,0.7464128384844902,0.8729720761484425,0.9398592940767871,0.6646846188929277,0.6647409886468296,0.9863328186644219,0.9942522039011616,0.9936945400553209,0.99655627559584,0.39968878643241407,0.39968878643241407,0.39968878643241407,0.9945838502993672,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,0.39935477563144745,1.0,0.16174052219025664
