,labels_spiral_DBSCAN_params11,labels_spiral_DBSCAN_params16,labels_spiral_DBSCAN_params17,labels_spiral_DBSCAN_params21,labels_spiral_DBSCAN_params22,labels_spiral_DBSCAN_params23,labels_spiral_DBSCAN_params26,labels_spiral_DBSCAN_params27,labels_spiral_DBSCAN_params28,labels_spiral_DBSCAN_params31,labels_spiral_DBSCAN_params32,labels_spiral_DBSCAN_params33,labels_spiral_DBSCAN_params34,labels_spiral_DBSCAN_params36,labels_spiral_DBSCAN_params37,labels_spiral_DBSCAN_params38,labels_spiral_DBSCAN_params39,labels_spiral_DBSCAN_params41,labels_spiral_DBSCAN_params42,labels_spiral_DBSCAN_params43,labels_spiral_DBSCAN_params44
cSIL,0.9788431816406644,0.7400237885092243,0.9379390917067152,0.0869843291044494,0.7788594864320362,0.9804290168774754,0.08355202384992082,0.41432129301329673,0.9616282841453024,0.08355202384992082,0.08355202384992082,0.8152870315346087,0.9641861831789829,0.08355202384992082,0.08355202384992082,0.5570041195292844,0.9340566161281266,0.08355202384992082,0.08355202384992082,0.2801833273890418,0.8770462379180813
GD43,28.683384939801112,0.3713102788863247,10.131314314845971,0.23723941849079624,2.7488376066443365,45.23987584018454,0.23163129940102986,0.7852946362060537,19.68165078007633,0.23163129940102986,0.23163129940102986,3.6599949582505396,26.84898468356413,0.23163129940102986,0.23163129940102986,1.234846346277654,11.806368954242727,0.23163129940102986,0.23163129940102986,0.5705155156963494,6.912035711381144
GD53,0.024855273416565446,0.003444864194581507,0.20413540288671253,0.4823298307340304,0.4190497236325038,0.41542032586001304,0.4861246100943851,0.42157095807082695,0.3137385739670167,0.4861246100943851,0.4861246100943851,0.3499338760348043,0.48051740134251947,0.4861246100943851,0.4861246100943851,0.4223700637932397,0.3664211427224309,0.4861246100943851,0.4861246100943851,0.440671845400886,0.4749635899756893
PS,-0.022844202996453733,-3.077444016899949,1.281201141186947,2.770718974098019,2.1769709271660282,1.8581055643277948,2.7637837187748717,2.6077305749549193,2.269287936956837,2.7637837187748717,2.7637837187748717,2.7262558338442453,1.9198904613529664,2.7637837187748717,2.7637837187748717,2.5869183406745986,2.4101982143541774,2.7637837187748717,2.7637837187748717,2.5956289862410395,2.6068969481930466
rCIP,0.0002338833533817746,37.88620257126468,1.187073749367257,0.9732069572036854,0.6246463584129117,5.524162931924548e-16,0.968766780280337,1.4086022268404659,1.5980759485192862e-07,0.968766780280337,0.968766780280337,0.26344462215130254,4.913805395698007e-08,0.968766780280337,0.968766780280337,1.2606734848471615,0.0005730728555168136,0.968766780280337,0.968766780280337,1.3640686124800945,0.04144444263189745
WB,0.14143932594807596,11.183335524869856,0.35379673391844585,79.52153960581828,3.08055126413883,0.16197257634605147,79.95315191360291,11.853748016562031,0.3665988639285592,79.95315191360291,79.95315191360291,1.748232925750107,0.2975540095566618,79.95315191360291,79.95315191360291,6.231170175364488,0.6436774085221327,79.95315191360291,79.95315191360291,19.223489273684784,1.205973820854557
XB,0.060466711236145554,7.971196587458376,0.16470702530186918,9.176984790614588,0.3824972045305483,0.020184082623369837,9.676995795653529,1.5103096898844734,0.04291860862403155,9.676995795653529,9.676995795653529,0.23383385670644183,0.03717588366312861,9.676995795653529,9.676995795653529,0.8940583097515817,0.07217179800228059,9.676995795653529,9.676995795653529,2.4228219537358564,0.13993940539088798
SSE,0.0876046982386344,32.11907579424147,0.4529665777030702,143.43264601552454,10.25919583076004,0.15039249382414854,144.64503834885625,44.92704915308687,0.5582874825792042,144.64503834885625,144.64503834885625,5.898491423280333,0.38771599552533775,144.64503834885625,144.64503834885625,25.97925459679312,1.340319924511132,144.64503834885625,144.64503834885625,62.20477197827636,3.5034581401114004
RS,0.9155781970772942,-0.9525550177486829,0.7354899089241169,-1.8919718936806593,-0.36940466213516426,0.8519567582834682,-1.8924297883415448,-1.3844660960938773,0.6913024606362873,-1.8924297883415448,-1.8924297883415448,-0.10170294158789679,0.7412206035003178,-1.8924297883415448,-1.8924297883415448,-1.0180409306120575,0.48365413783433525,-1.8924297883415448,-1.8924297883415448,-1.5851357412183804,0.1401571619649332
DH,0.07953601281221451,0.2749433753466348,0.1731913900536503,0.948598743244874,0.41048658225089957,0.15927482798529707,0.9490068729450966,0.7889714340338352,0.215220545231131,0.9490068729450966,0.9490068729450966,0.45425633695887035,0.21571985909812233,0.9490068729450966,0.9490068729450966,0.6901880698819383,0.2878291820780801,0.9490068729450966,0.9490068729450966,0.8461106941304101,0.3896048540579218
