,labels_parabolic_KMeans_params1,labels_parabolic_KMeans_params10,labels_parabolic_KMeans_params11,labels_parabolic_KMeans_params12,labels_parabolic_KMeans_params13,labels_parabolic_KMeans_params14,labels_parabolic_KMeans_params15,labels_parabolic_KMeans_params16,labels_parabolic_KMeans_params17,labels_parabolic_KMeans_params18,labels_parabolic_KMeans_params19,labels_parabolic_KMeans_params2,labels_parabolic_KMeans_params20,labels_parabolic_KMeans_params21,labels_parabolic_KMeans_params22,labels_parabolic_KMeans_params23,labels_parabolic_KMeans_params24,labels_parabolic_KMeans_params25,labels_parabolic_KMeans_params26,labels_parabolic_KMeans_params27,labels_parabolic_KMeans_params28,labels_parabolic_KMeans_params29,labels_parabolic_KMeans_params3,labels_parabolic_KMeans_params30,labels_parabolic_KMeans_params31,labels_parabolic_KMeans_params32,labels_parabolic_KMeans_params33,labels_parabolic_KMeans_params34,labels_parabolic_KMeans_params35,labels_parabolic_KMeans_params36,labels_parabolic_KMeans_params37,labels_parabolic_KMeans_params38,labels_parabolic_KMeans_params39,labels_parabolic_KMeans_params4,labels_parabolic_KMeans_params40,labels_parabolic_KMeans_params41,labels_parabolic_KMeans_params42,labels_parabolic_KMeans_params43,labels_parabolic_KMeans_params44,labels_parabolic_KMeans_params45,labels_parabolic_KMeans_params46,labels_parabolic_KMeans_params47,labels_parabolic_KMeans_params48,labels_parabolic_KMeans_params49,labels_parabolic_KMeans_params5,labels_parabolic_KMeans_params50,labels_parabolic_KMeans_params51,labels_parabolic_KMeans_params52,labels_parabolic_KMeans_params53,labels_parabolic_KMeans_params54,labels_parabolic_KMeans_params6,labels_parabolic_KMeans_params7,labels_parabolic_KMeans_params8,labels_parabolic_KMeans_params9
B,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.2641185442696297,0.31077334351940905,0.2641185442696297,0.2635914152692809,0.2635914152692809,0.26293356590486533,0.26293356590486533,0.2641185442696297,0.2641185442696297,0.2635914152692809,0.2635914152692809,0.26293356590486533,0.31077334351940905,0.26293356590486533,0.2641185442696297,0.2641185442696297,0.2635914152692809,0.2635914152692809,0.26293356590486533,0.26293356590486533,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.31077334351940905,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.31077334351940905,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.18351961235492667,0.31077334351940905,0.31077334351940905,0.31077334351940905,0.31077334351940905
BH,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783,48.911818923595156,98.64242167489783,48.911818923595156,48.91021309446495,48.91021309446495,48.90835870703159,48.90835870703159,48.911818923595156,48.911818923595156,48.91021309446495,48.91021309446495,48.90835870703159,98.64242167489783,48.90835870703159,48.911818923595156,48.911818923595156,48.91021309446495,48.91021309446495,48.90835870703159,48.90835870703159,24.196992464550753,24.196992464550753,24.196992464550753,98.64242167489783,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,98.64242167489783,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,24.196992464550753,98.64242167489783,98.64242167489783,98.64242167489783,98.64242167489783
D,0.3566162733112576,0.358499177186877,0.358499177186877,0.358499177186877,0.3566162733112576,0.3566162733112576,0.358499177186877,0.358499177186877,0.358499177186877,0.358499177186877,0.22400343021187832,0.3566162733112576,0.22400343021187832,0.22437318374610618,0.22437318374610618,0.2100425947195176,0.2100425947195176,0.22400343021187832,0.22400343021187832,0.22437318374610618,0.22437318374610618,0.2100425947195176,0.358499177186877,0.2100425947195176,0.22400343021187832,0.22400343021187832,0.22437318374610618,0.22437318374610618,0.2100425947195176,0.2100425947195176,0.30742411782722856,0.30742411782722856,0.3097928234280934,0.358499177186877,0.3097928234280934,0.3097928234280934,0.3097928234280934,0.30742411782722856,0.30742411782722856,0.3097928234280934,0.3097928234280934,0.3097928234280934,0.3097928234280934,0.30742411782722856,0.358499177186877,0.30742411782722856,0.3097928234280934,0.3097928234280934,0.3097928234280934,0.3097928234280934,0.358499177186877,0.3566162733112576,0.3566162733112576,0.358499177186877
H,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.5272687879693768,0.2685359473714546,0.5272687879693768,0.5255567312276626,0.5255567312276626,0.5216836242247803,0.5216836242247803,0.5272687879693768,0.5272687879693768,0.5255567312276626,0.5255567312276626,0.5216836242247803,0.2685359473714546,0.5216836242247803,0.5272687879693768,0.5272687879693768,0.5255567312276626,0.5255567312276626,0.5216836242247803,0.5216836242247803,0.740164367176743,0.740164367176743,0.7401643671767432,0.2685359473714546,0.7401643671767432,0.7401643671767432,0.7401643671767432,0.740164367176743,0.740164367176743,0.7401643671767432,0.7401643671767432,0.7401643671767432,0.7401643671767432,0.740164367176743,0.2685359473714546,0.740164367176743,0.7401643671767432,0.7401643671767432,0.7401643671767432,0.7401643671767432,0.2685359473714546,0.2685359473714546,0.2685359473714546,0.2685359473714546
DBCV,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8362444419406838,-0.8365885003592469,-0.8362444419406838,-0.8454058911656867,-0.8454058911656867,-0.8354997813791024,-0.8354997813791024,-0.8362444419406838,-0.8362444419406838,-0.8454058911656867,-0.8454058911656867,-0.8354997813791024,-0.8365885003592469,-0.8354997813791024,-0.8362444419406838,-0.8362444419406838,-0.8454058911656867,-0.8454058911656867,-0.8354997813791024,-0.8354997813791024,-0.7665653033733284,-0.7665653033733284,-0.7665653033733285,-0.8365885003592469,-0.7665653033733285,-0.7665653033733285,-0.7665653033733285,-0.7665653033733284,-0.7665653033733284,-0.7665653033733285,-0.7665653033733285,-0.7665653033733285,-0.7665653033733285,-0.7665653033733284,-0.8365885003592469,-0.7665653033733284,-0.7665653033733285,-0.7665653033733285,-0.7665653033733285,-0.7665653033733285,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469,-0.8365885003592469
I,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.6229732606511786,0.8641935286834833,0.6229732606511786,0.6223398019087462,0.6223398019087462,0.6212167574404098,0.6212167574404098,0.6229732606511786,0.6229732606511786,0.6223398019087462,0.6223398019087462,0.6212167574404098,0.8641935286834833,0.6212167574404098,0.6229732606511786,0.6229732606511786,0.6223398019087462,0.6223398019087462,0.6212167574404098,0.6212167574404098,0.6712789756926072,0.6712789756926072,0.6712789756926067,0.8641935286834833,0.6712789756926067,0.6712789756926067,0.6712789756926067,0.6712789756926072,0.6712789756926072,0.6712789756926067,0.6712789756926067,0.6712789756926067,0.6712789756926067,0.6712789756926072,0.8641935286834833,0.6712789756926072,0.6712789756926067,0.6712789756926067,0.6712789756926067,0.6712789756926067,0.8641935286834833,0.8641935286834833,0.8641935286834833,0.8641935286834833
C,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.08208966196241554,0.07095419772224339,0.08208966196241554,0.0819763276219687,0.0819763276219687,0.08199340291735562,0.08199340291735562,0.08208966196241554,0.08208966196241554,0.0819763276219687,0.0819763276219687,0.08199340291735562,0.07095419772224339,0.08199340291735562,0.08208966196241554,0.08208966196241554,0.0819763276219687,0.0819763276219687,0.08199340291735562,0.08199340291735562,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.07095419772224339,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.07095419772224339,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.05288668000928701,0.07095419772224339,0.07095419772224339,0.07095419772224339,0.07095419772224339
CDbw,0.008636473285023287,0.008637298837842377,0.008637298837842377,0.008637298837842377,0.008636473285023287,0.008636473285023287,0.008637298837842377,0.008637298837842377,0.008637298837842377,0.008637298837842377,0.011476693965820262,0.008636473285023287,0.011476693965820262,0.011726953316269637,0.011726953316269637,0.02069338937520904,0.02069338937520904,0.011476693965820262,0.011476693965820262,0.011726953316269637,0.011726953316269637,0.02069338937520904,0.008637298837842377,0.02069338937520904,0.011476693965820262,0.011476693965820262,0.011726953316269637,0.011726953316269637,0.02069338937520904,0.02069338937520904,0.02180910424707454,0.02180910424707454,0.09794258485053814,0.008637298837842377,0.09794258485053814,0.09794258485053814,0.09794258485053814,0.02180910424707454,0.02180910424707454,0.09794258485053814,0.09794258485053814,0.09794258485053814,0.09794258485053814,0.02180910424707454,0.008637298837842377,0.02180910424707454,0.09794258485053814,0.09794258485053814,0.09794258485053814,0.09794258485053814,0.008637298837842377,0.008636473285023287,0.008636473285023287,0.008637298837842377
VIASCKDE,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6368476767874085,0.6372531399003621,0.6368476767874085,0.6377304334534609,0.6377304334534609,0.6373243701715391,0.6373243701715391,0.6368476767874085,0.6368476767874085,0.6377304334534609,0.6377304334534609,0.6373243701715391,0.6372531399003621,0.6373243701715391,0.6368476767874085,0.6368476767874085,0.6377304334534609,0.6377304334534609,0.6373243701715391,0.6373243701715391,0.6422484865447561,0.6422484865447561,0.642248486544756,0.6372531399003621,0.642248486544756,0.642248486544756,0.642248486544756,0.6422484865447561,0.6422484865447561,0.642248486544756,0.642248486544756,0.642248486544756,0.642248486544756,0.6422484865447561,0.6372531399003621,0.6422484865447561,0.642248486544756,0.642248486544756,0.642248486544756,0.642248486544756,0.6372531399003621,0.6372531399003621,0.6372531399003621,0.6372531399003621
COP,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33067087355930336,0.33132310514500224,0.33067087355930336,0.3304472653600496,0.3304472653600496,0.3302343371741752,0.3302343371741752,0.33067087355930336,0.33067087355930336,0.3304472653600496,0.3304472653600496,0.3302343371741752,0.33132310514500224,0.3302343371741752,0.33067087355930336,0.33067087355930336,0.3304472653600496,0.3304472653600496,0.3302343371741752,0.3302343371741752,0.2892119702504821,0.2892119702504821,0.28921197025048206,0.33132310514500224,0.28921197025048206,0.28921197025048206,0.28921197025048206,0.2892119702504821,0.2892119702504821,0.28921197025048206,0.28921197025048206,0.28921197025048206,0.28921197025048206,0.2892119702504821,0.33132310514500224,0.2892119702504821,0.28921197025048206,0.28921197025048206,0.28921197025048206,0.28921197025048206,0.33132310514500224,0.33132310514500224,0.33132310514500224,0.33132310514500224
Sym,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.012173753446005964,0.013226787168771665,0.012173753446005964,0.01217393252621934,0.01217393252621934,0.012187176152888895,0.012187176152888895,0.012173753446005964,0.012173753446005964,0.01217393252621934,0.01217393252621934,0.012187176152888895,0.013226787168771665,0.012187176152888895,0.012173753446005964,0.012173753446005964,0.01217393252621934,0.01217393252621934,0.012187176152888895,0.012187176152888895,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.013226787168771665,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.013226787168771665,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.014316593689176978,0.013226787168771665,0.013226787168771665,0.013226787168771665,0.013226787168771665
CS,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.2167264639179136,1.1071109028816712,1.2167264639179136,1.2153755089950808,1.2153755089950808,1.2018032375827747,1.2018032375827747,1.2167264639179136,1.2167264639179136,1.2153755089950808,1.2153755089950808,1.2018032375827747,1.1071109028816712,1.2018032375827747,1.2167264639179136,1.2167264639179136,1.2153755089950808,1.2153755089950808,1.2018032375827747,1.2018032375827747,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.1071109028816712,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.1071109028816712,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.2025305818407512,1.1071109028816712,1.1071109028816712,1.1071109028816712,1.1071109028816712
SF,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.33641335140077544,0.4023811100589829,0.33641335140077544,0.33678451690706235,0.33678451690706235,0.33720967569397864,0.33720967569397864,0.33641335140077544,0.33641335140077544,0.33678451690706235,0.33678451690706235,0.33720967569397864,0.4023811100589829,0.33720967569397864,0.33641335140077544,0.33641335140077544,0.33678451690706235,0.33678451690706235,0.33720967569397864,0.33720967569397864,0.2842922366118181,0.2842922366118181,0.284292236611818,0.4023811100589829,0.284292236611818,0.284292236611818,0.284292236611818,0.2842922366118181,0.2842922366118181,0.284292236611818,0.284292236611818,0.284292236611818,0.284292236611818,0.2842922366118181,0.4023811100589829,0.2842922366118181,0.284292236611818,0.284292236611818,0.284292236611818,0.284292236611818,0.4023811100589829,0.4023811100589829,0.4023811100589829,0.4023811100589829
SD,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805,5237781.3429962685,7520767.764036805,5237781.3429962685,5226019.901774871,5226019.901774871,5208023.922671402,5208023.922671402,5237781.3429962685,5237781.3429962685,5226019.901774871,5226019.901774871,5208023.922671402,7520767.764036805,5208023.922671402,5237781.3429962685,5237781.3429962685,5226019.901774871,5226019.901774871,5208023.922671402,5208023.922671402,4059395.6936610527,4059395.6936610527,4059395.693661053,7520767.764036805,4059395.693661053,4059395.693661053,4059395.693661053,4059395.6936610527,4059395.6936610527,4059395.693661053,4059395.693661053,4059395.693661053,4059395.693661053,4059395.6936610527,7520767.764036805,4059395.6936610527,4059395.693661053,4059395.693661053,4059395.693661053,4059395.693661053,7520767.764036805,7520767.764036805,7520767.764036805,7520767.764036805
SDbw,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.8317877997910053,0.9826234907537696,0.8317877997910053,0.826738451204459,0.826738451204459,0.8258796075631647,0.8258796075631647,0.8317877997910053,0.8317877997910053,0.826738451204459,0.826738451204459,0.8258796075631647,0.9826234907537696,0.8258796075631647,0.8317877997910053,0.8317877997910053,0.826738451204459,0.826738451204459,0.8258796075631647,0.8258796075631647,0.741086570068194,0.741086570068194,0.7410865700681941,0.9826234907537696,0.7410865700681941,0.7410865700681941,0.7410865700681941,0.741086570068194,0.741086570068194,0.7410865700681941,0.7410865700681941,0.7410865700681941,0.7410865700681941,0.741086570068194,0.9826234907537696,0.741086570068194,0.7410865700681941,0.7410865700681941,0.7410865700681941,0.7410865700681941,0.9826234907537696,0.9826234907537696,0.9826234907537696,0.9826234907537696
