,labels_wingnut_SpectralClustering_params1,labels_wingnut_SpectralClustering_params10,labels_wingnut_SpectralClustering_params11,labels_wingnut_SpectralClustering_params12,labels_wingnut_SpectralClustering_params13,labels_wingnut_SpectralClustering_params14,labels_wingnut_SpectralClustering_params15,labels_wingnut_SpectralClustering_params16,labels_wingnut_SpectralClustering_params17,labels_wingnut_SpectralClustering_params18,labels_wingnut_SpectralClustering_params19,labels_wingnut_SpectralClustering_params2,labels_wingnut_SpectralClustering_params20,labels_wingnut_SpectralClustering_params21,labels_wingnut_SpectralClustering_params22,labels_wingnut_SpectralClustering_params23,labels_wingnut_SpectralClustering_params24,labels_wingnut_SpectralClustering_params25,labels_wingnut_SpectralClustering_params26,labels_wingnut_SpectralClustering_params27,labels_wingnut_SpectralClustering_params28,labels_wingnut_SpectralClustering_params29,labels_wingnut_SpectralClustering_params3,labels_wingnut_SpectralClustering_params30,labels_wingnut_SpectralClustering_params31,labels_wingnut_SpectralClustering_params32,labels_wingnut_SpectralClustering_params33,labels_wingnut_SpectralClustering_params34,labels_wingnut_SpectralClustering_params35,labels_wingnut_SpectralClustering_params36,labels_wingnut_SpectralClustering_params4,labels_wingnut_SpectralClustering_params5,labels_wingnut_SpectralClustering_params6,labels_wingnut_SpectralClustering_params7,labels_wingnut_SpectralClustering_params8,labels_wingnut_SpectralClustering_params9
B,0.7178362246740292,0.5266270958912046,0.5266270938528531,0.5266270958912046,0.4428091724162655,0.5025620897869201,0.4301337692159584,0.42702622356970843,0.46058421668889804,0.45565476167151314,0.4035150911379802,0.7178362246740292,0.38945128695537456,0.4035150911379802,0.38945128695537456,0.4035150911379802,0.38945128695537456,0.26832972222459,0.2685345671291736,0.2646941120250132,0.26338318795372834,0.2638473963584307,0.6247973436474099,0.2631600026770244,0.257301895601682,0.25665536136385525,0.257301895601682,0.25665536136385525,0.257301895601682,0.25665536136385525,0.6247973436474099,0.5719790916048612,0.5719790916048612,0.5266270938528531,0.5266270958912046,0.5266270938528531
BH,183.45440687925418,159.6458820953427,159.64588179412084,159.6458820953427,89.15875567808611,91.34522735912729,79.7958813701273,79.47898836241713,84.99443665861456,84.8758776200966,77.66471422505953,183.45440687925418,75.7957091645065,77.66471422505953,75.7957091645065,77.66471422505953,75.7957091645065,42.64507208603655,42.55840558604506,40.28449977816659,40.08069486594324,40.7104834212734,172.8737251946753,40.50997041133446,39.00947525266287,38.71017848460081,39.00947525266287,38.71017848460081,39.00947525266287,38.71017848460081,172.8737251946753,166.04954675553333,166.04954675553333,159.64588179412084,159.6458820953427,159.64588179412084
D,0.23274459691827232,0.2321972022111353,0.23219720284450307,0.2321972022111353,0.22985414911822485,0.18834386825848687,0.1422700518505284,0.23441410126594964,0.23707064341561168,0.22232126336109126,0.2311986006868758,0.2327445968207043,0.24759100264906275,0.2311986006868758,0.24759100264906275,0.2311986006868758,0.24759100264906275,0.20631043780487043,0.2974428320545282,0.30957838704030977,0.3103114888963681,0.23298171300136783,0.20801472147423963,0.23352357535176566,0.27856853398107206,0.3000797163089511,0.27856853398107206,0.3000797163089511,0.27856853398107206,0.3000797163089511,0.2073448334289159,0.1928192126380462,0.19281921258376125,0.23219720284450307,0.2321972022111353,0.23219720284450307
H,0.5274753738388048,0.41613678838644375,0.4161367871677331,0.41613678838644375,0.6422028372061943,0.7825245794636085,0.669302440785629,0.6678249204315809,0.7297573345304146,0.7063554986283446,0.5972959541339624,0.5274753738388048,0.578530422849207,0.5972959541339624,0.578530422849207,0.5972959541339624,0.578530422849207,0.6607000568111676,0.6610067709134435,0.646547564466732,0.6473755167164947,0.6533800817613795,0.47535596754955367,0.6526698831322537,0.6150721972863834,0.6200073548783519,0.6150721972863834,0.6200073548783519,0.6150721972863834,0.6200073548783519,0.47535596754955367,0.44409627118666595,0.44409627118666595,0.4161367871677331,0.41613678838644375,0.4161367871677331
DBCV,-0.8437535359051915,-0.9146364382926286,-0.9055946987693968,-0.9146364382926286,-0.8745574472551619,-0.9445131662126065,-0.9157611866698847,-0.8811902178806797,-0.9362645069136697,-0.9457950508733959,-0.9079029430656784,-0.8437535359051915,-0.8846035385108835,-0.9079029430656784,-0.8846035385108835,-0.9079029430656784,-0.8846035385108835,-0.861864827483946,-0.9004748625575673,-0.8470126713336006,-0.8632661464069075,-0.8963736567062555,-0.7441755987303612,-0.897033165526131,-0.8718275111950332,-0.8507112418531464,-0.8718275111950332,-0.8507112418531464,-0.8718275111950332,-0.8507112418531464,-0.7441755987303611,-0.7911122016969476,-0.7911122016969477,-0.9055946987693968,-0.9146364382926286,-0.9055946987693968
I,0.4594994244047414,0.6450626507416022,0.6450626524039461,0.6450626507416022,0.4917971076325959,0.39179059640295744,0.49122155931311234,0.49607947860025386,0.39896656282151255,0.41352882578959477,0.46135353898000164,0.4594994244047414,0.48571164810046513,0.46135353898000164,0.48571164810046513,0.46135353898000164,0.48571164810046513,0.7142275434661335,0.7117597180506396,0.6810495318896804,0.683957892910529,0.6974760562512086,0.5301571855583579,0.6956574367338718,0.6739030968603539,0.663846575702841,0.6739030968603539,0.663846575702841,0.6739030968603539,0.663846575702841,0.5301571855583579,0.5859546805763092,0.5859546805763092,0.6450626524039461,0.6450626507416022,0.6450626524039461
C,0.19594043791344432,0.14666179074435362,0.146661790095702,0.14666179074435362,0.17448995538661838,0.18054554724765784,0.13309256715950885,0.13154403565486644,0.15348566644753883,0.1551354910244674,0.12360382009000401,0.19594043791344432,0.11662278268752917,0.12360382009000401,0.11662278268752917,0.12360382009000401,0.11662278268752917,0.10745758182514094,0.10686848967148313,0.09225084861465917,0.0913177918664148,0.09574177238865293,0.1722173654379618,0.09455991264439868,0.0866975615130599,0.08419502097122657,0.0866975615130599,0.08419502097122657,0.0866975615130599,0.08419502097122657,0.1722173654379618,0.15840604515854995,0.15840604515854995,0.146661790095702,0.14666179074435362,0.146661790095702
CDbw,0.011871550576789342,0.0045834810310426705,0.0045834846055932,0.0045834810310426705,0.029667248422008928,0.06253616510931113,0.024683966712005373,0.030902304938479827,0.025330443850572086,0.02107986349328125,0.017233458758817686,0.011871550858705615,0.013314326410054885,0.017233458758817686,0.013314326410054885,0.017233458758817686,0.013314326410054885,0.15544584745385417,0.0732753100137954,0.06796459399843227,0.047141489328520345,0.023743314376004496,0.009197156426805835,0.02177216431850407,0.10458059994006466,0.017093127388623803,0.10458059994006466,0.017093127388623803,0.10458059994006466,0.017093127388623803,0.009202075324107656,0.006939213225813956,0.006939213291157483,0.0045834846055932,0.0045834810310426705,0.0045834846055932
VIASCKDE,0.5685860201042635,0.5554024966268105,0.5554025042921145,0.5554024966268105,0.5576203294807572,0.5380496839014892,0.5390747750891178,0.5434879929178476,0.5419711268607463,0.5263428998609755,0.5530363046735918,0.5685860201042635,0.5591544270012461,0.5530363046735918,0.5591544270012461,0.5530363046735918,0.5591544270012461,0.545088521620206,0.5471325305943537,0.5395622895965737,0.5437348348088487,0.5344919271419032,0.5647374851216347,0.5276705899928573,0.5318757226361637,0.5333506291387548,0.5318757226361637,0.5333506291387548,0.5318757226361637,0.5333506291387548,0.5647374851216347,0.564545620210845,0.564545620210845,0.5554025042921145,0.5554024966268105,0.5554025042921145
COP,0.2403499747559799,0.2461466070263242,0.2482675349745184,0.2461466070263242,0.24734014091891784,0.282407992239027,0.26239511035220864,0.256163920222727,0.2586935415415485,0.2439575023296762,0.2748211112518035,0.2403499747559799,0.23504338052487286,0.2748211112518035,0.23504338052487286,0.2748211112518035,0.23504338052487286,0.2372059500910337,0.23712682175266703,0.24573740896283025,0.24538225866697708,0.24572995089751778,0.23283566387146892,0.2450398294074444,0.24455289832965765,0.24450648842786218,0.24455289832965765,0.24450648842786218,0.24455289832965765,0.24450648842786218,0.23283566387146892,0.22684642230975113,0.22684642230975113,0.2482675349745184,0.2461466070263242,0.2482675349745184
Sym,0.008445562570591623,0.009032455408138969,0.00903245522556794,0.009032455408138969,0.00962430322905215,0.009031195710671971,0.012374455163001362,0.012359692475135405,0.01018430373448766,0.010147486585025782,0.011833112108966431,0.008445562570591623,0.011259117289616654,0.011833112108966431,0.011259117289616654,0.011833112108966431,0.011259117289616654,0.013665700652158726,0.013705710781291729,0.013862732908524989,0.014388619881482396,0.014818841598503803,0.008582256215679325,0.014908483889019476,0.015036681197787845,0.015264508869534928,0.015036681197787845,0.015264508869534928,0.015036681197787845,0.015264508869534928,0.008582256215679325,0.008356064636539543,0.008356064636539543,0.00903245522556794,0.009032455408138969,0.00903245522556794
CS,1.673247048976695,1.5436369532290135,1.5436369517120643,1.5436369532290135,1.4288668408240581,1.5141778712039415,1.4521272459560672,1.450948441284245,1.4527002749481877,1.4337115871481365,1.379822151450218,1.673247048976695,1.3879974313731558,1.379822151450218,1.3879974313731558,1.379822151450218,1.3879974313731558,1.184758490593341,1.1840570754630042,1.166398947427862,1.179640706947845,1.186371610548869,1.6324270154558205,1.185372378212711,1.131087635820868,1.1365932782711583,1.131087635820868,1.1365932782711583,1.131087635820868,1.1365932782711583,1.6324270154558205,1.6637393259985513,1.6637393259985513,1.5436369517120643,1.5436369532290135,1.5436369517120643
SF,0.3209777534060727,0.3509846554290095,0.35098465556411684,0.3509846554290095,0.2752742405634765,0.2509979089264426,0.2639425861166149,0.26430651409699435,0.25237290757185593,0.25594384463192166,0.2680585025046498,0.3209777534060727,0.27294206565183743,0.2680585025046498,0.27294206565183743,0.2680585025046498,0.27294206565183743,0.23651486176114622,0.23624355373829042,0.23293754717849313,0.23343113321672382,0.23438950751379917,0.33272155178485885,0.23448846078769026,0.23436334368611322,0.23436947873612468,0.23436334368611322,0.23436947873612468,0.23436334368611322,0.23436947873612468,0.33272155178485885,0.3418407643159326,0.3418407643159326,0.35098465556411684,0.3509846554290095,0.35098465556411684
SD,7977062.503632854,5934762.930263744,5934762.921005745,5934762.930263744,4770362.477189592,5024711.568986894,4891818.474956915,4905633.627844153,5050688.464214334,4928175.648763098,4610989.032516041,7977062.503632854,4451721.236504634,4610989.032516041,4451721.236504634,4610989.032516041,4451721.236504634,3172202.979176843,3168664.709576747,3102544.178988068,3088163.940765702,3119765.750570317,7242725.907996298,3109806.84186841,2985520.520327093,2982401.5765841,2985520.520327093,2982401.5765841,2985520.520327093,2982401.5765841,7242725.907996298,6487621.146818415,6487621.146818415,5934762.921005745,5934762.930263744,5934762.921005745
SDbw,1.788733119921481,1.39041909079826,1.390419090003409,1.39041909079826,1.328792282029342,1.3664401843855352,1.3054433320722638,1.3247088329066572,1.326718796893081,1.3320002653986693,1.2103715161202788,1.788733119921481,1.193015949998493,1.2103715161202788,1.193015949998493,1.2103715161202788,1.193015949998493,1.0139124336351304,1.0121694708941584,0.9807387656726718,0.9815763477528137,0.993779033669201,1.6715362377518115,0.9911479434428458,0.9821805150809263,0.9773309527125039,0.9821805150809263,0.9773309527125039,0.9821805150809263,0.9773309527125039,1.6715362377518115,1.5364707888835067,1.5364707888835067,1.390419090003409,1.39041909079826,1.390419090003409
XB*,0.3582115854467977,0.2686485226615518,0.2686485192845758,0.2686485226615518,0.4533300121429647,0.6334063151271333,0.3944144517679632,0.384388615162551,0.462485375874081,0.45543959057880795,0.31117689619638444,0.3582115854467977,0.26288768944631496,0.31117689619638444,0.26288768944631496,0.31117689619638444,0.26288768944631496,0.2986172491251882,0.29812816430590006,0.26614811715882725,0.264604215151255,0.2748000284410501,0.3129439911788268,0.2728992406219919,0.24307819827279198,0.24380084523773585,0.24307819827279198,0.24380084523773585,0.24307819827279198,0.24380084523773585,0.3129439911788268,0.2854265757751125,0.2854265757751125,0.2686485192845758,0.2686485226615518,0.2686485192845758
S,0.3838849190479849,0.4324991371489294,0.4324991378514175,0.4324991371489294,0.34230366643514315,0.31894842468804263,0.3734746058454965,0.3750112151218081,0.3473569252642415,0.3468150498051285,0.39146956380364634,0.3838849190479849,0.4006770252203007,0.39146956380364634,0.4006770252203007,0.39146956380364634,0.4006770252203007,0.37724213951946195,0.3781613610201212,0.40271581945757334,0.40423645006392217,0.3967698637724216,0.4086208078869834,0.3986460990878167,0.411786656752159,0.415270985387318,0.411786656752159,0.415270985387318,0.411786656752159,0.415270985387318,0.4086208078869834,0.42147090951271254,0.42147090951271254,0.4324991378514175,0.4324991371489294,0.4324991378514175
DB,1.070733323278356,0.9036065291574604,0.9036065280919422,0.9036065291574604,1.0000736191866533,1.134201660864477,0.987527532210545,0.9829040098825409,1.077109560383037,1.0603397619771222,0.9146779599073577,1.070733323278356,0.8793429068315847,0.9146779599073577,0.8793429068315847,0.9146779599073577,0.8793429068315847,0.8671956091649407,0.8666197927104499,0.8383979352083636,0.8365506116577259,0.8460800312916503,0.9968274136556468,0.8426668345785733,0.8067651293750845,0.7989663420172297,0.8067651293750845,0.7989663420172297,0.8067651293750845,0.7989663420172297,0.9968274136556468,0.9481821842751124,0.9481821842751124,0.9036065280919422,0.9036065291574604,0.9036065280919422
CH,707.6823132333334,964.4425596401765,964.4425633731271,964.4425596401765,673.1886570564157,644.9512119739429,811.6077888322936,816.8632550919367,730.9877331461441,732.7163203482266,847.7774707946456,707.6823132333334,881.1718604534918,847.7774707946456,881.1718604534918,847.7774707946456,881.1718604534918,894.6465628803861,897.1553830345823,966.8375455876059,973.469078109478,953.1910492665564,813.057334786074,959.5787835879397,1009.4643649770425,1019.877445311923,1009.4643649770425,1019.877445311923,1009.4643649770425,1019.877445311923,813.057334786074,888.1443525752866,888.1443525752866,964.4425633731271,964.4425596401765,964.4425633731271
AD-S,0.5076495090802083,0.3955108751124622,0.3955108717051071,0.3955108751124622,0.2926434853890028,0.11995250165560023,0.20372087253758311,0.20933390781605596,0.19249038349044303,0.2352321034924385,0.22819115567387963,0.5076495090802083,0.26966412944064444,0.22819115567387963,0.26966412944064444,0.22819115567387963,0.26966412944064444,0.07174449961859748,0.0715222635184029,0.024250992547252777,0.023922908557751477,0.025537372187797135,0.4925511090832781,0.024897484134872496,0.02201710978530103,0.02674360776209904,0.02201710978530103,0.02674360776209904,0.02201710978530103,0.02674360776209904,0.4925511090832781,0.47019511517214796,0.47019511517214796,0.3955108717051071,0.3955108751124622,0.3955108717051071
AD-DB,0.9847009818395834,1.0935482166123074,1.0935477977556862,1.0935482166123074,1.8312643427386952,1.616374667779538,2.1926238283475388,2.1799598590229494,1.614938476642646,1.7908829122574508,1.8947665788142025,0.9847009818395834,1.8399275296056405,1.8947665788142025,1.8399275296056405,1.8947665788142025,1.8399275296056405,2.2396691718858075,2.241909444857101,2.3695639464810596,2.3719782128287448,2.360980981076035,0.9962320240208826,2.364462608989154,2.2525490422067893,2.2443244641455564,2.2525490422067893,2.2443244641455564,2.2525490422067893,2.2443244641455564,0.9962320240208826,1.0192107636466743,1.0192107636466743,1.0935477977556862,1.0935482166123074,1.0935477977556862
AD-CH,1448.4826718042334,1298.831877126362,1309.6622203822346,1298.831877126362,743.7157338720683,653.2918075528304,606.2101182611837,757.0940772479712,671.6843928654116,709.193915854379,621.14841014205,1448.4826718042334,750.0200407436045,621.14841014205,750.0200407436045,621.14841014205,750.0200407436045,508.06109842846166,508.01449543499643,488.95529261392153,488.6282891717343,488.9387064407849,1430.523987908852,489.01203384118526,469.75524925982023,473.0883877030157,469.75524925982023,473.0883877030157,469.75524925982023,473.0883877030157,1430.523987908852,1399.4380357600987,1399.4380357600987,1309.6622203822346,1298.831877126362,1309.6622203822346
AD-idea,4.125438774224346,2.9702458200856725,2.970249172337065,2.9702458200856725,2.1953597449919307,2.6984524217736854,2.4568297474171197,2.452565748192264,2.7372488126567287,2.5825405140599114,2.4236792872626722,4.125438774224346,2.5946504562266632,2.4236792872626722,2.5946504562266632,2.4236792872626722,2.5946504562266632,1.2619690251005755,1.2633748275140566,1.0729633452553824,1.013394046851765,1.0173390447686528,3.9249471867500536,1.0144905198012906,1.1464836560982183,1.1459424677547159,1.1464836560982183,1.1459424677547159,1.1464836560982183,1.1459424677547159,3.9249471867500536,3.685793053969559,3.685793053969559,2.970249172337065,2.9702458200856725,2.970249172337065
