,labels_wingnut_SpectralClustering_params1,labels_wingnut_SpectralClustering_params10,labels_wingnut_SpectralClustering_params11,labels_wingnut_SpectralClustering_params12,labels_wingnut_SpectralClustering_params13,labels_wingnut_SpectralClustering_params14,labels_wingnut_SpectralClustering_params15,labels_wingnut_SpectralClustering_params16,labels_wingnut_SpectralClustering_params17,labels_wingnut_SpectralClustering_params18,labels_wingnut_SpectralClustering_params19,labels_wingnut_SpectralClustering_params2,labels_wingnut_SpectralClustering_params20,labels_wingnut_SpectralClustering_params21,labels_wingnut_SpectralClustering_params22,labels_wingnut_SpectralClustering_params23,labels_wingnut_SpectralClustering_params24,labels_wingnut_SpectralClustering_params25,labels_wingnut_SpectralClustering_params26,labels_wingnut_SpectralClustering_params27,labels_wingnut_SpectralClustering_params28,labels_wingnut_SpectralClustering_params29,labels_wingnut_SpectralClustering_params3,labels_wingnut_SpectralClustering_params30,labels_wingnut_SpectralClustering_params31,labels_wingnut_SpectralClustering_params32,labels_wingnut_SpectralClustering_params33,labels_wingnut_SpectralClustering_params34,labels_wingnut_SpectralClustering_params35,labels_wingnut_SpectralClustering_params36,labels_wingnut_SpectralClustering_params4,labels_wingnut_SpectralClustering_params5,labels_wingnut_SpectralClustering_params6,labels_wingnut_SpectralClustering_params7,labels_wingnut_SpectralClustering_params8,labels_wingnut_SpectralClustering_params9
cSIL,0.7362623130805976,0.7918881543724511,0.791888155016926,0.7918881543724511,0.7656003767512104,0.7364122785547148,0.7781018779728625,0.7788388487292427,0.7605661489079961,0.7677531045470811,0.8025804741689768,0.7362623130805976,0.8068627502759728,0.8025804741689768,0.8068627502759728,0.8025804741689768,0.8068627502759728,0.8227305517873854,0.8227699726835354,0.8316288177632376,0.8317405721086838,0.8292176542113222,0.7623204486195669,0.8296684589940964,0.8413455146204409,0.8404943690094677,0.8413455146204409,0.8404943690094677,0.8413455146204409,0.8404943690094677,0.7623204486195669,0.7779518644066671,0.7779518644066671,0.791888155016926,0.7918881543724511,0.791888155016926
GD43,1.3901701827750192,1.7020342868439406,1.7020343065506993,1.7020342868439406,1.2414391756890089,1.0113141802325993,1.4364060037375725,1.4691795713038924,1.3206717675200477,1.31377103707213,1.7089915990907996,1.3901701827750192,1.9876587106550587,1.7089915990907996,1.9876587106550587,1.7089915990907996,1.9876587106550587,1.8942460453834795,1.8966849458302126,2.086977270823792,2.1037581727827073,2.0411642145850175,1.5293197687114295,2.0551816585504636,2.23674997393263,2.2450053359243993,2.23674997393263,2.2450053359243993,2.23674997393263,2.2450053359243993,1.5293197687114295,1.6369514855525664,1.6369514855525664,1.7020343065506993,1.7020342868439406,1.7020343065506993
GD53,0.49999999326238725,0.48915339255038703,0.4891533968058554,0.48915339255038703,0.23676371370176727,0.25130370705144467,0.31953957484205675,0.3305604224560964,0.3529179422159528,0.31962900088041046,0.36057519206703953,0.49999999326238725,0.4429353474700847,0.36057519206703953,0.4429353474700847,0.36057519206703953,0.4429353474700847,0.18700622947101952,0.18809572178021428,0.23950143220410797,0.24421463916348565,0.23116011464509087,0.49814812036836137,0.23447183688661835,0.2594110956304122,0.267266058393177,0.2594110956304122,0.267266058393177,0.2594110956304122,0.267266058393177,0.49814812036836137,0.4999999973381298,0.4999999973381298,0.4891533968058554,0.48915339255038703,0.4891533968058554
PS,1.9633687222225316,1.9438755448346172,1.9438755448346172,1.9438755448346172,1.6639001467127408,2.1332663197311916,2.3846824291087945,2.3425255067921484,2.4769557722433277,2.088635581231131,2.2246227672269465,1.9633687222225316,2.1911570395678415,2.2246227672269465,2.1911570395678415,2.2246227672269465,2.1911570395678415,2.854103250281896,2.8842441882821475,3.2741855608132973,3.253876094679104,3.192247998487654,1.9594394491380522,3.24045884434702,3.19590619839006,3.1068312483644633,3.19590619839006,3.1068312483644633,3.19590619839006,3.1068312483644633,1.9594394491380522,1.9633687222225316,1.9633687222225316,1.9438755448346172,1.9438755448346172,1.9438755448346172
rCIP,0.023797558234861352,0.037078776302730286,0.037078775724895804,0.037078776302730286,0.16904181819084516,0.17883181848219437,0.13944818785991683,0.13866037005055748,0.15560643213329595,0.14926171885203204,0.12015467287018321,0.023797558234861352,0.11746050517074161,0.12015467287018321,0.11746050517074161,0.12015467287018321,0.11746050517074161,0.3335095895951664,0.33445366846965585,0.303303095382374,0.2981528080050988,0.30413229529540564,0.021949729772832768,0.30236127533883783,0.28311297121685874,0.28390971061532017,0.28311297121685874,0.28390971061532017,0.28311297121685874,0.28390971061532017,0.021949729772832768,0.02965869319859731,0.02965869319859731,0.037078775724895804,0.037078776302730286,0.037078775724895804
WB,2.8656926449585267,2.102769086379417,2.102769078240484,2.102769086379417,2.257168156463249,2.3559921615611916,1.8722097309911123,1.860164465139251,2.0786942531307995,2.0737903030163856,1.792333545471231,2.8656926449585267,1.7244082206823932,1.792333545471231,1.7244082206823932,1.792333545471231,1.7244082206823932,1.508230612309119,1.5040129712751453,1.3956153642267395,1.3861080579506448,1.4155958916857152,2.494289041170256,1.4061725377962933,1.3366824824609043,1.3230347818120918,1.3366824824609043,1.3230347818120918,1.3366824824609043,1.3230347818120918,2.494289041170256,2.2834125940446035,2.2834125940446035,2.102769078240484,2.102769086379417,2.102769078240484
XB,0.35821158061981584,0.2628206725270952,0.26282067150982713,0.2628206725270952,0.333527288677091,0.4427008652473532,0.3025018789857953,0.29938543140832957,0.37451035892224527,0.3588994092543673,0.25942141969023186,0.35821158061981584,0.24443100311185847,0.25942141969023186,0.24443100311185847,0.25942141969023186,0.24443100311185847,0.2148808369484026,0.21429302236544037,0.1957250824524555,0.1955900085259874,0.20170746546712184,0.31178492197261126,0.20067500658429568,0.1816031102319818,0.18262348136535192,0.1816031102319818,0.18262348136535192,0.1816031102319818,0.18262348136535192,0.31178492197261126,0.2854265742555755,0.2854265742555755,0.26282067150982713,0.2628206725270952,0.26282067150982713
SSE,366.90881375850836,319.29176419068546,319.2917635882416,319.29176419068546,267.4762670342583,274.03568207738186,239.38764411038193,238.4369650872514,254.98330997584367,254.62763286028982,232.99414267517858,366.90881375850836,227.3871274935195,232.99414267517858,227.3871274935195,232.99414267517858,227.3871274935195,170.5802883441462,170.23362234418022,161.13799911266636,160.32277946377297,162.8419336850936,345.74745038935066,162.03988164533786,156.03790101065147,154.84071393840327,156.03790101065147,154.84071393840327,156.03790101065147,154.84071393840327,345.74745038935066,332.0990935110666,332.0990935110666,319.2917635882416,319.29176419068546,319.2917635882416
RS,-0.17791765903164536,-0.024822772079013018,-0.02482277023597403,-0.024822772079013018,-0.11272775210000563,-0.24799696326055962,-0.15735699834909622,-0.15656075628364322,-0.22500505237983656,-0.1990803912178437,-0.11965345952832294,-0.17791765903164536,-0.08718891190097484,-0.11965345952832294,-0.08718891190097484,-0.11965345952832294,-0.08718891190097484,-0.045562004283623135,-0.04634754026164172,-0.04040080689902333,-0.036406947249276386,-0.03805286231638749,-0.10997344816498346,-0.03600776987403186,-0.018395670241242796,-0.016558047209829035,-0.018395670241242796,-0.016558047209829035,-0.018395670241242796,-0.016558047209829035,-0.10997344816498346,-0.0661651400191132,-0.0661651400191132,-0.02482277023597403,-0.024822772079013018,-0.02482277023597403
DH,0.5929058561853403,0.542112743424398,0.5421127428416607,0.542112743424398,0.48200292812217865,0.5248437089877378,0.5047594736968255,0.5043319529573208,0.5209327726037409,0.5158202659977641,0.4959864661007958,0.5929058561853403,0.4884068390838095,0.4959864661007958,0.4884068390838095,0.4959864661007958,0.4884068390838095,0.42133536258251125,0.4218740889228349,0.4269532371295306,0.4264017720545286,0.4249944994916189,0.5680918602454632,0.42495864932911637,0.42560807259139644,0.4255949398179754,0.42560807259139644,0.4255949398179754,0.42560807259139644,0.4255949398179754,0.5680918602454632,0.5540045728809331,0.5540045728809331,0.5421127428416607,0.542112743424398,0.5421127428416607
