,labels_lsun_HDBSCAN_params1,labels_lsun_HDBSCAN_params10,labels_lsun_HDBSCAN_params11,labels_lsun_HDBSCAN_params12,labels_lsun_HDBSCAN_params13,labels_lsun_HDBSCAN_params14,labels_lsun_HDBSCAN_params15,labels_lsun_HDBSCAN_params16,labels_lsun_HDBSCAN_params17,labels_lsun_HDBSCAN_params18,labels_lsun_HDBSCAN_params19,labels_lsun_HDBSCAN_params2,labels_lsun_HDBSCAN_params20,labels_lsun_HDBSCAN_params21,labels_lsun_HDBSCAN_params22,labels_lsun_HDBSCAN_params23,labels_lsun_HDBSCAN_params24,labels_lsun_HDBSCAN_params25,labels_lsun_HDBSCAN_params26,labels_lsun_HDBSCAN_params27,labels_lsun_HDBSCAN_params28,labels_lsun_HDBSCAN_params29,labels_lsun_HDBSCAN_params3,labels_lsun_HDBSCAN_params30,labels_lsun_HDBSCAN_params31,labels_lsun_HDBSCAN_params32,labels_lsun_HDBSCAN_params33,labels_lsun_HDBSCAN_params34,labels_lsun_HDBSCAN_params35,labels_lsun_HDBSCAN_params36,labels_lsun_HDBSCAN_params37,labels_lsun_HDBSCAN_params38,labels_lsun_HDBSCAN_params39,labels_lsun_HDBSCAN_params4,labels_lsun_HDBSCAN_params40,labels_lsun_HDBSCAN_params41,labels_lsun_HDBSCAN_params42,labels_lsun_HDBSCAN_params43,labels_lsun_HDBSCAN_params44,labels_lsun_HDBSCAN_params45,labels_lsun_HDBSCAN_params46,labels_lsun_HDBSCAN_params47,labels_lsun_HDBSCAN_params48,labels_lsun_HDBSCAN_params49,labels_lsun_HDBSCAN_params5,labels_lsun_HDBSCAN_params50,labels_lsun_HDBSCAN_params51,labels_lsun_HDBSCAN_params52,labels_lsun_HDBSCAN_params53,labels_lsun_HDBSCAN_params54,labels_lsun_HDBSCAN_params55,labels_lsun_HDBSCAN_params56,labels_lsun_HDBSCAN_params57,labels_lsun_HDBSCAN_params58,labels_lsun_HDBSCAN_params59,labels_lsun_HDBSCAN_params6,labels_lsun_HDBSCAN_params60,labels_lsun_HDBSCAN_params61,labels_lsun_HDBSCAN_params62,labels_lsun_HDBSCAN_params63,labels_lsun_HDBSCAN_params7,labels_lsun_HDBSCAN_params8,labels_lsun_HDBSCAN_params9
cSIL,0.8024050050859147,0.7936087560118121,0.7936087560118121,0.8054519269645263,0.49122308290271327,0.49122308290271327,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.8024050050859147,0.7750050998802279,0.7750050998802279,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.5029517642046201,0.5029517642046201,0.7936087560118121,0.8024050050859147,0.7936087560118121,0.7936087560118121,0.7936087560118121,0.8054519269645263,0.49122308290271327,0.49122308290271327,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.8024050050859147,0.8027598429238182,0.7750050998802279,0.7750050998802279,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.8024050050859147,0.5029517642046201,0.5029517642046201,0.8024050050859147,0.8054519269645263,0.8054519269645263,0.8054519269645263,0.8054519269645263,0.8054519269645263,0.49122308290271327,0.49122308290271327,0.8027598429238182,0.8027598429238182,0.8027598429238182,0.5029517642046201,0.8027598429238182,0.8027598429238182,0.7750050998802279,0.7750050998802279,0.5029517642046201,0.7936087560118121,0.7936087560118121
GD43,1.5019763480719215,1.0893411291813708,1.0893411291813708,1.4918263787910078,0.6354961429001412,0.6354961429001412,1.4955652830889081,1.4955652830889081,1.4955652830889081,1.4955652830889081,1.4955652830889081,1.5019763480719215,1.2891294626772365,1.2891294626772365,1.5019763480719215,1.5019763480719215,1.5019763480719215,1.5019763480719215,1.5019763480719215,0.641518032637486,0.641518032637486,1.0893411291813708,1.5019763480719215,1.0893411291813708,1.0893411291813708,1.0893411291813708,1.4918263787910078,0.6354961429001412,0.6354961429001412,1.4955652830889081,1.4955652830889081,1.4955652830889081,1.4955652830889081,1.5019763480719215,1.4955652830889081,1.2891294626772365,1.2891294626772365,1.5019763480719215,1.5019763480719215,1.5019763480719215,1.5019763480719215,1.5019763480719215,0.641518032637486,0.641518032637486,1.5019763480719215,1.4918263787910078,1.4918263787910078,1.4918263787910078,1.4918263787910078,1.4918263787910078,0.6354961429001412,0.6354961429001412,1.4955652830889081,1.4955652830889081,1.4955652830889081,0.641518032637486,1.4955652830889081,1.4955652830889081,1.2891294626772365,1.2891294626772365,0.641518032637486,1.0893411291813708,1.0893411291813708
GD53,0.2148041221548318,0.06851150769292688,0.06851150769292688,0.19512805386266574,0.3897873760076094,0.3897873760076094,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.2148041221548318,0.43832696208590655,0.43832696208590655,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.38727896817149166,0.38727896817149166,0.06851150769292688,0.2148041221548318,0.06851150769292688,0.06851150769292688,0.06851150769292688,0.19512805386266574,0.3897873760076094,0.3897873760076094,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.2148041221548318,0.20667894067184361,0.43832696208590655,0.43832696208590655,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.2148041221548318,0.38727896817149166,0.38727896817149166,0.2148041221548318,0.19512805386266574,0.19512805386266574,0.19512805386266574,0.19512805386266574,0.19512805386266574,0.3897873760076094,0.3897873760076094,0.20667894067184361,0.20667894067184361,0.20667894067184361,0.38727896817149166,0.20667894067184361,0.20667894067184361,0.43832696208590655,0.43832696208590655,0.38727896817149166,0.06851150769292688,0.06851150769292688
PS,1.7354334224119727,0.8721189017126334,0.8721189017126334,1.6572924948784726,1.276702055555865,1.276702055555865,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.7354334224119727,1.2933350521888616,1.2933350521888616,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.2933687222225316,1.2933687222225316,0.8721189017126334,1.7354334224119727,0.8721189017126334,0.8721189017126334,0.8721189017126334,1.6572924948784726,1.276702055555865,1.276702055555865,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.7354334224119727,1.6718089121748014,1.2933350521888616,1.2933350521888616,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.7354334224119727,1.2933687222225316,1.2933687222225316,1.7354334224119727,1.6572924948784726,1.6572924948784726,1.6572924948784726,1.6572924948784726,1.6572924948784726,1.276702055555865,1.276702055555865,1.6718089121748014,1.6718089121748014,1.6718089121748014,1.2933687222225316,1.6718089121748014,1.6718089121748014,1.2933350521888616,1.2933350521888616,1.2933687222225316,0.8721189017126334,0.8721189017126334
rCIP,0.0211295739109444,0.005686019083202419,0.005686019083202419,0.018349446507946864,0.1403926357921202,0.1403926357921202,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.0211295739109444,0.0472271392544199,0.0472271392544199,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.13800386813340826,0.13800386813340826,0.005686019083202419,0.0211295739109444,0.005686019083202419,0.005686019083202419,0.005686019083202419,0.018349446507946864,0.1403926357921202,0.1403926357921202,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.0211295739109444,0.019576523501753946,0.0472271392544199,0.0472271392544199,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.0211295739109444,0.13800386813340826,0.13800386813340826,0.0211295739109444,0.018349446507946864,0.018349446507946864,0.018349446507946864,0.018349446507946864,0.018349446507946864,0.1403926357921202,0.1403926357921202,0.019576523501753946,0.019576523501753946,0.019576523501753946,0.13800386813340826,0.019576523501753946,0.019576523501753946,0.0472271392544199,0.0472271392544199,0.13800386813340826,0.005686019083202419,0.005686019083202419
WB,1.913968791904391,2.2058985528835233,2.2058985528835233,1.9202315399955963,9.073415517752597,9.073415517752597,1.913953392760314,1.913953392760314,1.913953392760314,1.913953392760314,1.913953392760314,1.913968791904391,3.4989417427985656,3.4989417427985656,1.913968791904391,1.913968791904391,1.913968791904391,1.913968791904391,1.913968791904391,8.614320985058987,8.614320985058987,2.2058985528835233,1.913968791904391,2.2058985528835233,2.2058985528835233,2.2058985528835233,1.9202315399955963,9.073415517752597,9.073415517752597,1.913953392760314,1.913953392760314,1.913953392760314,1.913953392760314,1.913968791904391,1.913953392760314,3.4989417427985656,3.4989417427985656,1.913968791904391,1.913968791904391,1.913968791904391,1.913968791904391,1.913968791904391,8.614320985058987,8.614320985058987,1.913968791904391,1.9202315399955963,1.9202315399955963,1.9202315399955963,1.9202315399955963,1.9202315399955963,9.073415517752597,9.073415517752597,1.913953392760314,1.913953392760314,1.913953392760314,8.614320985058987,1.913953392760314,1.913953392760314,3.4989417427985656,3.4989417427985656,8.614320985058987,2.2058985528835233,2.2058985528835233
XB,0.2606477854545403,0.43601449897081646,0.43601449897081646,0.2610632645655406,0.824133311862658,0.824133311862658,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.2606477854545403,0.3263585911421088,0.3263585911421088,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.8035292908218287,0.8035292908218287,0.43601449897081646,0.2606477854545403,0.43601449897081646,0.43601449897081646,0.43601449897081646,0.2610632645655406,0.824133311862658,0.824133311862658,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.2606477854545403,0.2650977333380185,0.3263585911421088,0.3263585911421088,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.2606477854545403,0.8035292908218287,0.8035292908218287,0.2606477854545403,0.2610632645655406,0.2610632645655406,0.2610632645655406,0.2610632645655406,0.2610632645655406,0.824133311862658,0.824133311862658,0.2650977333380185,0.2650977333380185,0.2650977333380185,0.8035292908218287,0.2650977333380185,0.2650977333380185,0.3263585911421088,0.3263585911421088,0.8035292908218287,0.43601449897081646,0.43601449897081646
SSE,86.85101447868166,68.1868306290132,68.1868306290132,82.80657679333449,179.8574592713705,179.8574592713705,83.38562382763863,83.38562382763863,83.38562382763863,83.38562382763863,83.38562382763863,86.85101447868166,139.9282325772799,139.9282325772799,86.85101447868166,86.85101447868166,86.85101447868166,86.85101447868166,86.85101447868166,180.96778507878224,180.96778507878224,68.1868306290132,86.85101447868166,68.1868306290132,68.1868306290132,68.1868306290132,82.80657679333449,179.8574592713705,179.8574592713705,83.38562382763863,83.38562382763863,83.38562382763863,83.38562382763863,86.85101447868166,83.38562382763863,139.9282325772799,139.9282325772799,86.85101447868166,86.85101447868166,86.85101447868166,86.85101447868166,86.85101447868166,180.96778507878224,180.96778507878224,86.85101447868166,82.80657679333449,82.80657679333449,82.80657679333449,82.80657679333449,82.80657679333449,179.8574592713705,179.8574592713705,83.38562382763863,83.38562382763863,83.38562382763863,180.96778507878224,83.38562382763863,83.38562382763863,139.9282325772799,139.9282325772799,180.96778507878224,68.1868306290132,68.1868306290132
RS,-0.010690864433928277,0.20471070529387317,0.20471070529387317,0.012707598328528413,-0.1310453028085556,-0.1310453028085556,0.02031469234684188,0.02031469234684188,0.02031469234684188,0.02031469234684188,0.02031469234684188,-0.010690864433928277,-0.09079238829660925,-0.09079238829660925,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.14355996159682008,-0.14355996159682008,0.20471070529387317,-0.010690864433928277,0.20471070529387317,0.20471070529387317,0.20471070529387317,0.012707598328528413,-0.1310453028085556,-0.1310453028085556,0.02031469234684188,0.02031469234684188,0.02031469234684188,0.02031469234684188,-0.010690864433928277,0.02031469234684188,-0.09079238829660925,-0.09079238829660925,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.010690864433928277,-0.14355996159682008,-0.14355996159682008,-0.010690864433928277,0.012707598328528413,0.012707598328528413,0.012707598328528413,0.012707598328528413,0.012707598328528413,-0.1310453028085556,-0.1310453028085556,0.02031469234684188,0.02031469234684188,0.02031469234684188,-0.14355996159682008,0.02031469234684188,0.02031469234684188,-0.09079238829660925,-0.09079238829660925,-0.14355996159682008,0.20471070529387317,0.20471070529387317
DH,0.42794155180128207,0.310753598174913,0.310753598174913,0.4171716184296121,0.5701484091308807,0.5701484091308807,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.42794155180128207,0.5370544551129637,0.5370544551129637,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.5769149836273916,0.5769149836273916,0.310753598174913,0.42794155180128207,0.310753598174913,0.310753598174913,0.310753598174913,0.4171716184296121,0.5701484091308807,0.5701484091308807,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.42794155180128207,0.4151548006269975,0.5370544551129637,0.5370544551129637,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.42794155180128207,0.5769149836273916,0.5769149836273916,0.42794155180128207,0.4171716184296121,0.4171716184296121,0.4171716184296121,0.4171716184296121,0.4171716184296121,0.5701484091308807,0.5701484091308807,0.4151548006269975,0.4151548006269975,0.4151548006269975,0.5769149836273916,0.4151548006269975,0.4151548006269975,0.5370544551129637,0.5370544551129637,0.5769149836273916,0.310753598174913,0.310753598174913
