,labels_wingnut_KMeans_params1,labels_wingnut_KMeans_params10,labels_wingnut_KMeans_params11,labels_wingnut_KMeans_params12,labels_wingnut_KMeans_params13,labels_wingnut_KMeans_params14,labels_wingnut_KMeans_params15,labels_wingnut_KMeans_params16,labels_wingnut_KMeans_params17,labels_wingnut_KMeans_params18,labels_wingnut_KMeans_params19,labels_wingnut_KMeans_params2,labels_wingnut_KMeans_params20,labels_wingnut_KMeans_params21,labels_wingnut_KMeans_params22,labels_wingnut_KMeans_params23,labels_wingnut_KMeans_params24,labels_wingnut_KMeans_params25,labels_wingnut_KMeans_params26,labels_wingnut_KMeans_params27,labels_wingnut_KMeans_params28,labels_wingnut_KMeans_params29,labels_wingnut_KMeans_params3,labels_wingnut_KMeans_params30,labels_wingnut_KMeans_params31,labels_wingnut_KMeans_params32,labels_wingnut_KMeans_params33,labels_wingnut_KMeans_params34,labels_wingnut_KMeans_params35,labels_wingnut_KMeans_params36,labels_wingnut_KMeans_params37,labels_wingnut_KMeans_params38,labels_wingnut_KMeans_params39,labels_wingnut_KMeans_params4,labels_wingnut_KMeans_params40,labels_wingnut_KMeans_params41,labels_wingnut_KMeans_params42,labels_wingnut_KMeans_params43,labels_wingnut_KMeans_params44,labels_wingnut_KMeans_params45,labels_wingnut_KMeans_params46,labels_wingnut_KMeans_params47,labels_wingnut_KMeans_params48,labels_wingnut_KMeans_params49,labels_wingnut_KMeans_params5,labels_wingnut_KMeans_params50,labels_wingnut_KMeans_params51,labels_wingnut_KMeans_params52,labels_wingnut_KMeans_params53,labels_wingnut_KMeans_params54,labels_wingnut_KMeans_params6,labels_wingnut_KMeans_params7,labels_wingnut_KMeans_params8,labels_wingnut_KMeans_params9
FMI,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7212543648322596,0.7181816769945177,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7181816769945177,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.7212543648322596,0.6993265549839267,0.6993265549839267,0.6997452845501875,0.7181816769945177,0.6997452845501875,0.6971395469331159,0.6971395469331159,0.6993265549839267,0.6993265549839267,0.6997452845501875,0.6997452845501875,0.6971395469331159,0.6971395469331159,0.6993265549839267,0.7181816769945177,0.6993265549839267,0.6997452845501875,0.6997452845501875,0.6971395469331159,0.6971395469331159,0.7181816769945177,0.7181816769945177,0.7181816769945177,0.7181816769945177
