,labels_r15_MeanShift_params1,labels_r15_MeanShift_params10,labels_r15_MeanShift_params11,labels_r15_MeanShift_params12,labels_r15_MeanShift_params13,labels_r15_MeanShift_params14,labels_r15_MeanShift_params15,labels_r15_MeanShift_params16,labels_r15_MeanShift_params17,labels_r15_MeanShift_params18,labels_r15_MeanShift_params19,labels_r15_MeanShift_params2,labels_r15_MeanShift_params20,labels_r15_MeanShift_params21,labels_r15_MeanShift_params22,labels_r15_MeanShift_params25,labels_r15_MeanShift_params26,labels_r15_MeanShift_params3,labels_r15_MeanShift_params4,labels_r15_MeanShift_params5,labels_r15_MeanShift_params6,labels_r15_MeanShift_params7,labels_r15_MeanShift_params8,labels_r15_MeanShift_params9
FMI,0.664332101734772,0.5793075008830086,0.45506004660670785,0.45506004660670785,0.5721940264484492,0.5727758749766727,0.5744571103462612,0.5793075008830086,0.4349429283409441,0.45506004660670785,0.45506004660670785,0.6507602069113578,0.45506004660670785,0.45466715433826804,0.45466715433826804,0.45506004660670785,0.45506004660670785,0.7211927731956057,0.7223695218148898,0.45466715433826804,0.45466715433826804,0.5721940264484492,0.5727758749766727,0.5744571103462612
