,labels_ionosphere_MeanShift_params10,labels_ionosphere_MeanShift_params12,labels_ionosphere_MeanShift_params14,labels_ionosphere_MeanShift_params16,labels_ionosphere_MeanShift_params18,labels_ionosphere_MeanShift_params2,labels_ionosphere_MeanShift_params20,labels_ionosphere_MeanShift_params22,labels_ionosphere_MeanShift_params24,labels_ionosphere_MeanShift_params26,labels_ionosphere_MeanShift_params28,labels_ionosphere_MeanShift_params30,labels_ionosphere_MeanShift_params32,labels_ionosphere_MeanShift_params4,labels_ionosphere_MeanShift_params6,labels_ionosphere_MeanShift_params8
FMI,0.6221112147826452,0.6096671409875896,0.622814844392639,0.6221112147826452,0.6345134989269665,0.5806326971141169,0.6240556437206339,0.6298344669688186,0.6489140766764195,0.7240673465736551,0.7234405518375882,0.7237815393782975,0.7234927237875682,0.5995356935120011,0.6184230589072375,0.622814844392639
