,labels_statlog_MeanShift_params1,labels_statlog_MeanShift_params10,labels_statlog_MeanShift_params11,labels_statlog_MeanShift_params12,labels_statlog_MeanShift_params13,labels_statlog_MeanShift_params14,labels_statlog_MeanShift_params15,labels_statlog_MeanShift_params16,labels_statlog_MeanShift_params17,labels_statlog_MeanShift_params18,labels_statlog_MeanShift_params19,labels_statlog_MeanShift_params2,labels_statlog_MeanShift_params20,labels_statlog_MeanShift_params21,labels_statlog_MeanShift_params22,labels_statlog_MeanShift_params3,labels_statlog_MeanShift_params4,labels_statlog_MeanShift_params5,labels_statlog_MeanShift_params6,labels_statlog_MeanShift_params7,labels_statlog_MeanShift_params8,labels_statlog_MeanShift_params9
VMI,0.5354226711470355,0.5261783209757838,0.16403614086274546,0.5163591413484884,0.625320633805283,0.6165709046207382,0.3261955021082926,0.5261783209757838,0.3270193861455642,0.32870511000111463,0.32598947150827523,0.6050404514849685,0.3291854060446032,0.6268424555804273,0.6274736961939922,0.6218048306846674,0.5985063305524981,0.6444695953607177,0.6070013222080148,0.625320633805283,0.6165709046207382,0.3261955021082926
