,labels_data4_MeanShift_params1,labels_data4_MeanShift_params10,labels_data4_MeanShift_params11,labels_data4_MeanShift_params12,labels_data4_MeanShift_params13,labels_data4_MeanShift_params14,labels_data4_MeanShift_params15,labels_data4_MeanShift_params16,labels_data4_MeanShift_params17,labels_data4_MeanShift_params18,labels_data4_MeanShift_params19,labels_data4_MeanShift_params2,labels_data4_MeanShift_params20,labels_data4_MeanShift_params21,labels_data4_MeanShift_params22,labels_data4_MeanShift_params23,labels_data4_MeanShift_params24,labels_data4_MeanShift_params25,labels_data4_MeanShift_params26,labels_data4_MeanShift_params27,labels_data4_MeanShift_params28,labels_data4_MeanShift_params29,labels_data4_MeanShift_params3,labels_data4_MeanShift_params30,labels_data4_MeanShift_params4,labels_data4_MeanShift_params5,labels_data4_MeanShift_params6,labels_data4_MeanShift_params7,labels_data4_MeanShift_params8,labels_data4_MeanShift_params9
ARI,0.23293440499246135,0.7086981855503467,0.7264984066352611,0.7149142272423086,0.6988750517806847,0.6988750517806847,0.7062077991988527,0.7086981855503467,0.6990537554713708,0.527501668420854,0.7188566027221488,0.21864923230454633,0.7188566027221488,0.5296608237656705,0.5296608237656705,0.528166692473574,0.528166692473574,0.528166692473574,0.48152256560191464,0.527501668420854,0.4583429154355368,0.5267963965859913,0.44102133842086066,0.4973783373970902,0.5023490371772905,0.6840395438832582,0.6900689504648483,0.6988750517806847,0.6988750517806847,0.7062077991988527
