,labels_x1_DBSCAN_params11,labels_x1_DBSCAN_params16,labels_x1_DBSCAN_params17,labels_x1_DBSCAN_params21,labels_x1_DBSCAN_params22,labels_x1_DBSCAN_params26,labels_x1_DBSCAN_params27,labels_x1_DBSCAN_params28,labels_x1_DBSCAN_params31,labels_x1_DBSCAN_params32,labels_x1_DBSCAN_params33,labels_x1_DBSCAN_params36,labels_x1_DBSCAN_params37,labels_x1_DBSCAN_params38,labels_x1_DBSCAN_params39,labels_x1_DBSCAN_params41,labels_x1_DBSCAN_params42,labels_x1_DBSCAN_params43,labels_x1_DBSCAN_params44,labels_x1_DBSCAN_params46,labels_x1_DBSCAN_params47,labels_x1_DBSCAN_params48,labels_x1_DBSCAN_params49
AMI,0.10079356277993524,0.3824246452386838,0.3266215561392755,0.5024357218931729,0.49642886732476965,0.6725744587626332,0.6805831974360775,0.5893902708851319,0.906490249766655,0.8981195757866992,0.818488585004049,0.9818052831188135,0.9818052831188135,0.9509295621511947,0.912820035038643,1.0,1.0,1.0,0.9435814402444752,0.6825056209926855,0.6825056209926855,1.0,0.9818052831188135
