,labels_s4_MeanShift_params1,labels_s4_MeanShift_params10,labels_s4_MeanShift_params11,labels_s4_MeanShift_params12,labels_s4_MeanShift_params13,labels_s4_MeanShift_params14,labels_s4_MeanShift_params15,labels_s4_MeanShift_params16,labels_s4_MeanShift_params17,labels_s4_MeanShift_params18,labels_s4_MeanShift_params19,labels_s4_MeanShift_params2,labels_s4_MeanShift_params20,labels_s4_MeanShift_params3,labels_s4_MeanShift_params4,labels_s4_MeanShift_params5,labels_s4_MeanShift_params6,labels_s4_MeanShift_params7,labels_s4_MeanShift_params8,labels_s4_MeanShift_params9
AMI,0.69304526411679,0.5068624523213601,0.4198694814201729,0.4152471836232221,0.4756602145328946,0.5061462887517567,0.42298955844885916,0.5068624523213601,0.4253409377393015,0.3168898158699588,0.2751425467402452,0.6831578105618676,0.27524982412467697,0.6831105676558532,0.6644202022163251,0.4766883095312703,0.44072145360341586,0.4756602145328946,0.5061462887517567,0.42298955844885916
