,labels_d31_DBSCAN_params13,labels_d31_DBSCAN_params14,labels_d31_DBSCAN_params15,labels_d31_DBSCAN_params17,labels_d31_DBSCAN_params18,labels_d31_DBSCAN_params19,labels_d31_DBSCAN_params20,labels_d31_DBSCAN_params21,labels_d31_DBSCAN_params22,labels_d31_DBSCAN_params23,labels_d31_DBSCAN_params24,labels_d31_DBSCAN_params25,labels_d31_DBSCAN_params26,labels_d31_DBSCAN_params27,labels_d31_DBSCAN_params28,labels_d31_DBSCAN_params9
AMI,0.519907459571884,0.10551241617179981,0.013877644607040064,0.7520038608360682,0.8482121528408835,0.8667864862401878,0.8145030826669714,0.07711936667954239,0.4646040675321966,0.5031697838932636,0.5029197905270221,0.07697428058548426,0.07697428058548426,0.07697428058548426,0.07697428058548426,0.05465498070740307
