,labels_data3_DBSCAN_params13,labels_data3_DBSCAN_params14,labels_data3_DBSCAN_params17,labels_data3_DBSCAN_params18,labels_data3_DBSCAN_params19,labels_data3_DBSCAN_params20,labels_data3_DBSCAN_params21,labels_data3_DBSCAN_params22,labels_data3_DBSCAN_params23,labels_data3_DBSCAN_params24,labels_data3_DBSCAN_params25,labels_data3_DBSCAN_params26,labels_data3_DBSCAN_params27,labels_data3_DBSCAN_params28,labels_data3_DBSCAN_params29,labels_data3_DBSCAN_params30,labels_data3_DBSCAN_params31,labels_data3_DBSCAN_params32,labels_data3_DBSCAN_params33,labels_data3_DBSCAN_params34,labels_data3_DBSCAN_params35,labels_data3_DBSCAN_params36,labels_data3_DBSCAN_params37,labels_data3_DBSCAN_params38,labels_data3_DBSCAN_params39,labels_data3_DBSCAN_params40,labels_data3_DBSCAN_params41,labels_data3_DBSCAN_params42,labels_data3_DBSCAN_params43,labels_data3_DBSCAN_params44,labels_data3_DBSCAN_params9
B,0.004851484539991521,0.0005785532039682214,0.023234320708407277,0.015741900591984628,0.01340146773850593,0.01068562870042702,0.021085425027158506,0.02094400063271912,0.02076704793961281,0.020504927022009,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.021743892789826334,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.1804889974985108,0.00010211197108334911
BH,0.06466688074103447,0.00583546373579155,3.403682901294021,4.469710951029451,3.494151890961502,2.4707643843852396,6.770868226631289,6.718959962763695,6.654535569670681,6.52644152050886,7.0384381116835115,7.0384381116835115,7.0384381116835115,7.0384381116835115,7.0384381116835115,7.0384381116835115,7.0384381116835115,7.0384381116835115,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,104.1226561237285,0.0003318513345169221
D,,,,,,,,,,,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.9512780639470966,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,0.7674440383777987,
H,2.7315984980312105,0.8816181969732144,0.49495297443143454,0.033931017126964884,0.028616169679362518,0.022629929759740777,0.044790074246823956,0.04448219877084928,0.04426891727247587,0.04387999252545433,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.0462331412350835,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.13683345293476634,0.35971451292842255
DBCV,-0.02837453932654549,0.49083336034963293,0.027527444738911354,0.9895445951858547,0.9925684703910906,0.995271332951756,0.979870636918843,0.9755754530618073,0.9725486207116618,0.9752637361552903,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9701868303702932,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9229024646413035,0.9131464512842803
I,1.4766713748331073,58.22544966455389,4.594241955821258,14.060113353309543,16.364180941610467,20.40231713712134,11.283320717581116,11.333480232403799,11.405550571757137,11.4348822527133,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,11.036365010254396,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,2.0766436648086506,319.06386441958483
C,0.012924451108050052,0.0028566025069473684,0.002032247840328653,-1.9626689464558987e-17,1.1518833851753865e-17,1.4583354713666798e-17,1.433814452984583e-05,9.311538800004954e-06,7.6081338124014744e-06,6.901819748061263e-06,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,3.1628956521318805e-05,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0037433955150339704,0.0002066555832398598
CDbw,15.250912390012298,27.420177887118037,25.548468484995436,1.0784864216128782,1.2452133050157612,1.735795945463205,0.44552979219522204,0.442889502448863,0.4746134849830746,0.4922974250947922,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,0.3959752708677769,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,1.1954819290556575,80.35964446953211
VIASCKDE,0.5008766811464695,0.4333488861757223,0.7051715054876895,0.7239990624169321,0.6835733445077905,0.6674054523681365,0.7760052756738237,0.7669972975259775,0.7572103747587793,0.7563228569167304,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7937948142054492,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.7969453998762781,0.43740905041003525
COP,0.3661546726734125,0.3828625479374448,0.3706054955397003,0.1774953686768867,0.18893175566323542,0.1916241738619504,0.16585334295571094,0.1657831118644208,0.1644070286255707,0.17075972760043961,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.15160005232207688,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.2981272129228725,0.4645036809485216
Sym,0.15964888915031716,7.546040445778453,0.15652262700690084,0.3405766161324488,0.41558615318012515,0.5859661778531596,0.20862943690106503,0.21234902243883377,0.21681061166327467,0.22541562539890278,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.19376352776819786,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,0.10488246539246428,74.5898192041963
CS,0.7314795403544457,0.6362112453077108,0.665137918305763,0.27698675578071547,0.24581798381759254,0.21360917395053414,0.3623164265017132,0.3522592105501909,0.34554565085057176,0.34159592785183845,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.3847613020019063,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.6299940997253453,0.36646012654392424
SF,0.4481408444744349,0.60266415014544,0.5382242820565575,0.5877502846497262,0.5967223035609128,0.6085276612681829,0.5723364136169898,0.5726566055765939,0.5730577279618955,0.5735173418300646,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.5707808662398687,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.47588914069783284,0.6294542209805125
SD,40393.790359717044,11584.877603015608,567757.5123411405,730424.8892425062,603448.0976837005,437485.3543158644,1100521.8225393612,1091314.5281686038,1084732.0433226107,1079199.7584239643,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,1130454.7629567892,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,8799034.186796753,4810.445373846192
SDbw,0.19932111044494116,0.4219582668780383,0.17407250312716874,0.023720809261928353,0.01995687410391692,0.015766204540462556,0.03469413585875347,0.03444433316958356,0.03423325154733826,0.033907892005084476,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.03661227244842222,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.26505570729039457,0.29239709093016486
XB*,2.5625767973799616,0.6003800515642453,0.361944505182051,0.014154545958941922,0.012016525894352384,0.009648684825705864,0.018763729496633963,0.018792011679180463,0.01838171417482539,0.018243787715522163,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.019404454309114517,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.14491656273357414,0.16025625107320993
S,0.12697815477678753,0.5319545830186815,0.4712935562392886,0.865726256498507,0.8764328009577527,0.8899388546170266,0.8467700023846121,0.8471170633068158,0.8475033323457439,0.8480957608712846,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.844629009262472,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.6891487264667819,0.7359747126704245
DB,0.6811957799192411,0.5744981719661746,0.48421748213813914,0.19180360794713888,0.1767361506488976,0.1585221933520594,0.21559293497061313,0.21499610793687737,0.21472233942322672,0.21430201660743387,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.21825445222795256,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.463080158245329,0.33754475617091095
CH,4858.439156254907,25755.606730826607,8705.368083007921,18538.4724607103,20188.421746857486,22521.502862453995,15698.04732765237,15792.779081064771,15881.5036787621,15990.653116833455,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,15325.477822129795,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,2214.2057951964166,55575.769738921364
AD-S,0.2331044361068471,0.3401786310567499,0.6535969232241411,0.9748478441819421,0.9761440118143988,0.9789375099125206,0.9573954647056565,0.9575633149013585,0.9576202919925391,0.9575936144760245,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.9495325674385031,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.8422473281497576,0.7836251911756055
AD-DB,1.1908023933449081,1.2095454618087604,0.669827857325375,0.049882621519556275,0.04750536593521704,0.042026503744799514,0.08498578468184577,0.08460123035163773,0.08451189485544959,0.08446217999064749,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.10068227429717076,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.24888213411172744,0.4530919916350295
AD-CH,1296.5714915455053,1348.3736273674456,6011.810450157721,13642.239959673043,13049.929559420352,13279.22616813055,10574.541241807798,10605.13993962564,10603.60896050411,10540.626441598906,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,9876.357972891847,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,3662.643297853802,670.8665792717279
AD-idea,54642.13911136654,578.5366104403972,169.73855175432956,69941.6042244815,78341.58932199886,113189.97835814922,15526.609430579185,15666.307152160376,15853.96249158491,15954.424626965729,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,10130.279482948656,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,180.55624507322798,36171.75952075282
