,labels_a3_MeanShift_params1,labels_a3_MeanShift_params10,labels_a3_MeanShift_params11,labels_a3_MeanShift_params12,labels_a3_MeanShift_params13,labels_a3_MeanShift_params14,labels_a3_MeanShift_params15,labels_a3_MeanShift_params16,labels_a3_MeanShift_params17,labels_a3_MeanShift_params18,labels_a3_MeanShift_params19,labels_a3_MeanShift_params2,labels_a3_MeanShift_params20,labels_a3_MeanShift_params27,labels_a3_MeanShift_params28,labels_a3_MeanShift_params29,labels_a3_MeanShift_params3,labels_a3_MeanShift_params30,labels_a3_MeanShift_params4,labels_a3_MeanShift_params5,labels_a3_MeanShift_params6,labels_a3_MeanShift_params7,labels_a3_MeanShift_params8,labels_a3_MeanShift_params9
FMI,0.5332451547169844,0.3194153490548009,0.2821108717093646,0.2659121329999875,0.3340786098780952,0.33887670241946494,0.3082866719545004,0.3194153490548009,0.2761224545171682,0.26594926040023936,0.2729326053297103,0.5294569777690105,0.26947105765523416,0.2736598664786421,0.22802993867721666,0.2291255900847637,0.4598428332471418,0.23324442183044997,0.46733848334522904,0.35441684635420395,0.37493667962736094,0.3340786098780952,0.33887670241946494,0.3082866719545004
