,labels_data5_MeanShift_params1,labels_data5_MeanShift_params10,labels_data5_MeanShift_params11,labels_data5_MeanShift_params12,labels_data5_MeanShift_params13,labels_data5_MeanShift_params14,labels_data5_MeanShift_params15,labels_data5_MeanShift_params16,labels_data5_MeanShift_params17,labels_data5_MeanShift_params18,labels_data5_MeanShift_params19,labels_data5_MeanShift_params2,labels_data5_MeanShift_params20,labels_data5_MeanShift_params21,labels_data5_MeanShift_params22,labels_data5_MeanShift_params27,labels_data5_MeanShift_params28,labels_data5_MeanShift_params29,labels_data5_MeanShift_params3,labels_data5_MeanShift_params30,labels_data5_MeanShift_params4,labels_data5_MeanShift_params5,labels_data5_MeanShift_params6,labels_data5_MeanShift_params7,labels_data5_MeanShift_params8,labels_data5_MeanShift_params9
cSIL,0.8584690609148357,0.8757248188841947,0.84856408751749,0.8628364834753554,0.8166399430839467,0.8027110909740267,0.8757248188841947,0.8757248188841947,0.8656330492027875,0.8656330492027875,0.863249755289176,0.8595548051538761,0.863249755289176,0.9572895992787999,0.9572895992787999,0.9572895992787999,0.9572895992787999,0.9220239863328981,0.8380925950953729,0.9220239863328981,0.8062739817493523,0.7966190447811381,0.8254970583778847,0.8166399430839467,0.8027110909740267,0.8757248188841947
GD43,3.1720369975464795,2.912357457593771,2.4550689970014927,2.4531712064709383,4.143892225173509,3.6928022572968198,2.912357457593771,2.912357457593771,2.4667871529058907,2.4667871529058907,2.458421298582977,3.5698077165525013,2.458421298582977,4.584681113049917,4.584681113049917,4.584681113049917,4.584681113049917,2.2669473073320683,4.235236247106612,2.2669473073320683,3.0446843372004926,2.963958651122722,3.478546550429083,4.143892225173509,3.6928022572968198,2.912357457593771
GD53,0.0,0.046591306883289677,0.06356230242164329,0.045803500855776245,0.08406069139657496,0.09625454852758478,0.046591306883289677,0.046591306883289677,0.044496916778041025,0.044496916778041025,0.04632445054706203,0.0,0.04632445054706203,0.0622685152333927,0.0622685152333927,0.0622685152333927,0.0622685152333927,0.3367626800997867,0.01698127848878314,0.3367626800997867,0.06050443872960775,0.05435706435098793,0.057898580290386206,0.08406069139657496,0.09625454852758478,0.046591306883289677
PS,-31.519018532119823,0.6059225631294487,1.265861263193751,1.3238971390288965,-14.425620828268734,-14.453635890300381,0.6059225631294487,0.6059225631294487,1.3332229306011718,1.3332229306011718,1.3235531425170874,-36.484134965842436,1.3235531425170874,2.511853993840189,2.511853993840189,2.511853993840189,2.511853993840189,1.4648702237240332,-19.88202963758879,1.4648702237240332,-22.101182252621822,-2.9502731092134242,-2.0031810139710293,-14.425620828268734,-14.453635890300381,0.6059225631294487
rCIP,57.073932068043405,0.5929088807239159,0.2682431232732444,0.26367053015483033,23.487060832949105,30.38131704608058,0.5929088807239159,0.5929088807239159,0.2593909935008566,0.2593909935008566,0.26278111337870036,90.91942298686905,0.26278111337870036,0.001376452063233711,0.001376452063233711,0.001376452063233711,0.001376452063233711,4.3635244423310306e-13,38.55322570188866,4.3635244423310306e-13,60.561372663145875,5.751605328690707,3.7064244420044785,23.487060832949105,30.38131704608058,0.5929088807239159
WB,0.5104159966816897,0.25253784244722904,0.2426973205213889,0.25051586804227827,0.33657352279429487,0.34301915355913043,0.25253784244722904,0.25253784244722904,0.2500612103243398,0.2500612103243398,0.24936673907910378,0.5137502513505385,0.24936673907910378,0.21520032675157666,0.21520032675157666,0.21520032675157666,0.21520032675157666,0.9294444941340837,0.3931123791294822,0.9294444941340837,0.420359566833648,0.27673279824466623,0.24872548013143206,0.33657352279429487,0.34301915355913043,0.25253784244722904
XB,0.7577113700361996,0.15569123738207624,0.18817658359969577,0.17618230761310932,0.44324373458874533,0.49118171933037746,0.15569123738207624,0.15569123738207624,0.17369781403246382,0.17369781403246382,0.17597329114619178,0.6427951028619804,0.17597329114619178,0.044572129262299,0.044572129262299,0.044572129262299,0.044572129262299,0.10337467552658106,0.4374588336565485,0.10337467552658106,0.6574760209390447,0.2584422293712649,0.2113023193267938,0.44324373458874533,0.49118171933037746,0.15569123738207624
SSE,8.692113586900183,32.3496803773015,38.48891337179646,39.65576355365979,10.613728890381097,10.813722862404427,32.3496803773015,32.3496803773015,39.588027412675686,39.588027412675686,39.48453522226005,7.765520685206442,39.48453522226005,45.03473457293407,45.03473457293407,45.03473457293407,45.03473457293407,213.47690798374848,9.655795497405897,213.47690798374848,9.61359180462294,20.07142954575101,20.28832278440994,10.613728890381097,10.813722862404427,32.3496803773015
RS,0.7403803801951773,0.7132020979063043,0.7124688953527777,0.727949447111265,0.692092655220303,0.6733707507031764,0.7132020979063043,0.7132020979063043,0.7329070119365758,0.7329070119365758,0.7299588431591678,0.7579724144870712,0.7299588431591678,0.7967623731816006,0.7967623731816006,0.7967623731816006,0.7967623731816006,0.5183176601102405,0.7183875613549232,0.5183176601102405,0.687092992380979,0.633228335139655,0.6693120745076004,0.692092655220303,0.6733707507031764,0.7132020979063043
DH,0.06817116218378497,0.17720042878581607,0.1864936780708509,0.1823414641334957,0.10924850872952895,0.1127649913291798,0.17720042878581607,0.17720042878581607,0.1811492725873809,0.1811492725873809,0.18202938474445218,0.06236838079564159,0.18202938474445218,0.1670592606449083,0.1670592606449083,0.1670592606449083,0.1670592606449083,0.24663508039841484,0.09152406992950424,0.24663508039841484,0.09317123810035884,0.16734782175473595,0.1666650944409676,0.10924850872952895,0.1127649913291798,0.17720042878581607
B,0.013617014836455159,0.0365995769986707,0.04410803649298472,0.04620877435275498,0.016074369453254914,0.017117954240230628,0.0365995769986707,0.0365995769986707,0.04649502155959437,0.04649502155959437,0.046191513918765366,0.012303038248758044,0.046191513918765366,0.047984760937543135,0.047984760937543135,0.047984760937543135,0.047984760937543135,0.18659628904615838,0.015967947442810198,0.18659628904615838,0.015190987150493239,0.026613764395781767,0.025998635468368236,0.016074369453254914,0.017117954240230628,0.0365995769986707
BH,0.22287470735641504,6.469936075460302,9.622228342949114,9.913940888414949,0.5054156614467189,0.5149391839240203,6.469936075460302,6.469936075460302,9.89700685316892,9.89700685316892,9.871133805565012,0.17648910648196456,9.871133805565012,15.011578190978021,15.011578190978021,15.011578190978021,15.011578190978021,106.73845399187424,0.3576220554594777,106.73845399187424,0.3315031656766533,2.230158838416779,2.536040348051243,0.5054156614467189,0.5149391839240203,6.469936075460302
D,0.12113340437528847,0.3048229104101854,0.31102028991420144,0.34191572051524105,0.10671094398571682,0.10047542866439858,0.3048229104101854,0.3048229104101854,0.34225888975536806,0.34225888975536806,0.34312716148988065,0.1217460223954786,0.34312716148988065,0.3879160732832786,0.3879160732832786,0.3879160732832786,0.3879160732832786,0.44061849759719485,0.12478741719795135,0.44061849759719485,0.09728840435393726,0.27258771812624816,0.26236118197981545,0.10671094398571682,0.10047542866439858,0.3048229104101854
H,5.286693075398382,0.6216116421928781,0.6038800868220291,0.5356540262601655,3.726190652802998,3.9826244049538166,0.6216116421928781,0.6216116421928781,0.5216771869782291,0.5216771869782291,0.5333436721204635,6.003669400275893,0.5333436721204635,0.12163137065243117,0.12163137065243117,0.12163137065243117,0.12163137065243117,0.13650666953280585,4.138490551255205,0.13650666953280585,5.3249741772037895,1.7896155162060605,1.3859196834361815,3.726190652802998,3.9826244049538166,0.6216116421928781
DBCV,-0.03432537140783493,0.1356631098937115,0.05134818974448962,0.054568404193136265,-0.16819694280884284,-0.15262954771155168,0.1356631098937115,0.1356631098937115,0.12112528177311112,0.12112528177311112,0.05389226676792114,-0.03527518261231601,0.05389226676792114,0.20290383214484473,0.20290383214484473,0.20290383214484473,0.20290383214484473,0.8979419814514864,-0.07267662748315666,0.8979419814514864,-0.09128154779782273,0.3290035955123405,0.3157772597218346,-0.16819694280884284,-0.15262954771155168,0.1356631098937115
I,0.27641810778285947,4.1845460267132735,4.275684769909065,4.1758565666171235,0.6859155557596659,0.6640501313025272,4.1845460267132735,4.1845460267132735,4.183019450481819,4.183019450481819,4.190736376670094,0.2406150390737798,4.190736376670094,6.7096250871371135,6.7096250871371135,6.7096250871371135,6.7096250871371135,2.323999512973026,0.4759920618426283,2.323999512973026,0.4150427340496197,2.078079768004858,2.496765896519797,0.6859155557596659,0.6640501313025272,4.1845460267132735
C,0.007559289044619037,0.009572526238919403,0.009646436258396196,0.009251394248907864,0.007120236258934332,0.007237682149151224,0.009572526238919403,0.009572526238919403,0.009266369110216954,0.009266369110216954,0.00932160906829905,0.007647794406017537,0.00932160906829905,0.007508005819140122,0.007508005819140122,0.007508005819140122,0.007508005819140122,0.01942557729273077,0.00760435160044861,0.01942557729273077,0.007811767343547466,0.007115125163083198,0.007173610877930751,0.007120236258934332,0.007237682149151224,0.009572526238919403
CDbw,0.0,0.7326664721552932,0.8775697662958543,0.9020351561369525,1.1908754661271925,1.3227682332264252,0.7326664721552932,0.7326664721552932,0.8920202034445626,0.8920202034445626,0.8901987857399306,0.0,0.8901987857399306,1.2671434546610618,1.2671434546610618,1.2671434546610618,1.2671434546610618,0.03433410075499194,0.0,0.03433410075499194,1.5579252186079429,0.5446663378438255,0.4889441141061581,1.1908754661271925,1.3227682332264252,0.7326664721552932
VIASCKDE,,0.7416760354304421,0.7363079819499723,0.7411818850541748,0.6532525516608285,0.6509930779822913,0.7416760354304421,0.7416760354304421,0.7423077410674863,0.7423077410674863,0.7419521988674525,,0.7419521988674525,0.7508571323840934,0.7508571323840934,0.7508571323840934,0.7508571323840934,0.7093341960880021,,0.7093341960880021,0.6456850257645482,0.7018038962822943,0.7035084662457705,0.6532525516608285,0.6509930779822913,0.7416760354304421
COP,0.3526382778262016,0.2962423981231822,0.257456151363431,0.2602837559155125,0.3232111183386603,0.3270584144441009,0.2962423981231822,0.2962423981231822,0.26011224062433036,0.26011224062433036,0.25988057792042557,0.3621465369673926,0.25988057792042557,0.1735821528362372,0.1735821528362372,0.1735821528362372,0.1735821528362372,0.19998570825655315,0.3369902306318003,0.19998570825655315,0.33787397128091834,0.3115681240885876,0.3102001114006948,0.3232111183386603,0.3270584144441009,0.2962423981231822
Sym,0.030836151337541706,0.06670537557939911,0.06818188337490402,0.06534288079923496,0.04151483882357881,0.03898203734897552,0.06670537557939911,0.06670537557939911,0.06516934118768769,0.06516934118768769,0.06522549651772112,0.029503797196323796,0.06522549651772112,0.08725288678810235,0.08725288678810235,0.08725288678810235,0.08725288678810235,0.029757443508352875,0.03681407898845999,0.029757443508352875,0.03362493304531585,0.05338267679346565,0.05348564247909486,0.04151483882357881,0.03898203734897552,0.06670537557939911
CS,0.7526023418475123,0.7194400047550631,0.7207787906201834,0.6891802571944826,0.9346065597905457,0.9599484882408897,0.7194400047550631,0.7194400047550631,0.6886008473184614,0.6886008473184614,0.6898792769111756,0.7453909548137396,0.6898792769111756,0.49624764756491957,0.49624764756491957,0.49624764756491957,0.49624764756491957,0.8323466379346004,0.8624365345025091,0.8323466379346004,0.9486650974523835,0.9249209921412883,0.8606136271264677,0.9346065597905457,0.9599484882408897,0.7194400047550631
SF,0.10958923842412926,0.3966763365495358,0.44425466814584225,0.44972355428208455,0.15066060717336682,0.1438813621109274,0.3966763365495358,0.3966763365495358,0.4518127468267997,0.4518127468267997,0.45035242422059496,0.10167863735781224,0.45035242422059496,0.5320298158589103,0.5320298158589103,0.5320298158589103,0.5320298158589103,0.4992595315542129,0.13391306811496428,0.4992595315542129,0.10878506030592372,0.2488037567552951,0.28654772202273193,0.15066060717336682,0.1438813621109274,0.3966763365495358
SD,226409.9347515304,1989913.2749741343,2420998.2725459277,2299488.6314592003,490530.42703999375,522949.8122662446,1989913.2749741343,1989913.2749741343,2260703.2926368206,2260703.2926368206,2285021.938343796,188366.31731619628,2285021.938343796,2184382.1742620245,2184382.1742620245,2184382.1742620245,2184382.1742620245,7807313.602858567,353219.5927201709,7807313.602858567,373003.7294983466,1403019.454949646,1382832.4826895806,490530.42703999375,522949.8122662446,1989913.2749741343
SDbw,0.09474469023421617,0.31520875905172674,0.2532955098706315,0.2420016563333195,0.1909291264758613,0.20337492319982378,0.31520875905172674,0.31520875905172674,0.23892991712992845,0.23892991712992845,0.24329178663192327,0.08661727888102895,0.24329178663192327,0.13919814438528272,0.13919814438528272,0.13919814438528272,0.13919814438528272,0.27827909387387756,0.15595155677224065,0.27827909387387756,0.16787303773721848,0.3425990715899023,0.36672167447330656,0.1909291264758613,0.20337492319982378,0.31520875905172674
XB*,1.4717056793254366,0.37663650746299804,0.45032003252637753,0.42960579849813474,0.7797382881506242,0.9125305895376831,0.37663650746299804,0.37663650746299804,0.4245741723712661,0.4245741723712661,0.4293619529718043,1.274313164336493,0.4293619529718043,0.10849725673300357,0.10849725673300357,0.10849725673300357,0.10849725673300357,0.15348297426536384,0.7946336084036839,0.15348297426536384,1.3580784295579813,0.6053275641001123,0.46387529540140365,0.7797382881506242,0.9125305895376831,0.37663650746299804
S,0.5094154072136853,0.6627460640664362,0.6794606951016228,0.6752281003196293,0.514488134712448,0.5048529630745877,0.6627460640664362,0.6627460640664362,0.6750530931993124,0.6750530931993124,0.6754032825487434,0.4949968203245907,0.6754032825487434,0.779100924338861,0.779100924338861,0.779100924338861,0.779100924338861,0.6864865803359255,0.5148572178105671,0.6864865803359255,0.5054074295590357,0.6429747805561676,0.6526560580595447,0.514488134712448,0.5048529630745877,0.6627460640664362
DB,0.7106014152784106,0.6816934370373848,0.713766041281117,0.6711603795795209,0.8170576351058818,0.8458593433523841,0.6816934370373848,0.6816934370373848,0.661245244210659,0.661245244210659,0.6697878747003467,0.7329762070635876,0.6697878747003467,0.36046114281378183,0.36046114281378183,0.36046114281378183,0.36046114281378183,0.4163649488890652,0.7541970434716171,0.4163649488890652,0.8355126479722329,0.8941316169410864,0.8153613686820363,0.8170576351058818,0.8458593433523841,0.6816934370373848
CH,1932.324770571972,4925.004458529408,5471.836265629326,5301.061407319237,3054.16181126124,2996.771431956786,4925.004458529408,4925.004458529408,5310.699721390329,5310.699721390329,5325.48969804162,1904.1013713725156,5325.48969804162,6949.338890764688,6949.338890764688,6949.338890764688,6949.338890764688,2147.519311370575,2570.3160993316533,2147.519311370575,2392.4246068760367,4028.7056939825097,4558.094671744953,3054.16181126124,2996.771431956786,4925.004458529408
AD-S,0.5158704381208623,0.6914072685100623,0.6888929161465769,0.6883280136584082,0.48544124671163613,0.47893786926426934,0.6914072685100623,0.6914072685100623,0.6886710811285108,0.6886710811285108,0.6886710811285108,0.5185722402532735,0.6886710811285108,0.8232710122331894,0.8232710122331894,0.8232710122331894,0.8232710122331894,0.895241323890453,0.500790865641153,0.895241323890453,0.4904430130042916,0.6288907313999206,0.6379345791138883,0.48544124671163613,0.47893786926426934,0.6914072685100623
AD-DB,1.5989330261226935,1.4038979706429255,1.2409284869105197,1.2557774906942614,2.0519327537728946,1.7177500049489616,1.4038979706429255,1.4038979706429255,1.2479707620627472,1.2479707620627472,1.2443402193809607,1.5994172339664823,1.2443402193809607,0.37225379971271666,0.37225379971271666,0.37225379971271666,0.37225379971271666,0.1654973233824325,1.7411022679210015,0.1654973233824325,1.7504936251665848,2.1590431456962107,1.8887716040061246,2.0519327537728946,1.7177500049489616,1.4038979706429255
AD-CH,337.1402874221173,2696.8307402355367,3619.909805545635,3632.523012304292,580.4407210078398,577.1117926287384,2696.8307402355367,2696.8307402355367,3633.8658282768456,3633.8658282768456,3633.877404295316,301.65935932538207,3633.877404295316,5421.075297248929,5421.075297248929,5421.075297248929,5421.075297248929,3758.3851486331864,471.50147410017706,3758.3851486331864,428.7258368857565,1367.3954532984942,1553.7502121245227,580.4407210078398,577.1117926287384,2696.8307402355367
AD-idea,26391.60488062208,466.2502624210277,501.2973297478147,500.89460778563125,847.7889747215477,640.6830906217197,466.2502624210277,466.2502624210277,506.219646192321,506.219646192321,506.49642181206303,31406.325571086727,506.49642181206303,1104.127527174658,1104.127527174658,1104.127527174658,1104.127527174658,358.9140757311708,865.5014479409227,358.9140757311708,90.03451473981164,128.7726037150282,478.74955680615784,847.7889747215477,640.6830906217197,466.2502624210277
