,labels_x3_MeanShift_params1,labels_x3_MeanShift_params10,labels_x3_MeanShift_params11,labels_x3_MeanShift_params12,labels_x3_MeanShift_params13,labels_x3_MeanShift_params14,labels_x3_MeanShift_params15,labels_x3_MeanShift_params16,labels_x3_MeanShift_params17,labels_x3_MeanShift_params18,labels_x3_MeanShift_params19,labels_x3_MeanShift_params2,labels_x3_MeanShift_params20,labels_x3_MeanShift_params21,labels_x3_MeanShift_params22,labels_x3_MeanShift_params23,labels_x3_MeanShift_params24,labels_x3_MeanShift_params25,labels_x3_MeanShift_params26,labels_x3_MeanShift_params27,labels_x3_MeanShift_params28,labels_x3_MeanShift_params29,labels_x3_MeanShift_params3,labels_x3_MeanShift_params30,labels_x3_MeanShift_params4,labels_x3_MeanShift_params5,labels_x3_MeanShift_params6,labels_x3_MeanShift_params7,labels_x3_MeanShift_params8,labels_x3_MeanShift_params9
FMI,0.6718239494957339,0.7446982314250404,0.7446982314250404,0.7446982314250404,0.7446982314250404,0.7446982314250404,0.7446982314250404,0.7446982314250404,0.7538598431411807,0.7538598431411807,0.7415391010529503,0.6382825848146704,0.7272703911206485,0.7538598431411807,0.7110709582396355,0.5566352068065157,0.5788673774255406,0.5566352068065157,0.5497334320141386,0.5531458298213706,0.55016932756602,0.5566352068065157,0.7168898632014024,0.55016932756602,0.6923727779915951,0.7528847580508556,0.7528847580508556,0.7446982314250404,0.7446982314250404,0.7446982314250404
