,labels_x2_HDBSCAN_params1,labels_x2_HDBSCAN_params10,labels_x2_HDBSCAN_params11,labels_x2_HDBSCAN_params12,labels_x2_HDBSCAN_params13,labels_x2_HDBSCAN_params14,labels_x2_HDBSCAN_params2,labels_x2_HDBSCAN_params22,labels_x2_HDBSCAN_params23,labels_x2_HDBSCAN_params24,labels_x2_HDBSCAN_params25,labels_x2_HDBSCAN_params26,labels_x2_HDBSCAN_params27,labels_x2_HDBSCAN_params28,labels_x2_HDBSCAN_params29,labels_x2_HDBSCAN_params3,labels_x2_HDBSCAN_params30,labels_x2_HDBSCAN_params31,labels_x2_HDBSCAN_params32,labels_x2_HDBSCAN_params33,labels_x2_HDBSCAN_params34,labels_x2_HDBSCAN_params35,labels_x2_HDBSCAN_params4,labels_x2_HDBSCAN_params43,labels_x2_HDBSCAN_params44,labels_x2_HDBSCAN_params45,labels_x2_HDBSCAN_params46,labels_x2_HDBSCAN_params47,labels_x2_HDBSCAN_params48,labels_x2_HDBSCAN_params49,labels_x2_HDBSCAN_params5,labels_x2_HDBSCAN_params6,labels_x2_HDBSCAN_params7,labels_x2_HDBSCAN_params8,labels_x2_HDBSCAN_params9
B,0.06322129404806867,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.11440490500477346,0.11440490500477346,0.11440490500477346,0.1110465701823786,0.06322129404806867,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.1110465701823786,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.06322129404806867,0.11440490500477346,0.11440490500477346,0.11440490500477346,0.11440490500477346,0.11440490500477346,0.11440490500477346,0.1110465701823786,0.1110465701823786
BH,0.6700007584204072,3.2240294842990953,3.2240294842990953,3.2240294842990953,3.2240294842990953,3.2240294842990953,0.6700007584204072,0.6700007584204072,0.6700007584204072,0.6700007584204072,0.6700007584204072,3.458053484809039,3.458053484809039,3.458053484809039,3.2240294842990953,0.6700007584204072,3.2240294842990953,3.2240294842990953,3.2240294842990953,3.2240294842990953,3.2240294842990953,3.2240294842990953,0.6700007584204072,0.6700007584204072,0.6700007584204072,0.6700007584204072,0.6700007584204072,3.458053484809039,3.458053484809039,3.458053484809039,3.458053484809039,3.458053484809039,3.458053484809039,3.2240294842990953,3.2240294842990953
D,0.3938265361939858,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.5728252300647825,0.5728252300647825,0.5728252300647825,0.6020203937163414,0.3938265361939858,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.6020203937163414,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.3938265361939858,0.5728252300647825,0.5728252300647825,0.5728252300647825,0.5728252300647825,0.5728252300647825,0.5728252300647825,0.6020203937163414,0.6020203937163414
H,0.25325338468282027,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.12955608851335026,0.12955608851335026,0.12955608851335026,0.11559695972141093,0.25325338468282027,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.11559695972141093,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.25325338468282027,0.12955608851335026,0.12955608851335026,0.12955608851335026,0.12955608851335026,0.12955608851335026,0.12955608851335026,0.11559695972141093,0.11559695972141093
DBCV,0.4803597688632806,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.6970274727227458,0.6970274727227458,0.6970274727227458,0.6000439802380773,0.4803597688632806,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.6000439802380773,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.4803597688632806,0.6970274727227458,0.6970274727227458,0.6970274727227458,0.6970274727227458,0.6970274727227458,0.6970274727227458,0.6000439802380773,0.6000439802380773
I,1.2082470655742252,0.46479735282683327,0.46479735282683327,0.46479735282683327,0.46479735282683327,0.46479735282683327,1.2082470655742252,1.2082470655742252,1.2082470655742252,1.2082470655742252,1.2082470655742252,0.5714769308360903,0.5714769308360903,0.5714769308360903,0.46479735282683327,1.2082470655742252,0.46479735282683327,0.46479735282683327,0.46479735282683327,0.46479735282683327,0.46479735282683327,0.46479735282683327,1.2082470655742252,1.2082470655742252,1.2082470655742252,1.2082470655742252,1.2082470655742252,0.5714769308360903,0.5714769308360903,0.5714769308360903,0.5714769308360903,0.5714769308360903,0.5714769308360903,0.46479735282683327,0.46479735282683327
C,0.020582955605956094,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.030293939419735197,0.030293939419735197,0.030293939419735197,0.03990895066743133,0.020582955605956094,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.03990895066743133,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.020582955605956094,0.030293939419735197,0.030293939419735197,0.030293939419735197,0.030293939419735197,0.030293939419735197,0.030293939419735197,0.03990895066743133,0.03990895066743133
CDbw,0.37016389272312533,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.18267903571916835,0.18267903571916835,0.18267903571916835,0.08225453514267045,0.37016389272312533,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.08225453514267045,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.37016389272312533,0.18267903571916835,0.18267903571916835,0.18267903571916835,0.18267903571916835,0.18267903571916835,0.18267903571916835,0.08225453514267045,0.08225453514267045
VIASCKDE,0.5947998431431685,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.543379951335442,0.543379951335442,0.543379951335442,0.5475811836202794,0.5947998431431685,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5475811836202794,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.5947998431431685,0.543379951335442,0.543379951335442,0.543379951335442,0.543379951335442,0.543379951335442,0.543379951335442,0.5475811836202794,0.5475811836202794
COP,0.375256364132702,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.375256364132702,0.375256364132702,0.375256364132702,0.375256364132702,0.375256364132702,0.28472015044534954,0.28472015044534954,0.28472015044534954,0.28373304335207705,0.375256364132702,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.28373304335207705,0.375256364132702,0.375256364132702,0.375256364132702,0.375256364132702,0.375256364132702,0.28472015044534954,0.28472015044534954,0.28472015044534954,0.28472015044534954,0.28472015044534954,0.28472015044534954,0.28373304335207705,0.28373304335207705
Sym,0.5346884940053,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.5346884940053,0.5346884940053,0.5346884940053,0.5346884940053,0.5346884940053,0.2263385525156729,0.2263385525156729,0.2263385525156729,0.27561212171153726,0.5346884940053,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.27561212171153726,0.5346884940053,0.5346884940053,0.5346884940053,0.5346884940053,0.5346884940053,0.2263385525156729,0.2263385525156729,0.2263385525156729,0.2263385525156729,0.2263385525156729,0.2263385525156729,0.27561212171153726,0.27561212171153726
CS,0.7136080846040197,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.6998592701536177,0.6998592701536177,0.6998592701536177,0.6633987097139548,0.7136080846040197,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.6633987097139548,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.7136080846040197,0.6998592701536177,0.6998592701536177,0.6998592701536177,0.6998592701536177,0.6998592701536177,0.6998592701536177,0.6633987097139548,0.6633987097139548
SF,0.4975996079534514,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4972413746364097,0.4972413746364097,0.4972413746364097,0.5086441356532645,0.4975996079534514,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.5086441356532645,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4975996079534514,0.4972413746364097,0.4972413746364097,0.4972413746364097,0.4972413746364097,0.4972413746364097,0.4972413746364097,0.5086441356532645,0.5086441356532645
SD,32335.9633402689,99480.45300922102,99480.45300922102,99480.45300922102,99480.45300922102,99480.45300922102,32335.9633402689,32335.9633402689,32335.9633402689,32335.9633402689,32335.9633402689,83985.08133130103,83985.08133130103,83985.08133130103,99480.45300922102,32335.9633402689,99480.45300922102,99480.45300922102,99480.45300922102,99480.45300922102,99480.45300922102,99480.45300922102,32335.9633402689,32335.9633402689,32335.9633402689,32335.9633402689,32335.9633402689,83985.08133130103,83985.08133130103,83985.08133130103,83985.08133130103,83985.08133130103,83985.08133130103,99480.45300922102,99480.45300922102
SDbw,0.628348427026997,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.628348427026997,0.628348427026997,0.628348427026997,0.628348427026997,0.628348427026997,0.8971077418000581,0.8971077418000581,0.8971077418000581,0.8523557748589765,0.628348427026997,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.8523557748589765,0.628348427026997,0.628348427026997,0.628348427026997,0.628348427026997,0.628348427026997,0.8971077418000581,0.8971077418000581,0.8971077418000581,0.8971077418000581,0.8971077418000581,0.8971077418000581,0.8523557748589765,0.8523557748589765
XB*,0.3406504711591876,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.08080780597976915,0.08080780597976915,0.08080780597976915,0.08802347885317179,0.3406504711591876,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.08802347885317179,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.3406504711591876,0.08080780597976915,0.08080780597976915,0.08080780597976915,0.08080780597976915,0.08080780597976915,0.08080780597976915,0.08802347885317179,0.08802347885317179
S,0.6112762336460146,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6547353578822489,0.6547353578822489,0.6547353578822489,0.6446301767971631,0.6112762336460146,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6446301767971631,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6112762336460146,0.6547353578822489,0.6547353578822489,0.6547353578822489,0.6547353578822489,0.6547353578822489,0.6547353578822489,0.6446301767971631,0.6446301767971631
DB,0.5167871849506932,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.46937488233411256,0.46937488233411256,0.46937488233411256,0.4317795832646178,0.5167871849506932,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.4317795832646178,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.5167871849506932,0.46937488233411256,0.46937488233411256,0.46937488233411256,0.46937488233411256,0.46937488233411256,0.46937488233411256,0.4317795832646178,0.4317795832646178
CH,341.4627464044999,154.95793468947582,154.95793468947582,154.95793468947582,154.95793468947582,154.95793468947582,341.4627464044999,341.4627464044999,341.4627464044999,341.4627464044999,341.4627464044999,205.66785806713568,205.66785806713568,205.66785806713568,154.95793468947582,341.4627464044999,154.95793468947582,154.95793468947582,154.95793468947582,154.95793468947582,154.95793468947582,154.95793468947582,341.4627464044999,341.4627464044999,341.4627464044999,341.4627464044999,341.4627464044999,205.66785806713568,205.66785806713568,205.66785806713568,205.66785806713568,205.66785806713568,205.66785806713568,154.95793468947582,154.95793468947582
AD-S,0.5753646625383483,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.711834198242198,0.711834198242198,0.711834198242198,0.7137392823070169,0.5753646625383483,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.7137392823070169,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.5753646625383483,0.711834198242198,0.711834198242198,0.711834198242198,0.711834198242198,0.711834198242198,0.711834198242198,0.7137392823070169,0.7137392823070169
AD-DB,0.8510859751401233,0.581849296915607,0.581849296915607,0.581849296915607,0.581849296915607,0.581849296915607,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.6290523757016024,0.6290523757016024,0.6290523757016024,0.581849296915607,0.8510859751401233,0.581849296915607,0.581849296915607,0.581849296915607,0.581849296915607,0.581849296915607,0.581849296915607,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.8510859751401233,0.6290523757016024,0.6290523757016024,0.6290523757016024,0.6290523757016024,0.6290523757016024,0.6290523757016024,0.581849296915607,0.581849296915607
AD-CH,72.83658205504175,96.5215482513249,96.5215482513249,96.5215482513249,96.5215482513249,96.5215482513249,72.83658205504175,72.83658205504175,72.83658205504175,72.83658205504175,72.83658205504175,101.92342503610546,101.92342503610546,101.92342503610546,96.5215482513249,72.83658205504175,96.5215482513249,96.5215482513249,96.5215482513249,96.5215482513249,96.5215482513249,96.5215482513249,72.83658205504175,72.83658205504175,72.83658205504175,72.83658205504175,72.83658205504175,101.92342503610546,101.92342503610546,101.92342503610546,101.92342503610546,101.92342503610546,101.92342503610546,96.5215482513249,96.5215482513249
AD-idea,12.00309317737228,11.517955190908012,11.517955190908012,11.517955190908012,11.517955190908012,11.517955190908012,12.00309317737228,12.00309317737228,12.00309317737228,12.00309317737228,12.00309317737228,9.965810784449703,9.965810784449703,9.965810784449703,11.517955190908012,12.00309317737228,11.517955190908012,11.517955190908012,11.517955190908012,11.517955190908012,11.517955190908012,11.517955190908012,12.00309317737228,12.00309317737228,12.00309317737228,12.00309317737228,12.00309317737228,9.965810784449703,9.965810784449703,9.965810784449703,9.965810784449703,9.965810784449703,9.965810784449703,11.517955190908012,11.517955190908012
