,labels_mk1_MeanShift_params1,labels_mk1_MeanShift_params10,labels_mk1_MeanShift_params11,labels_mk1_MeanShift_params12,labels_mk1_MeanShift_params13,labels_mk1_MeanShift_params14,labels_mk1_MeanShift_params15,labels_mk1_MeanShift_params16,labels_mk1_MeanShift_params17,labels_mk1_MeanShift_params18,labels_mk1_MeanShift_params19,labels_mk1_MeanShift_params2,labels_mk1_MeanShift_params20,labels_mk1_MeanShift_params21,labels_mk1_MeanShift_params22,labels_mk1_MeanShift_params23,labels_mk1_MeanShift_params24,labels_mk1_MeanShift_params25,labels_mk1_MeanShift_params26,labels_mk1_MeanShift_params29,labels_mk1_MeanShift_params3,labels_mk1_MeanShift_params30,labels_mk1_MeanShift_params31,labels_mk1_MeanShift_params32,labels_mk1_MeanShift_params4,labels_mk1_MeanShift_params5,labels_mk1_MeanShift_params6,labels_mk1_MeanShift_params7,labels_mk1_MeanShift_params8,labels_mk1_MeanShift_params9
AMI,0.7290363552177287,0.9629366424241502,0.9657602332828115,0.8530232438899786,0.9682742755392331,0.933852079250011,0.9629366424241502,0.9629366424241502,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.7226026412221812,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.9657602332828115,0.7326451023952699,0.7326451023952699,0.7197855256279196,0.7326451023952699,0.7326451023952699,0.7326451023952699,0.7227562481904051,0.8957451165618038,0.933852079250011,0.9682742755392331,0.933852079250011,0.9629366424241502
