,labels_glass_MeanShift_params1,labels_glass_MeanShift_params10,labels_glass_MeanShift_params11,labels_glass_MeanShift_params12,labels_glass_MeanShift_params13,labels_glass_MeanShift_params14,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params17,labels_glass_MeanShift_params18,labels_glass_MeanShift_params19,labels_glass_MeanShift_params2,labels_glass_MeanShift_params20,labels_glass_MeanShift_params21,labels_glass_MeanShift_params22,labels_glass_MeanShift_params23,labels_glass_MeanShift_params24,labels_glass_MeanShift_params25,labels_glass_MeanShift_params26,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params29,labels_glass_MeanShift_params3,labels_glass_MeanShift_params30,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params4,labels_glass_MeanShift_params5,labels_glass_MeanShift_params6,labels_glass_MeanShift_params7,labels_glass_MeanShift_params8,labels_glass_MeanShift_params9
cSIL,0.9021091898590448,0.9142008428940777,0.6728860314599611,0.907310289106786,0.9115947452960033,0.939647799021563,0.6557464772337999,0.9142008428940777,0.8156228243782689,0.9177614525460246,0.9127727341355766,0.9446036966803245,0.9103730285135008,0.7245165133591596,0.9144879354583073,0.9118597426207158,0.9185323275631867,0.8987804522761366,0.9036816228438144,0.8470159417637207,0.8470159417637207,0.8499889542440824,0.9190786917361471,0.8499889542440824,0.8470159417637207,0.8470159417637207,0.9470284545538011,0.9115491668598602,0.935711597816915,0.9115947452960033,0.939647799021563,0.6557464772337999
GD43,0.5104559138298618,0.9390216785202895,0.19430527734987113,0.8175097632389979,0.7577719620587049,1.484116754039814,0.21169973979929266,0.9390216785202895,0.6998977199678185,0.8534108739229913,0.8818094783538382,1.8714005626292498,0.811013791276335,0.24895737430104967,0.8534108739229913,0.8646553407435756,0.8213156641313792,0.9138799647676278,1.0680016146300018,0.5271758229204285,0.5271758229204285,0.6229004551785131,0.6078304777130827,0.6229004551785131,0.5271758229204285,0.5271758229204285,1.6219329161301952,0.7712331493665557,1.4975760997318937,0.7577719620587049,1.484116754039814,0.21169973979929266
GD53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS,-29.980434775173762,-11.322344975030207,-1.7658735307462856,-10.830183595376925,-13.308649343061363,-14.848317315710327,-2.875413545406035,-11.322344975030207,-4.69454544595135,-10.034183428013462,-8.538897276595383,-34.33425888711867,-9.2590188987843,-3.890230193388869,-10.857486620310864,-7.739897070826277,-9.23751567945822,-4.311550127879381,-4.818666123764044,-2.166237622152657,-2.166237622152657,-3.1026841561483116,-20.64620597571856,-3.1026841561483116,-2.166237622152657,-2.166237622152657,-22.732197307381977,-15.854042071414872,-17.505973306042865,-13.308649343061363,-14.848317315710327,-2.875413545406035
rCIP,81.17299600051872,1.7534308794929274,0.3826953246586529,1.2552361923159139,5.819281135451922,6.6780472677070195,0.8222329365872709,1.7534308794929274,0.37861578132909207,0.9400501674381601,0.5655219606750849,100.27402218093657,0.7511712940934853,0.2946386944636172,1.1070603343579444,0.3361301234950085,0.6462032807149127,0.1054884429177087,0.12007450496032163,0.03138582753382621,0.03138582753382621,0.24784142669024808,21.04245415354006,0.24784142669024808,0.03138582753382621,0.03138582753382621,26.994618492500965,8.18830199046115,10.095924205381895,5.819281135451922,6.6780472677070195,0.8222329365872709
WB,3.002758171639485,6.157072591915989,5.1755451697333354,6.291594016609296,3.423178749138923,3.8325935339862367,5.611649711550374,6.157072591915989,5.342763381943914,6.197512051164847,6.291581443581228,2.7848995410651303,6.557636309007098,5.985141035880429,6.304682539223002,6.235947103387134,6.5235783365020446,5.941469685655237,6.160156436947387,5.256032843342441,5.256032843342441,5.6947074603669146,3.2955437106118928,5.6947074603669146,5.256032843342441,5.256032843342441,3.272140236163062,3.45188938299409,3.5205541117574684,3.423178749138923,3.8325935339862367,5.611649711550374
XB,0.38724350205681507,0.4641640028451419,0.6140682750687952,0.4226281392669548,0.25705380217019513,0.34808322677427556,0.47863743332393294,0.4641640028451419,0.29841503978593675,0.3979729037360077,0.31235088035849773,0.3503119244258766,0.35171826299458636,0.3409416599196451,0.3884384965665088,0.32365382530584735,0.34162438797113115,0.30003919751902436,0.2912961977036962,0.28346710611702985,0.28346710611702985,0.4479527697118867,0.37775375720189236,0.4479527697118867,0.28346710611702985,0.28346710611702985,0.3380525101688667,0.29143543689959156,0.29410352252234495,0.25705380217019513,0.34808322677427556,0.47863743332393294
SSE,14.595756906926297,49.9593041835614,83.41534313686854,52.669766877739505,27.516078432519922,28.399605839812452,77.18046606593978,49.9593041835614,66.54735284298951,54.04890983875123,59.17436974421477,12.053951558547041,58.62140843589519,76.03090299276663,52.75403697521571,61.31569440686761,58.39476677085218,75.65985028112074,73.45515815254092,84.23430378589765,84.23430378589765,82.89871554649466,20.18829959302362,82.89871554649466,84.23430378589765,84.23430378589765,18.563369328766623,25.0749305108085,23.995480026825213,27.516078432519922,28.399605839812452,77.18046606593978
RS,-0.7053627016206195,-0.7825808847103517,-4.508545689238441,-0.82706843727523,-0.656859377911061,-0.1569501164396023,-5.051801346577537,-0.7825808847103517,-2.6598979072782813,-0.7380851643643709,-0.9509345760180079,0.2837468371845261,-1.1279854583664632,-4.329302541270077,-0.744052691641447,-1.1816036240100258,-1.0461403002267693,-1.123094185623325,-1.1272649083690849,-2.3416032528367117,-2.3416032528367117,-1.6266749325346777,-0.5023096889810814,-1.6266749325346777,-2.3416032528367117,-2.3416032528367117,0.09822876891869858,-0.5451638511428896,-0.08269999609090666,-0.656859377911061,-0.1569501164396023,-5.051801346577537
DH,0.001649460290194449,0.004664875416325171,0.04749812498138115,0.004794844964074582,0.004181078648762949,0.0027229424255336278,0.037171891979387084,0.004664875416325171,0.018575219016004552,0.004816495941088359,0.006060178431399002,0.0008266710286142031,0.005823570297318629,0.025701050056368142,0.0045894248454610735,0.007259193303483997,0.0056081061448724516,0.012260726374255931,0.011061035189621505,0.02814222566492832,0.02814222566492832,0.020157746721928212,0.0024183738722166467,0.020157746721928212,0.02814222566492832,0.02814222566492832,0.0014890160892272423,0.003262723209889406,0.002347618725127984,0.004181078648762949,0.0027229424255336278,0.037171891979387084
B,0.03965699770769819,0.07929558705538264,0.17197814569792194,0.08024570480058696,0.05041457369763222,0.05074634966051885,0.17811558442617198,0.07929558705538264,0.0988762257593116,0.08015325244250011,0.08291342357946886,0.03394054523011406,0.08637793740849144,0.12230469243522905,0.08011374556260797,0.0847286360923244,0.08503878327030408,0.08494350545166932,0.087313504056616,0.09738295548346562,0.09738295548346562,0.09597361521274979,0.043195777168246234,0.09597361521274979,0.09738295548346562,0.09738295548346562,0.04157249040547836,0.04728477360506397,0.044976369510517644,0.05041457369763222,0.05074634966051885,0.17811558442617198
BH,0.33172174788468856,2.2708774628891546,9.26837145965206,2.508084137035214,1.1006431373007968,1.0518372533263871,7.016406005994527,2.2708774628891546,5.119027141768424,2.702445491937562,3.2874649857897102,0.24107903117094087,3.085337286099747,6.3359085827305535,2.5120969988197963,3.606805553345153,3.0734087774132726,6.304987523426727,5.650396780964686,9.359367087321964,9.359367087321964,8.289871554649464,0.5937735174418709,8.289871554649464,9.359367087321964,9.359367087321964,0.5017126845612601,0.8955332325288748,0.7998493342275071,1.1006431373007968,1.0518372533263871,7.016406005994527
D,0.22579903400533044,0.3291763638947548,0.2430596180033571,0.3455238719458448,0.2755043406259583,0.27588179470499213,0.1738114170257432,0.3291763638947548,0.3910486138413607,0.40732443075745145,0.3900312681467535,0.2881680222206269,0.37400723275046077,0.2568445598175915,0.3843151308941656,0.39917323932759896,0.4434081932663208,0.44035141706852515,0.4760888029975654,0.3103970587305614,0.3103970587305614,0.36665981901786526,0.3074840159802494,0.36665981901786526,0.3103970587305614,0.3103970587305614,0.3483494324794407,0.2817676337191445,0.2817676337191445,0.2755043406259583,0.27588179470499213,0.1738114170257432
H,3.4428054250533946,1.8291405532393084,2.289006694492731,1.8302287569119495,2.0603042955403774,1.587553456129623,2.737227721102923,1.8291405532393084,2.0869181867133784,1.5128696574309197,1.4110658903852236,2.2384860320659117,1.5556881357430996,2.464280309525101,1.6412489282145932,1.3618731308522207,1.411158901095685,1.1571561411323128,1.179134293799066,1.4162696549956133,1.4162696549956133,1.4700929228650177,2.385213629105875,1.4700929228650177,1.4162696549956133,1.4162696549956133,1.6642166575124588,2.1347599226835205,1.7455612276361132,2.0603042955403774,1.587553456129623,2.737227721102923
DBCV,0.125076023170676,-0.3289229788536536,-0.2886890911443873,-0.2208659686536039,-0.26312764619804385,-0.25061893513184796,-0.41543024410520946,-0.3289229788536536,0.3889072270116909,-0.24015756350518694,-0.052059984168095375,0.033164178473792216,-0.15516370689448858,0.35667475519415154,-0.2301664102996314,-0.041421313497931746,-0.24285075383801413,0.007299331420762112,-0.004756188088850777,-0.07383135499892811,-0.07383135499892811,0.028532382066976548,0.13903973576038475,0.028532382066976548,-0.07383135499892811,-0.07383135499892811,0.28864128930192495,-0.06567360868416809,-0.0707433569320707,-0.26312764619804385,-0.25061893513184796,-0.41543024410520946
I,0.16068763569633568,0.172438554538813,0.2349403246966674,0.18073648616932772,0.2560770277635968,0.2128067134187924,0.16766189279775656,0.172438554538813,0.25107301787158004,0.1941961383148404,0.21794312298015614,0.1537936876300222,0.1947686996937205,0.26540136954298743,0.1807407358122461,0.23171869607545736,0.19574246133189124,0.38006241368881855,0.331358943237038,0.5955614489429278,0.5955614489429278,0.49708812881185377,0.1865623024221877,0.49708812881185377,0.5955614489429278,0.5955614489429278,0.1781214406164698,0.2236205134977727,0.2077516064601895,0.2560770277635968,0.2128067134187924,0.16766189279775656
C,0.011199246173545955,0.027250226464432228,0.029620315754422068,0.02389719321900465,0.02996304037805394,0.029733293761566894,0.02956807286069157,0.027250226464432228,0.021516324574205558,0.02375280580572547,0.02442834188215442,0.01279053729593795,0.02709484363772747,0.02222020183605152,0.023785966085914424,0.01905128431154675,0.025094505486046845,0.019384292360055712,0.018819050849432906,0.028330276564186994,0.028330276564186994,0.020019109513310245,0.02027320593136002,0.020019109513310245,0.028330276564186994,0.028330276564186994,0.017931289350422527,0.0283764314240813,0.028326204966561658,0.02996304037805394,0.029733293761566894,0.02956807286069157
VIASCKDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP,,0.3553047974643338,0.34596229904095055,0.3589190582132394,0.3081853194923561,0.3117936079773296,0.38082729918402486,0.3553047974643338,0.38808099650822514,0.36150501372221366,0.31674697242276206,,0.37495554466871583,0.39372332619208816,0.35880725572883787,0.32567327937372237,0.37608009587313496,0.32606775023047013,0.32278360209410417,0.3260705518272867,0.3260705518272867,0.32417988583819085,0.34319176962101033,0.32417988583819085,0.3260705518272867,0.3260705518272867,0.32841142422891934,0.33714297485052236,0.3319667542647978,0.3081853194923561,0.3117936079773296,0.38082729918402486
Sym,0.009065840114940138,0.006028338246019991,0.005185327344817621,0.005933271521114993,0.008915660234824348,0.008490733830226738,0.004697667938977604,0.006028338246019991,0.006149118938646564,0.006000504670358619,0.005969982708457062,0.010619186227273807,0.005963868085575708,0.00621208813862177,0.00591102549058705,0.006154726815952055,0.005954389873649735,0.006766709735927774,0.0064744080429566505,0.008137603770024761,0.008137603770024761,0.007407856277708838,0.009212442391795549,0.007407856277708838,0.008137603770024761,0.008137603770024761,0.009612907833358629,0.008854523733820813,0.008782530676509423,0.008915660234824348,0.008490733830226738,0.004697667938977604
