,labels_glass_MeanShift_params1,labels_glass_MeanShift_params10,labels_glass_MeanShift_params11,labels_glass_MeanShift_params12,labels_glass_MeanShift_params13,labels_glass_MeanShift_params14,labels_glass_MeanShift_params15,labels_glass_MeanShift_params16,labels_glass_MeanShift_params17,labels_glass_MeanShift_params18,labels_glass_MeanShift_params19,labels_glass_MeanShift_params2,labels_glass_MeanShift_params20,labels_glass_MeanShift_params21,labels_glass_MeanShift_params22,labels_glass_MeanShift_params23,labels_glass_MeanShift_params24,labels_glass_MeanShift_params25,labels_glass_MeanShift_params26,labels_glass_MeanShift_params27,labels_glass_MeanShift_params28,labels_glass_MeanShift_params29,labels_glass_MeanShift_params3,labels_glass_MeanShift_params30,labels_glass_MeanShift_params31,labels_glass_MeanShift_params32,labels_glass_MeanShift_params4,labels_glass_MeanShift_params5,labels_glass_MeanShift_params6,labels_glass_MeanShift_params7,labels_glass_MeanShift_params8,labels_glass_MeanShift_params9
CS,0.3292542960648162,0.33992043481916123,1.1830912276733108,0.33478944948008676,0.3607325159123181,0.2648100425833698,1.1284586564510672,0.33992043481916123,0.6947442485620053,0.3124642487337582,0.34544354409800815,0.1802759073019272,0.3488826480364832,0.8960792358295222,0.32238827119606994,0.39377500165289075,0.3425243286312557,0.4024069267437054,0.41498983453460536,0.6506543305802492,0.6506543305802492,0.565180985305153,0.3208727569242467,0.565180985305153,0.6506543305802492,0.6506543305802492,0.20824374857220684,0.3389707649811224,0.2626062876796772,0.3607325159123181,0.2648100425833698,1.1284586564510672
SF,0.006657497487960851,0.020468210998661585,0.003713194180872126,0.02568031489496947,0.015340537026829693,0.04193171288237252,0.0013393285716265524,0.020468210998661585,0.003936160018176871,0.03511332421811819,0.028464352188890762,0.04826512845916675,0.022149618574971663,0.001651368029478073,0.029085455770760715,0.016974175841647843,0.024528962027688173,0.04020434208009305,0.029264890565654844,0.01349627166995393,0.01349627166995393,0.01981820498735687,0.010200613402965075,0.01981820498735687,0.01349627166995393,0.01349627166995393,0.04662490276665432,0.01469888303662037,0.03446700371886435,0.015340537026829693,0.04193171288237252,0.0013393285716265524
SD,732.7441855315352,1460.7388158062874,10497.631096696981,1593.711940608632,1110.9586773216297,760.042338621212,9431.44689677737,1460.7388158062874,4889.43155639026,1561.4544169093285,2149.091519219227,281.6889707743842,2026.4787306194166,7827.441733372557,1521.2880521397492,2472.935290648535,1994.370106096197,2814.043805433948,2929.337144944302,6549.944183386781,6549.944183386781,4926.231465461695,838.66364976618,4926.231465461695,6549.944183386781,6549.944183386781,453.1269397017524,996.8052135596829,614.7396667588072,1110.9586773216297,760.042338621212,9431.44689677737
SDbw,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
XB*,2.3285218907197356,0.7490515814662325,3.2222599237498057,0.7995863377153952,0.9307649499893675,0.5443486248499755,2.7144954241981254,0.7490515814662325,0.6981844769257468,0.7337277022835983,0.6012285426800698,0.6647460873592349,0.6969488441289702,1.9628168271342248,0.7337277022835983,0.6131564828319018,0.6795746490414396,0.5028366317596811,0.4302730604724884,0.8029918938162638,0.8029918938162638,0.8611590503326779,1.642221975047822,0.8611590503326779,0.8029918938162638,0.8029918938162638,0.6071424493235799,1.0200593192454404,0.5394563350223162,0.9307649499893675,0.5443486248499755,2.7144954241981254
S,0.2879808067802904,0.2893641981533006,0.3415604223131556,0.31232422264257975,0.3715123797544756,0.36388404935158947,0.28892853341799013,0.2893641981533006,0.37495006707122674,0.31207336721621715,0.3444359282209306,0.29462400794922,0.3390039276054102,0.39288678272985145,0.313286220091067,0.3722002736559568,0.342002796080337,0.4446255020561046,0.414040941909595,0.4910143692485055,0.4910143692485055,0.45437828902355104,0.34637257843743774,0.45437828902355104,0.4910143692485055,0.4910143692485055,0.3425182185963219,0.3486350121121061,0.3501596320020092,0.3715123797544756,0.36388404935158947,0.28892853341799013
DB,0.5817492385981079,0.5937193902088004,1.2324302142204524,0.6303052047547111,0.5639498517926304,0.48866432835988766,1.2100431837760663,0.5937193902088004,0.8126118820394669,0.59939471235201,0.6228263835268021,0.4291587004296207,0.6483908698794769,1.1157178247620216,0.6039013046071867,0.6085691915884017,0.6024583171107155,0.6744158315601498,0.6407547862929024,0.918445293543851,0.918445293543851,0.8507918268126715,0.544510860583936,0.8507918268126715,0.918445293543851,0.918445293543851,0.43831475471636067,0.5567853585197122,0.48532648907616127,0.5639498517926304,0.48866432835988766,1.2100431837760663
CH,57.590462725714886,32.49843738369365,44.343154677138045,32.04275410457071,57.20803606372991,50.39768617282748,39.596199232223825,32.49843738369365,40.55329633329832,32.78055662653496,32.816961853992794,59.72442745587534,31.22737647046844,36.6361838356365,31.976233338601293,33.39508763422422,31.390406800507588,36.90546933229794,35.17226695204415,43.664110716259394,43.664110716259394,39.607926680227195,55.96170423423085,39.607926680227195,43.664110716259394,43.664110716259394,55.281520910913244,55.57879484696694,53.77288313659297,57.20803606372991,50.39768617282748,39.596199232223825
AD-S,0.37788115860779636,0.3647892128297633,0.2676909467170338,0.33378750759052145,0.4098516785280593,0.4129092655322746,0.3026932190307342,0.3647892128297633,0.45248708300041257,0.33129113808983623,0.5230859853984974,0.4537348674780272,0.4590835983547594,0.4400613563825884,0.333316633660005,0.4708122469187794,0.46352096389272557,0.5010446788542637,0.5083864586749586,0.48959388861452513,0.48959388861452513,0.49990546381530937,0.4358184983687559,0.49990546381530937,0.48959388861452513,0.48959388861452513,0.4607913168619558,0.41743539804493307,0.42719632080800074,0.4098516785280593,0.4129092655322746,0.3026932190307342
AD-DB,0.8338633314580224,0.8063811215319382,2.0503820184973525,0.8081130834895726,0.968101004436413,0.7132255162451435,2.0450864509520814,0.8063811215319382,1.29462148554901,0.8051467406299885,0.8331556185344413,0.6403146539774872,0.9549167299551683,1.8676140348679162,0.8085572056513748,0.9762956997501518,0.947574364514709,0.9005757693888888,0.8866697764355538,1.0336729200605437,1.0336729200605437,1.0925610942998825,0.8187235911368735,1.0925610942998825,1.0336729200605437,1.0336729200605437,0.6669136800897251,0.8524501713349707,0.7541035929878478,0.968101004436413,0.7132255162451435,2.0450864509520814
AD-CH,11.457527815858422,18.26908389673351,35.2339749282481,18.996147260546664,17.65022130993294,16.2547290870969,28.716726381792867,18.26908389673351,24.134126966151406,19.815731504155714,18.534878089763698,10.672609474350665,17.10764153596231,24.08497891240829,18.98550553213956,19.14876032274102,17.150830899520514,26.294278764825535,24.272614062251332,35.07368358135519,35.07368358135519,30.669792647134805,13.910892088516233,30.669792647134805,35.07368358135519,35.07368358135519,13.419886377541436,16.232857158007665,15.566983096281712,17.65022130993294,16.2547290870969,28.716726381792867
AD-idea,604.2635600504167,22.963446820724794,0.23222633066620071,32.15739609811803,212.65278875312086,504.09081645792736,0.09644015513847207,22.963446820724794,6.17483300345519,50.763626402183576,131.43044006282167,20492.991771706966,38.27368338425213,0.14751226707902182,63.27141056841797,71.91646995005286,21.549596064791682,40.714615598283316,50.157130960148216,9.395138805379776,9.395138805379776,42.45147338306954,648.1626473919031,42.45147338306954,9.395138805379776,9.395138805379776,3702.292415669515,287.2547707342655,1496.2224459177692,212.65278875312086,504.09081645792736,0.09644015513847207
