,labels_data3_DBSCAN_params13,labels_data3_DBSCAN_params14,labels_data3_DBSCAN_params17,labels_data3_DBSCAN_params18,labels_data3_DBSCAN_params19,labels_data3_DBSCAN_params20,labels_data3_DBSCAN_params21,labels_data3_DBSCAN_params22,labels_data3_DBSCAN_params23,labels_data3_DBSCAN_params24,labels_data3_DBSCAN_params25,labels_data3_DBSCAN_params26,labels_data3_DBSCAN_params27,labels_data3_DBSCAN_params28,labels_data3_DBSCAN_params29,labels_data3_DBSCAN_params30,labels_data3_DBSCAN_params31,labels_data3_DBSCAN_params32,labels_data3_DBSCAN_params33,labels_data3_DBSCAN_params34,labels_data3_DBSCAN_params35,labels_data3_DBSCAN_params36,labels_data3_DBSCAN_params37,labels_data3_DBSCAN_params38,labels_data3_DBSCAN_params39,labels_data3_DBSCAN_params40,labels_data3_DBSCAN_params41,labels_data3_DBSCAN_params42,labels_data3_DBSCAN_params43,labels_data3_DBSCAN_params44,labels_data3_DBSCAN_params9
AMI,0.380716263438779,0.16883269489284028,0.8885797850812739,0.8005219394896775,0.7219074297384558,0.6359264064757756,0.9779204686698204,0.9755732393872087,0.9704333601990278,0.9622058926961765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.7332037453413732,0.0724752369652802
