,labels_s4_MeanShift_params1,labels_s4_MeanShift_params10,labels_s4_MeanShift_params11,labels_s4_MeanShift_params12,labels_s4_MeanShift_params13,labels_s4_MeanShift_params14,labels_s4_MeanShift_params15,labels_s4_MeanShift_params16,labels_s4_MeanShift_params17,labels_s4_MeanShift_params18,labels_s4_MeanShift_params19,labels_s4_MeanShift_params2,labels_s4_MeanShift_params20,labels_s4_MeanShift_params3,labels_s4_MeanShift_params4,labels_s4_MeanShift_params5,labels_s4_MeanShift_params6,labels_s4_MeanShift_params7,labels_s4_MeanShift_params8,labels_s4_MeanShift_params9
ARI_nn,0.5651491828961291,0.25282526185618065,0.18135439320558439,0.1767443218364585,0.22630875207337386,0.2517983643168088,0.1847294780409567,0.25282526185618065,0.18521544308078122,0.10861973886833201,0.09315987941722444,0.5594434342691105,0.09321434817216456,0.5395352335441534,0.5112464925926055,0.22661967332531915,0.2089803119868964,0.22630875207337386,0.2517983643168088,0.1847294780409567
