,labels_r15_DBSCAN_params1,labels_r15_DBSCAN_params11,labels_r15_DBSCAN_params12,labels_r15_DBSCAN_params16,labels_r15_DBSCAN_params17,labels_r15_DBSCAN_params18,labels_r15_DBSCAN_params19,labels_r15_DBSCAN_params21,labels_r15_DBSCAN_params22,labels_r15_DBSCAN_params23,labels_r15_DBSCAN_params24,labels_r15_DBSCAN_params26,labels_r15_DBSCAN_params27,labels_r15_DBSCAN_params28,labels_r15_DBSCAN_params29,labels_r15_DBSCAN_params31,labels_r15_DBSCAN_params32,labels_r15_DBSCAN_params33,labels_r15_DBSCAN_params34,labels_r15_DBSCAN_params35,labels_r15_DBSCAN_params36,labels_r15_DBSCAN_params37,labels_r15_DBSCAN_params38,labels_r15_DBSCAN_params39,labels_r15_DBSCAN_params41,labels_r15_DBSCAN_params42,labels_r15_DBSCAN_params43,labels_r15_DBSCAN_params44,labels_r15_DBSCAN_params46,labels_r15_DBSCAN_params47,labels_r15_DBSCAN_params48,labels_r15_DBSCAN_params49,labels_r15_DBSCAN_params6
BARI,0.00018030403282177365,0.3985647682051393,0.0005878395846659613,0.8553654754388513,0.9677214570215724,0.9306702966296764,0.5078580173807572,0.6586826691822744,0.7123371497917292,0.9381575830193774,0.9761458523940181,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.7113342220340128,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.14409996738682923,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.4670373974697623,0.0006603843924356348
