,labels_flame_DBSCAN_params21,labels_flame_DBSCAN_params26,labels_flame_DBSCAN_params27,labels_flame_DBSCAN_params33,labels_flame_DBSCAN_params38,labels_flame_DBSCAN_params44
VMI,0.12953928837883238,0.37715376965690967,0.2548499456655314,0.2723862097689625,0.8816971686244259,0.5917240843298456
