,labels_lsun_SpectralClustering_params1,labels_lsun_SpectralClustering_params10,labels_lsun_SpectralClustering_params11,labels_lsun_SpectralClustering_params12,labels_lsun_SpectralClustering_params13,labels_lsun_SpectralClustering_params14,labels_lsun_SpectralClustering_params15,labels_lsun_SpectralClustering_params16,labels_lsun_SpectralClustering_params17,labels_lsun_SpectralClustering_params18,labels_lsun_SpectralClustering_params19,labels_lsun_SpectralClustering_params2,labels_lsun_SpectralClustering_params20,labels_lsun_SpectralClustering_params21,labels_lsun_SpectralClustering_params22,labels_lsun_SpectralClustering_params23,labels_lsun_SpectralClustering_params24,labels_lsun_SpectralClustering_params25,labels_lsun_SpectralClustering_params26,labels_lsun_SpectralClustering_params27,labels_lsun_SpectralClustering_params28,labels_lsun_SpectralClustering_params29,labels_lsun_SpectralClustering_params3,labels_lsun_SpectralClustering_params30,labels_lsun_SpectralClustering_params31,labels_lsun_SpectralClustering_params32,labels_lsun_SpectralClustering_params33,labels_lsun_SpectralClustering_params34,labels_lsun_SpectralClustering_params35,labels_lsun_SpectralClustering_params36,labels_lsun_SpectralClustering_params37,labels_lsun_SpectralClustering_params38,labels_lsun_SpectralClustering_params39,labels_lsun_SpectralClustering_params4,labels_lsun_SpectralClustering_params40,labels_lsun_SpectralClustering_params41,labels_lsun_SpectralClustering_params42,labels_lsun_SpectralClustering_params43,labels_lsun_SpectralClustering_params44,labels_lsun_SpectralClustering_params45,labels_lsun_SpectralClustering_params46,labels_lsun_SpectralClustering_params47,labels_lsun_SpectralClustering_params48,labels_lsun_SpectralClustering_params5,labels_lsun_SpectralClustering_params6,labels_lsun_SpectralClustering_params7,labels_lsun_SpectralClustering_params8,labels_lsun_SpectralClustering_params9
BARI_nn,0.39343815941733035,0.27395060877013305,0.2387694567371562,0.27395060877013305,0.39130751932788105,0.40016708437761067,1.0,0.2813043714919505,1.0,1.0,0.4213350660981552,0.39343815941733035,0.43923656774380154,0.4213350660981552,0.43923656774380154,0.4213350660981552,0.43923656774380154,0.4133785111588322,0.2832217503286368,0.8564789815587518,0.31043297934189074,0.7775693536977429,0.39343815941733035,0.7822459910776378,0.5937342106223884,0.6274824365131453,0.5937342106223884,0.6274824365131453,0.5937342106223884,0.6274824365131453,0.45618994672133345,0.31274766340294596,0.6447060340063445,0.49905838041431255,0.6354209358424939,0.6940335064044117,0.6975747388902351,0.34776430708355727,0.5488001331765532,0.34776430708355727,0.5488001331765532,0.34776430708355727,0.5488001331765532,0.39343815941733035,0.39343815941733035,0.2387694567371562,0.27395060877013305,0.2387694567371562
