,labels_parabolic_DBSCAN_params11,labels_parabolic_DBSCAN_params12,labels_parabolic_DBSCAN_params16,labels_parabolic_DBSCAN_params17,labels_parabolic_DBSCAN_params18,labels_parabolic_DBSCAN_params19,labels_parabolic_DBSCAN_params21,labels_parabolic_DBSCAN_params23,labels_parabolic_DBSCAN_params24,labels_parabolic_DBSCAN_params28,labels_parabolic_DBSCAN_params29,labels_parabolic_DBSCAN_params30,labels_parabolic_DBSCAN_params35,labels_parabolic_DBSCAN_params40,labels_parabolic_DBSCAN_params6
AMI,0.1412716735574281,0.07381243100316678,0.4690676598981133,0.4182023816186965,0.2743898539826644,0.12956581431335337,0.0009285695622253336,0.5622402081874192,0.3143289189255243,0.8728377609446698,0.5115049442225637,0.25131574374136134,0.43109614337228613,0.5498730157598901,0.05496313744593646
