,labels_ring_noisy_DBSCAN_params1,labels_ring_noisy_DBSCAN_params11,labels_ring_noisy_DBSCAN_params12,labels_ring_noisy_DBSCAN_params16,labels_ring_noisy_DBSCAN_params17,labels_ring_noisy_DBSCAN_params18,labels_ring_noisy_DBSCAN_params2,labels_ring_noisy_DBSCAN_params21,labels_ring_noisy_DBSCAN_params22,labels_ring_noisy_DBSCAN_params23,labels_ring_noisy_DBSCAN_params24,labels_ring_noisy_DBSCAN_params26,labels_ring_noisy_DBSCAN_params27,labels_ring_noisy_DBSCAN_params28,labels_ring_noisy_DBSCAN_params29,labels_ring_noisy_DBSCAN_params34,labels_ring_noisy_DBSCAN_params35,labels_ring_noisy_DBSCAN_params6,labels_ring_noisy_DBSCAN_params7,labels_ring_noisy_DBSCAN_params8
BARI,0.19220476155146873,0.580036971972879,0.5134327381168151,0.9943028563726295,0.9943028563726295,0.9943028563726295,0.01559167643393141,0.9582887744276394,0.9582887744276394,0.9582887744276394,0.9645235552227102,0.8619665305439685,0.8896583070202594,0.9044117718472013,0.9115775707310858,0.6316887551346608,0.5464289427567853,0.33233634207881707,0.26372933698896406,0.22053898923082485
