,labels_a1_MeanShift_params1,labels_a1_MeanShift_params10,labels_a1_MeanShift_params11,labels_a1_MeanShift_params12,labels_a1_MeanShift_params13,labels_a1_MeanShift_params14,labels_a1_MeanShift_params15,labels_a1_MeanShift_params16,labels_a1_MeanShift_params17,labels_a1_MeanShift_params18,labels_a1_MeanShift_params19,labels_a1_MeanShift_params2,labels_a1_MeanShift_params20,labels_a1_MeanShift_params3,labels_a1_MeanShift_params4,labels_a1_MeanShift_params5,labels_a1_MeanShift_params6,labels_a1_MeanShift_params7,labels_a1_MeanShift_params8,labels_a1_MeanShift_params9
ARI_nn,0.8325558882406147,0.3230669397615941,0.2986880540539283,0.2986880540539283,0.4887459571319251,0.39304645590206067,0.3122874920940348,0.3230669397615941,0.1747727783235331,0.08719204445131609,0.08942239619939099,0.8327709054746171,0.08915582541001486,0.48954233476300363,0.4842103194439597,0.48567199400617167,0.48183768740911637,0.4887459571319251,0.39304645590206067,0.3122874920940348
