,labels_data2_DBSCAN_params13,labels_data2_DBSCAN_params17,labels_data2_DBSCAN_params18,labels_data2_DBSCAN_params19,labels_data2_DBSCAN_params20,labels_data2_DBSCAN_params21,labels_data2_DBSCAN_params22,labels_data2_DBSCAN_params23,labels_data2_DBSCAN_params24,labels_data2_DBSCAN_params25,labels_data2_DBSCAN_params26,labels_data2_DBSCAN_params27,labels_data2_DBSCAN_params28,labels_data2_DBSCAN_params29,labels_data2_DBSCAN_params30,labels_data2_DBSCAN_params31,labels_data2_DBSCAN_params32,labels_data2_DBSCAN_params33,labels_data2_DBSCAN_params34,labels_data2_DBSCAN_params35,labels_data2_DBSCAN_params36,labels_data2_DBSCAN_params9
cSIL,,,,,,,,,,0.9562261965326847,0.9562261965326847,0.9562261965326847,,0.9562261965326847,0.9562261965326847,0.9562261965326847,0.9562261965326847,0.8445743717417988,0.8445743717417988,0.8445743717417988,0.8445743717417988,
GD43,,,,,,,,,,4.0514058284839365,4.0514058284839365,4.0514058284839365,,4.0514058284839365,4.0514058284839365,4.0514058284839365,4.0514058284839365,1.8226329424996737,1.8226329424996737,1.8226329424996737,1.8226329424996737,
GD53,,,,,,,,,,0.10715879597944071,0.10715879597944071,0.10715879597944071,,0.10715879597944071,0.10715879597944071,0.10715879597944071,0.10715879597944071,0.40943483171578937,0.40943483171578937,0.40943483171578937,0.40943483171578937,
PS,,,,,,,,,,1.5517335979570785,1.5517335979570785,1.5517335979570785,,1.5517335979570785,1.5517335979570785,1.5517335979570785,1.5517335979570785,1.630035388889198,1.630035388889198,1.630035388889198,1.630035388889198,
rCIP,,,,,,,,,,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,0.0010795543582531547,2.8683546723473804e-07,2.8683546723473804e-07,2.8683546723473804e-07,2.8683546723473804e-07,
WB,,,,,,,,,,0.3832948393087445,0.3832948393087445,0.3832948393087445,,0.3832948393087445,0.3832948393087445,0.3832948393087445,0.3832948393087445,1.5947253027948394,1.5947253027948394,1.5947253027948394,1.5947253027948394,
XB,,,,,,,,,,0.08422273888204644,0.08422273888204644,0.08422273888204644,,0.08422273888204644,0.08422273888204644,0.08422273888204644,0.08422273888204644,0.1913670363353807,0.1913670363353807,0.1913670363353807,0.1913670363353807,
SSE,790.5430607264739,695.2897287421113,832.1495266190664,896.0548911570612,991.983124939729,827.5113824294211,708.1030174666811,676.6417947226458,701.7802322366214,51.977587986850764,51.977587986850764,51.977587986850764,712.8834577964114,51.977587986850764,51.977587986850764,51.977587986850764,51.977587986850764,263.6962846792507,263.6962846792507,263.6962846792507,263.6962846792507,1461.1880411524262
RS,,,,,,,,,,0.7258851640487132,0.7258851640487132,0.7258851640487132,,0.7258851640487132,0.7258851640487132,0.7258851640487132,0.7258851640487132,0.161805904244487,0.161805904244487,0.161805904244487,0.161805904244487,
DH,0.043214992038030496,0.2391929126069956,0.22810463341960954,0.21892333308266887,0.1894773962192302,0.3331141721550809,0.2832213339033618,0.2732883445079223,0.2729977098675845,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.15949764341037623,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.1903787298036248,0.4300077123369016,0.4300077123369016,0.4300077123369016,0.4300077123369016,0.3093120029479284
B,0.11212969853484869,1.0369978667672741,0.9435272026641413,0.6843167496063288,0.42703521447787934,1.4134663813824557,1.2042998028820644,1.1335569592543095,1.1540064395123513,0.06796815439977466,0.06796815439977466,0.06796815439977466,1.0531169119987447,0.06796815439977466,0.06796815439977466,0.06796815439977466,0.06796815439977466,0.368751033481156,0.368751033481156,0.368751033481156,0.368751033481156,0.004724988096647266
BH,0.003374754857032721,2.208165936901806,1.4196235182690788,0.8023743598278248,0.3477120209466056,10.041296454528819,3.2607265475832237,3.183990338034499,3.1325689418238807,12.99439699671269,12.99439699671269,12.99439699671269,10.337889557122384,12.99439699671269,12.99439699671269,12.99439699671269,12.99439699671269,131.84814233962538,131.84814233962538,131.84814233962538,131.84814233962538,0.00013198567010469208
D,,,,,,,,,,0.5784961742670961,0.5784961742670961,0.5784961742670961,,0.5784961742670961,0.5784961742670961,0.5784961742670961,0.5784961742670961,0.45916614729468763,0.45916614729468763,0.45916614729468763,0.45916614729468763,
H,,,,,,,,,,0.16990977134966606,0.16990977134966606,0.16990977134966606,,0.16990977134966606,0.16990977134966606,0.16990977134966606,0.16990977134966606,0.3028030585788622,0.3028030585788622,0.3028030585788622,0.3028030585788622,
DBCV,0.2706372272181424,0.6052890541100693,0.5595432137862669,0.49852627707240527,0.23388935132906905,0.9037014866957216,0.7996103577158447,0.8397119858623021,0.7766307101224844,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.9073884935883283,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.8944843035291772,0.58409594622045,0.58409594622045,0.58409594622045,0.58409594622045,0.009929544931786239
I,23.26562451239626,2.448541569534981,4.867937452641195,10.115786226459463,21.583444471536254,1.4825125201883131,2.523947824301169,2.585674824497799,2.6332966072486013,2.227964763605597,2.227964763605597,2.227964763605597,1.4336293804228624,2.227964763605597,2.227964763605597,2.227964763605597,2.227964763605597,0.9011288906159117,0.9011288906159117,0.9011288906159117,0.9011288906159117,129977.95296561188
C,0.5215084333537103,0.025733639642081498,0.14061760647431648,0.3363873725898509,0.4545426680783655,0.010923308597488655,0.0028882489882138132,0.0035147082688207322,0.0046001553170398335,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.00789241823993853,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.007718221933285982,0.06968111676147999,0.06968111676147999,0.06968111676147999,0.06968111676147999,0.4194892334729699
CDbw,0.3155769126214381,0.5291673607210604,0.6321471415783531,0.6420873619954323,0.7034907568867163,0.39491179786111524,0.42094084250933084,0.5349532294059007,0.5515057587128136,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.0,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.24028326743417608,0.16102778518865377,0.16102778518865377,0.16102778518865377,0.16102778518865377,0.19989917815359773
VIASCKDE,0.3881405461841394,0.586873169462378,0.5096609520497707,0.4893906172539299,0.4602388195968028,0.7035504025785436,0.7001175823617501,0.6794484548406735,0.6672995066946021,0.7707592572517121,0.7707592572517121,0.7707592572517121,,0.7707592572517121,0.7707592572517121,0.7707592572517121,0.7707592572517121,0.7663179849004089,0.7663179849004089,0.7663179849004089,0.7663179849004089,0.7327598216811819
COP,0.34412410379043135,0.19141837656429558,0.22660527589557825,0.25765327003910393,0.2959647993942458,0.23881319499671766,0.17256921086820592,0.17137594891943927,0.17578002868597786,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.23653674251232887,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.2081021599083087,0.2746658738457814,0.2746658738457814,0.2746658738457814,0.2746658738457814,0.4160468664750204
Sym,0.0006045455643652717,0.014042203250975969,0.010448490854140416,0.0057613557809904695,0.0037623284149994867,0.04226146885142226,0.0416080322406405,0.03588329483962632,0.030277140183128,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.06870509645467461,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.08424368671297425,0.03347030750965932,0.03347030750965932,0.03347030750965932,0.03347030750965932,0.002418640202473697
CS,1.10504240941117,0.9855816285131772,0.930151036106976,0.8327263986032273,1.0024616187141004,1.1029027920973733,1.0091992935441805,0.9849657651081711,1.0068288970905415,0.6097925794879383,0.6097925794879383,0.6097925794879383,0.6058521867270245,0.6097925794879383,0.6097925794879383,0.6097925794879383,0.6097925794879383,1.083982383342744,1.083982383342744,1.083982383342744,1.083982383342744,1.8190784987993083
SF,0.22210281581925906,0.2392544299877174,0.25312480052645636,0.2657832050802361,0.2716145043273638,0.21813185724148343,0.22668754216600095,0.24398999305146818,0.24297330038710896,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.4275908244570019,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.43609364368506465,0.37591858927300215,0.37591858927300215,0.37591858927300215,0.37591858927300215,0.3724421654836665
SD,7495038.942829012,55172639.29363008,50745195.24919646,49779431.75926464,42520688.99040887,97828991.62355505,76904076.69960688,64796249.529682174,66718584.498878755,24113745.91149898,24113745.91149898,24113745.91149898,19239369.52517972,24113745.91149898,24113745.91149898,24113745.91149898,24113745.91149898,147552313.80217662,147552313.80217662,147552313.80217662,147552313.80217662,104399123.71033737
SDbw,0.3267973279884837,0.41201780218774914,0.5065171420047442,0.48188338088315313,0.44872175975502226,0.6915184584788737,0.5803064085988616,0.5058953588387685,0.5233949457795193,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.20893420080614555,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.20433252767509075,0.6923277585491447,0.6923277585491447,0.6923277585491447,0.6923277585491447,3.53032777389481
XB*,655.8135516042198,12.549995535044197,18.777108959872002,19.46796462245282,47.9637875504819,1.9967094381897932,2.417383659689994,2.384951280861532,2.2741426206105984,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.3339757591016523,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.15709807911929816,0.23369657575716324,0.23369657575716324,0.23369657575716324,0.23369657575716324,98.78621869462498
S,-0.3606339130738439,0.5572532813553334,0.3939350663995939,0.1964597588067288,-0.09486494792192453,0.6976656668017663,0.7236832440327594,0.7208032485077359,0.7140879720044057,0.714621904004317,0.714621904004317,0.714621904004317,0.5749189431966525,0.714621904004317,0.714621904004317,0.714621904004317,0.714621904004317,0.5525472223711171,0.5525472223711171,0.5525472223711171,0.5525472223711171,-0.003738588661298593
